Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S-W1,200,100,38.00,18.00,0.03
7UP,21000,42800,11970.00,24393.00,0.35
7UP-W2,0,1200,0,228.00,46.15
AAV,730500,539400,4090820.00,3021015.00,28.28
ABICO,77700,0,477855.00,0,38.20
ABM,27200,0,29920.00,0,4.89
ACAP,5000,4200,39580.00,33295.00,5.81
ADB,10000,0,12800.00,0,0.58
ADVANC,1437735,2340346,276069982.50,449788305.00,40.51
AEONTS,800,46000,123900.00,7133850.00,12.50
AF,0,174000,0,156600.00,31.29
AGE,12000,0,18600.00,0,0.42
AH,52000,36340,1939200.00,1354679.00,8.07
AHC,0,100,0,2140.00,1.32
AIRA,0,6300,0,12982.00,1.10
AIT,12700,48100,316500.00,1197970.00,14.31
AJ,0,16700,0,182030.00,43.92
AJA-W1,2000,0,360.00,0,0.62
AKP,214400,0,385920.00,0,42.37
AKR,1200929,1402700,1633169.02,1943766.00,6.08
AMA,11100,13400,73745.00,89345.00,3.61
AMANAH,1765500,2369900,3559620.00,4754088.00,8.84
AMARIN,36000,30000,203200.00,175500.00,1.04
AMATA,924500,1968600,20813940.00,44329530.00,14.86
AMATAV,700,22300,4835.00,154635.00,11.08
ANAN,3149400,3558100,13975498.00,15691340.00,9.30
AOT,2384100,3002138,162739950.00,204948875.00,23.32
AP,3288148,370573,29663369.40,3341671.05,19.65
APEX,50000,66,9500.00,11.88,1.88
APURE,4500,95000,6720.00,142344.00,49.95
AQ,160700,2878200,4836.00,115128.00,8.74
AQUA,166400,255500,94848.00,145635.00,0.95
ARROW,0,300,0,3270.00,0.66
ASAP,53800,202900,346085.00,1306400.00,6.03
ASIAN,35500,66300,200555.00,374405.00,15.15
ASK,0,1800,0,40500.00,2.10
ASP,31700,276550,121728.00,1061388.00,9.25
ATP30-W1,0,25,0,21.00,0.01
AU,3200,11400,35840.00,128760.00,1.52
AUCT,113820,32400,709667.00,205360.00,1.10
AYUD,0,28300,0,1205525.00,14.83
AYUD-W1,15000,22000,72000.00,106020.00,0.56
B,10000,0,6800.00,0,0.24
B52,70000,45200,32200.00,21696.00,1.00
BA,24500,21800,362600.00,322640.00,8.84
BAFS,12300,16975,455100.00,628069.00,3.14
BANPU,7367000,4835500,157676810.00,103571830.00,13.69
BAY,32500,31500,1344225.00,1301325.00,15.97
BBL,534532,798370,104496366.00,155803512.00,28.11
BCH,881200,2689900,14129300.00,43072430.00,13.57
BCP,449700,553045,16101225.00,19773000.00,28.09
BCPG,195907,526100,3777635.10,10156440.00,19.00
BCT,18300,7500,988200.00,405000.00,37.39
BDMS,7569202,2765351,189893210.00,69294329.80,19.70
BEAUTY,4147500,11768654,68608210.00,194172461.00,15.67
BEC,222700,161900,1932815.00,1405870.00,3.62
BEM,884900,1989106,6905095.00,15519071.20,18.07
BFIT,1600,16600,48050.00,500375.00,8.73
BGRIM,170400,60400,4092770.00,1450690.00,4.00
BH,202800,198850,38901750.00,38121520.00,37.46
BIG,287000,112600,700278.00,274898.00,15.72
BJC,1165010,1855352,63419542.50,101042535.00,28.50
BJCHI,0,5318,0,13432.64,1.90
BKD,102000,102000,330440.00,330480.00,6.38
BLA,20100,31700,703675.00,1109575.00,8.72
BLAND,2467414,6585466,4835030.44,12907654.04,20.88
BM,80600,646000,305846.00,2464750.00,3.59
BPP,83700,91661,2057340.00,2253908.40,13.62
BR,29800,67766,178730.00,404021.10,12.86
BROOK,300,0,177.00,0,0.02
BSBM,5000,0,5900.00,0,0.98
BTS,2109905,3948741,20262833.00,37864680.10,12.47
BTS-W3,350000,0,25000.00,0,0.91
BWG,198100,7300,243900.00,9052.00,3.26
BWG-W4,2100,0,210.00,0,1.60
CBG,346800,317900,19715325.00,18072700.00,7.31
CCET,650768,895830,1282108.36,1761569.00,37.12
CEN,1200,0,1596.00,0,0.44
CENTEL,24800,259098,1127525.00,11781810.00,30.27
CGD,32000,65000,45760.00,92450.00,1.41
CHAYO,400,533200,1334.00,1770224.00,3.73
CHEWA,0,8600,0,9545.00,0.24
CHEWA-W1,243100,5000,21879.00,450.00,9.12
CHG,3385200,4866000,7981184.00,11432724.00,22.44
CHOW,0,700,0,3640.00,3.98
CIMBT,100100,0,99099.00,0,1.48
CITY,75200,0,206056.00,0,41.46
CK,2232700,552400,61376350.00,15189950.00,15.80
CKP,2987408,2856100,12265860.90,11706540.00,9.18
CMAN,200,0,744.00,0,0.01
CMR,0,1000,0,3400.00,0.53
COL,50000,51900,1437500.00,1504750.00,16.21
COM7,815129,700800,14535162.00,12484360.00,27.75
CPALL,2436100,1999098,193942362.50,159015533.50,14.45
CPF,5824700,10244575,150267675.00,264649789.75,15.99
CPI,21200,0,41103.00,0,0.35
CPL,0,1000,0,3000.00,50.00
CPN,1790310,1046119,132101416.25,77560406.00,16.67
CPT,3790000,50000,9273080.00,121600.00,6.07
CRANE-W1,2000,2000,2800.00,2920.00,0.73
CRD,50000,0,55000.00,0,10.33
CSL,0,2100,0,16170.00,0.69
CSS,0,10500,0,23730.00,1.44
CWT,0,74900,0,278814.00,14.18
CWT-W4,122000,120022,127710.00,126422.70,0.42
D,18000,4800,185400.00,49440.00,3.95
DCC,60900,145400,136436.00,329992.00,2.85
DCC-W1,396000,60000,326060.00,48250.00,0.57
DCON,96800,0,57112.00,0,8.76
DCORP,807578,552122,2761756.44,1887345.72,1.58
DDD,0,64500,0,4429675.00,6.25
DELTA,697400,673445,44760650.00,43241977.50,32.86
DEMCO,4000,2200,17920.00,9832.00,1.41
DIMET,0,275400,0,338416.00,1.89
DRT,1000,33000,5790.00,190400.00,11.81
DTAC,7268900,2729748,350415575.00,132085044.25,25.40
DTC,806800,368800,12042980.00,5510320.00,15.34
EA,1323100,1015573,51335100.00,39385882.25,18.71
EASTW,97400,56900,1100610.00,640460.00,5.02
ECF,537409,611400,3928585.70,4475645.00,17.23
ECF-W2,15400,8000,60076.00,31520.00,1.36
ECF-W3,333800,7089,978096.00,20981.66,18.06
ECL,103000,129600,206075.00,257904.00,2.07
EE,674000,255000,578740.00,216460.00,5.87
EFORL,1210000,0,84700.00,0,1.54
EGCO,155302,345229,36951374.00,82066675.00,30.55
EIC,160000,160000,9600.00,10099.00,15.16
EPCO,451635,740720,2187728.26,3572453.60,2.31
EPG,926400,525300,7516635.00,4267465.00,14.99
ERW,303739,378500,2489447.70,3078630.00,15.31
ESSO,1164000,1575695,16927020.00,22878599.00,22.30
ESTAR,0,25300,0,17457.00,6.64
EVER,2000,1500000,800.00,585000.00,18.68
FANCY,35300,106900,38927.00,118586.00,2.32
FC,20000,0,9000.00,0,0.60
FN,1900,0,6118.00,0,0.52
