Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,600,36300,2426.00,146892.00,9.57
2S-W1,1241,400,1406.74,456.00,0.03
7UP,1000,1700,380.00,708.00,0.00
7UP-W1,0,100,0,6.00,0.01
7UP-W3,80000,0,7200.00,0,0.16
A,300,0,1965.00,0,0.19
AAV,366400,595100,2235005.00,3640350.00,12.89
ABICO,10200,9000,87640.00,77850.00,6.75
ACAP,2400,6900,43780.00,127800.00,0.45
ACAP-W2,21000,21000,259100.00,260100.00,6.36
ACC,200000,0,100000.00,0,14.79
ADVANC,267200,558600,48265300.00,100751200.00,11.92
AEONTS,34200,800,3416600.00,79725.00,10.04
AF,0,300,0,213.00,0.11
AH,26400,143900,641520.00,3509770.00,19.08
AIT,22500,46700,613125.00,1270000.00,5.35
AJ,19600,1600,271760.00,22200.00,1.56
AKP,0,18000,0,47160.00,1.46
ALLA,67000,0,155100.00,0,8.78
ALT,9800,49800,56355.00,284220.00,1.45
AMA,228500,70900,3821110.00,1186520.00,3.39
AMANAH,473300,153700,538748.00,173694.00,1.43
AMATA,223700,1251900,3873180.00,21706390.00,4.14
AMATAV,10000,300,73950.00,2205.00,12.75
AMC,160500,200,466118.00,588.00,2.38
ANAN,801900,406700,4038875.00,2051340.00,18.59
AOT,1714315,2754400,88573926.25,142086775.00,15.55
AP,1052300,1431400,8014510.00,10867145.00,10.66
APCO,100000,400,124500.00,500.00,2.54
APCS,2400,1500,16650.00,10425.00,2.77
APEX,2600,0,1066.00,0,0.10
APURE,100000,85200,262000.00,224804.00,4.02
AQUA,758900,749100,506888.00,500724.00,14.80
ARIP,80600,50000,62062.00,39000.00,2.82
ARROW,3400,0,48620.00,0,0.46
AS,0,3700,0,7067.00,0.43
ASAP,390600,350300,3091575.00,2791460.00,7.86
ASEFA,1000,1200,7100.00,8520.00,0.74
ASIAN,116600,443300,1749400.00,6672530.00,7.05
ASIMAR,47500,207000,144100.00,635040.00,1.96
ASK,2600,0,53970.00,0,1.30
ASP,25000,216300,91600.00,795384.00,8.49
AS-W1,900,12533,1029.00,14318.62,0.22
AU,20000,0,153000.00,0,1.36
AUCT,5500,41700,33825.00,256455.00,5.86
AYUD,2000,0,59625.00,0,0.13
B52,0,60000,0,36000.00,4.00
BA,167800,12100,2978950.00,215870.00,2.01
BAFS,3400,6200,152200.00,277325.00,5.13
BANPU,2020052,2948500,33534317.90,48946980.00,12.07
BAT-3K,0,1100,0,300300.00,1.77
BAY,11600,4800,423300.00,174000.00,18.63
