Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,2300,700,10268.00,3110.00,0.43
2S-W1,1800,500,1109.00,316.00,0.08
7UP,254800,89830,176557.00,61982.40,0.92
AAV,54020,300,341227.00,1890.00,0.35
ABICO,20000,1700,195000.00,16660.00,3.57
ACAP,168300,118700,2905100.00,2035380.00,3.27
ACAP-W2,24500,7800,264150.00,83120.00,1.62
ACC,0,20000,0,10000.00,2.33
ADVANC,300000,1070900,58179900.00,207374500.00,13.45
AEC,0,1400,0,826.00,0.12
AEONTS,0,14400,0,1546800.00,18.80
AF,0,100,0,77.00,0.00
AGE,20600,49200,34612.00,83640.00,0.33
AH,19400,316800,707350.00,11380300.00,8.08
AHC,500,0,11580.00,0,0.25
AIRA,0,186200,0,444422.00,38.20
AIT,9100,2100,257075.00,59325.00,5.02
AJ,500,2100,6900.00,28980.00,0.52
AJA,74201,25200,40834.55,13917.00,0.61
AJA-W1,10003,0,1900.60,0,0.51
AKP,0,5300,0,12508.00,0.72
AKR,30000,5000,29400.00,4850.00,1.15
ALLA,112300,62300,262028.00,146028.00,7.96
ALT,24500,0,151900.00,0,0.18
AMA,21000,23000,353700.00,387540.00,1.32
AMANAH,225600,105000,344168.00,164800.00,1.21
AMARIN,10000,900,53325.00,4815.00,1.32
AMATA,528100,591700,11332120.00,12738590.00,6.34
AMATAV,64100,42800,617640.00,412150.00,2.88
AMC,9000,13700,27608.00,42242.00,1.22
ANAN,1599700,869900,9553805.00,5184925.00,7.29
AOT,6049221,3212205,354286138.75,189173096.25,9.09
AP,12700900,2471200,116187360.00,22612755.00,19.69
APCS,70000,0,440035.00,0,25.57
APEX,0,79001,0,39500.49,0.99
APURE,138600,171700,359008.00,447204.00,17.27
AQ,60327300,44410000,3016438.00,2261055.00,15.15
AQUA,298400,52400,217832.00,38252.00,1.79
ARROW,300,3400,4350.00,49300.00,1.16
AS,2600,2600,4602.00,4628.00,3.51
ASAP,133700,3100,1119785.00,25885.00,3.65
