Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,200,6900,458.00,15748.00,3.75
AAV,2629600,2935400,10740402.00,12031510.00,25.65
ACAP,6300,5800,24874.00,23070.00,2.39
ACC,0,27700,0,20221.00,0.92
ADB,0,15800,0,15800.00,0.33
ADVANC,614312,698400,114131581.50,129935600.00,31.00
AEONTS,11202,21500,2069775.00,3970100.00,26.76
AH,116100,279300,2341130.00,5635020.00,21.41
AIT,300,3100,6570.00,67890.00,3.60
AJ,100,0,815.00,0,0.02
AKR,0,5600,0,4592.00,0.49
ALLA,23500,327600,40120.00,563569.00,2.35
ALT,0,100,0,300.00,0.32
AMANAH,40900,169000,67787.00,281242.00,6.22
AMARIN,50,0,250.00,0,0.09
AMATA,619366,1542200,13528158.60,33716830.00,9.18
ANAN,240800,431970,889930.00,1599628.80,5.10
AOT,2110200,5174632,142518400.00,349648452.00,27.64
AP,1601086,651100,11483342.10,4660405.00,38.59
APCO,100,0,412.00,0,0.08
AQ,558000,0,11160.00,0,21.94
AQUA,200,46300,100.00,23150.00,0.60
ASAP,20000,100,58000.00,292.00,1.67
ASIAN,33200,319900,258760.00,2484350.00,5.28
ASK,4300,800,98480.00,18360.00,1.75
ASP,171100,43200,527342.00,132986.00,4.31
AU,2100,48100,17965.00,410780.00,2.88
AUCT,106600,32800,650100.00,197545.00,3.87
AYUD,4100,0,199625.00,0,0.92
AYUD-W1,13600,7000,86660.00,44300.00,0.14
B52,1000,0,310.00,0,0.51
BA,1000,16300,11900.00,193140.00,2.15
BAFS,5695,3800,200796.25,133950.00,3.36
BANPU,5475730,2897600,90496374.00,47862110.00,28.40
BAY,36100,26300,1359200.00,992825.00,10.45
BBL,1541200,1522800,321506950.00,317580550.00,52.25
BCH,1867000,1811500,32176340.00,31182590.00,17.75
BCP,1399809,831900,45935878.75,27213050.00,19.91
BCPG,102505,180900,1703543.00,3002800.00,5.41
BCT,5000,0,216000.00,0,25.26
BDMS,10393444,15572500,261678948.00,391863135.00,30.79
BEAUTY,1340602,1281200,8842918.40,8438990.00,15.84
BEC,1199897,235800,8109554.45,1592220.00,14.36
BEM,15038400,27377600,148397890.00,270509005.00,16.98
BGRIM,759800,653600,23828300.00,20516300.00,7.15
BH,219502,298300,39457563.00,53554400.00,32.59
BIG,104800,181300,129060.00,226024.00,0.89
BIZ,50000,50000,141000.00,142464.00,11.38
BJC,896900,1328200,44933575.00,66486600.00,4.22
BJCHI,0,500,0,980.00,0.10
