Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,0,322.00,0,0.02
2S-W1,600,0,86.00,0,0.04
7UP,1800,20600,936.00,10718.00,0.13
AAV,1603300,1132100,8400030.00,5896630.00,33.66
ACAP,10100,0,69705.00,0,1.45
ADB,78000,0,92120.00,0,0.97
ADVANC,931200,1273904,174423900.00,238307394.00,31.25
AEONTS,52600,47500,9018500.00,8134450.00,5.22
AF,400,0,359.00,0,0.10
AH,81800,11800,2819500.00,407750.00,9.72
AIT,4200,25200,100840.00,607800.00,14.80
AJ,0,5700,0,61520.00,23.36
AJA,700,0,308.00,0,0.02
AKP,400,100,649.00,162.00,0.41
AKR,2225900,4197300,3738010.00,6967106.00,5.85
AMA,500,30500,2875.00,179695.00,3.80
AMANAH,1290500,2262100,2545303.00,4441496.00,12.51
AMARIN,100,0,480.00,0,0.02
AMATA,1947000,1264200,37402380.00,24545820.00,9.73
AMC,200,0,500.00,0,0.10
ANAN,2811200,1356542,13749670.00,6641779.80,22.82
AOT,3935270,7951641,250425000.00,505095738.75,20.01
AP,459700,1230900,4035775.00,10849650.00,17.83
APCS,8700,7000,41338.00,35044.00,0.09
APURE,0,16200,0,23328.00,7.50
AQ,300000,162900,9000.00,4887.00,0.53
AQUA,335500,12400,164396.00,6076.00,1.42
ARIP,50000,0,25500.00,0,13.51
ASAP,215600,137800,1234440.00,787050.00,9.57
ASEFA,0,2500,0,11700.00,1.09
ASIA,100,0,670.00,0,0.34
ASIAN,126400,126900,711570.00,679250.00,4.16
ASK,13000,2500,284400.00,54750.00,13.03
ASP,225600,419800,848388.00,1578770.00,12.35
AS-W1,0,25,0,4.00,0.02
ATP30,43800,45550,73584.00,75191.08,8.80
ATP30-W1,0,13,0,4.68,0.00
AU,25100,10000,251010.00,99650.00,2.96
AUCT,3300,49900,21120.00,318960.00,3.08
AYUD-W1,10800,300,40628.00,1176.00,1.12
B,0,250,0,144.00,0.02
B52,12800,14400,5632.00,6336.00,0.99
BA,127300,337400,1687900.00,4476840.00,16.43
BAFS,13800,47900,451200.00,1578750.00,5.34
BANPU,10462100,11974099,205738360.00,234995660.70,18.07
BAY,9700,151900,381450.00,6002075.00,33.35
BBL,1240000,1448145,241368850.00,281560331.00,37.89
BCH,662700,1109200,10017190.00,16791350.00,10.81
