Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,500,310.00,1560.00,0.15
7UP,2300,300,1121.00,147.00,0.02
7UP-W2,20000,0,2000.00,0,0.06
AAV,2726100,2317600,11490300.00,9748868.00,4.65
ABICO,20000,1200,133500.00,8280.00,1.24
ABM,20000,0,22700.00,0,0.66
ACAP,117400,46400,851195.00,333415.00,2.86
ADB,50000,0,61500.00,0,3.05
ADVANC,487250,429864,98617950.00,87024892.00,19.90
AEONTS,16200,91600,2759500.00,15595300.00,18.05
AFC,0,700,0,6090.00,50.00
AGE,0,200,0,290.00,0.00
AH,111200,38500,3703950.00,1283150.00,11.90
AIT,3700,168100,87280.00,3955060.00,14.03
AJ,4600,0,49220.00,0,0.54
AJA,753100,823800,311340.00,333522.00,2.85
AKP,48800,0,81496.00,0,20.00
AKR,603600,16700,616256.00,17201.00,3.72
ALT-W1,0,400,0,304.00,0.06
AMA,13200,25000,78730.00,149255.00,3.29
AMANAH,1066200,1202000,2025965.00,2281232.00,3.04
AMARIN,700,1000,3458.00,4940.00,1.27
AMATA,1189123,1480700,23894561.50,29775640.00,13.91
AMATAV,0,28500,0,189525.00,14.11
AMC,0,3500,0,9450.00,1.59
ANAN,1082105,458377,5730721.50,2416610.40,7.32
AOT,3864350,2211153,253355812.50,144929959.75,18.26
AP,1265930,2426600,11988740.50,22973825.00,24.13
APURE,100,100,135.00,135.00,0.03
AQ,7347300,264300,220419.00,10570.00,20.54
AQUA,0,660700,0,323743.00,3.87
ARROW,0,200,0,1770.00,0.03
ASAP,85000,173200,528900.00,1081100.00,4.93
ASEFA,500,0,2490.00,0,0.19
ASIAN,611600,408800,4813945.00,3214450.00,3.07
ASIMAR,1000,5000,2900.00,14700.00,1.45
ASK,0,3900,0,89080.00,2.71
ASN,0,500,0,1740.00,0.75
ASP,182600,297108,708398.00,1152636.72,13.18
ATP30-W1,30000,0,25200.00,0,2.84
AU,3700,33700,32745.00,298220.00,3.32
AUCT,21500,30400,131160.00,186755.00,0.68
AYUD,0,3100,0,119975.00,14.76
AYUD-W1,17500,6800,40738.00,15970.00,0.82
BA,104500,88200,1269180.00,1068370.00,4.72
BAFS,600,7100,21450.00,253825.00,3.13
BANPU,5950106,5270000,122192853.60,108212380.00,9.84
BAY,24700,21708,1016175.00,896478.00,3.72
BBL,941500,568050,194850000.00,117503444.00,22.20
BCH,599868,1684200,10535926.80,29678460.00,8.46
BCP,677300,555664,24237125.00,19865663.25,23.57
BCPG,378400,374300,7045240.00,6980950.00,10.22
BCT,14400,0,837300.00,0,20.72
BDMS,1181000,1575022,31744100.00,42319038.50,9.85
BEAUTY,4915500,7511600,33872520.00,51858020.00,8.23
BEC,402700,313212,3320100.00,2594368.80,1.69
BEM,4259334,5712802,35147662.10,47096186.60,19.65
BFIT,1100,28200,29725.00,774025.00,2.95
BGRIM,959400,419511,24523450.00,10699308.25,14.81
BGT,9400,0,10246.00,0,3.41
BH,386600,212900,68835800.00,37918400.00,12.33
BIG,860000,129100,1814534.00,277740.00,5.71
BIZ,500,0,1440.00,0,0.20
BJC,721500,765900,40660675.00,43028500.00,2.54
BJCHI,0,14675,0,34722.50,0.59
BKD,38700,61700,121344.00,194524.00,14.93
BLA,7800,3000,259225.00,99000.00,1.28
BLAND,6856600,9372100,12449857.00,17021800.00,19.24
BM,200,7900,668.00,26698.00,1.46
BPP,548900,303439,13938975.00,7675629.25,28.41
BR,46400,130616,260950.00,733768.80,3.37
BROCK,40000,0,99200.00,0,47.62
BROOK,500,156300,290.00,89217.00,1.58
BTS,6761100,5128320,63124145.00,47902293.10,32.74
BTS-W3,0,90000,0,900.00,0.60
BTW,12300,0,22878.00,0,1.27
BWG,125400,1978500,125400.00,1978503.00,5.12
BWG-W4,1000,200,73.00,14.00,0.10
CBG,221400,381000,10015175.00,17046800.00,8.16
CCET,817700,599100,1802716.00,1329934.00,13.55
CCP,30000,0,12000.00,0,0.59
CENTEL,398300,405800,17252425.00,17632550.00,8.70
CFRESH,0,20000,0,86400.00,13.95
CGD,187900,358100,254823.00,488803.00,3.39
CGD-W4,0,169100,0,35010.00,0.56
CGH,100,990800,107.00,1052352.00,31.60
CHAYO,3100,17000,12500.00,68720.00,0.11
CHEWA,243600,159800,281507.00,188324.00,1.40
CHG,12519600,18570310,30918684.00,45809292.80,4.92
CHO,0,3500,0,4340.00,0.22
CIG-W7,500,0,10.00,0,41.67
CIMBT,123000,81000,105780.00,69920.00,13.78
CK,374800,420435,9620475.00,10795001.25,17.46
CKP,1329300,2968700,5406242.00,12068322.00,12.15
CM,6000,2500,26652.00,11150.00,3.16
CMAN,377200,80800,1271992.00,273920.00,6.57
CMO,0,900,0,1431.00,0.20
CNT,15000,0,30600.00,0,14.11
COL,12200,9600,354275.00,278000.00,4.14
COM7,54600,598442,1015060.00,11092538.60,15.26
COMAN,3400,0,13260.00,0,0.05
COTTO,83000,145600,252252.00,444388.00,0.52
CPALL,10158923,5833917,721968225.25,415349076.50,6.60
