Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,0,230.00,0,0.08
AAV,918500,951300,3781220.00,3919332.00,39.34
ACAP,18500,29200,70406.00,110194.00,3.77
ACAP-W2,10100,10000,1211.00,1200.00,0.12
ACC,0,2000,0,1460.00,0.11
ADVANC,2933240,1164128,557405803.00,221229494.00,28.32
AEC,0,74600,0,37300.00,28.67
AEONTS,61351,13000,11007156.50,2336850.00,17.10
AH,91100,118300,1815000.00,2342100.00,17.07
AIRA,0,100,0,144.00,1.64
AIT,2200,14900,48180.00,325780.00,5.45
AJ,100,0,920.00,0,0.01
AJA-W1,50000,0,4500.00,0,1.91
ALLA,0,73000,0,124830.00,1.79
AMA,0,300,0,1326.00,0.37
AMANAH,138300,20000,233910.00,34000.00,7.35
AMATA,1689700,1298500,37474670.00,28825660.00,8.87
ANAN,1715800,1947700,6424554.00,7267476.00,7.93
AOT,2273813,1859130,155098513.75,126781648.75,12.60
AP,6079900,5137800,46944980.00,39611375.00,18.12
APCO,0,1200,0,4920.00,3.00
APCS,100,100,490.00,488.00,0.05
APURE-W2,20000,0,2600.00,0,0.78
AQ,1613600,0,32272.00,0,25.90
AQUA,174901,593916,96195.54,325851.80,1.05
ARROW,500,130000,4550.00,1183750.00,10.70
ASAP,3900,1310,11310.00,3799.00,0.46
ASIAN,23900,41800,184030.00,321175.00,6.88
ASK,8600,8000,197120.00,183160.00,10.57
ASP,87600,23100,271316.00,71602.00,7.15
ATP30-W1,180000,0,92100.00,0,14.77
AU,46000,81600,379460.00,670095.00,6.83
AUCT,6400,66000,37810.00,391125.00,5.04
AYUD,1800,2400,86850.00,115800.00,1.19
AYUD-W1,2600,900,14430.00,5175.00,0.11
BA,1100,25000,13100.00,298870.00,4.12
BAFS,83643,4189,3127294.50,156162.50,6.10
BANPU,4843945,4061900,77561854.50,64992170.00,33.58
BAY,15300,700,566150.00,25900.00,4.40
BBL,800400,1425300,167558300.00,298049700.00,49.10
BCH,977400,1898500,16877820.00,32814700.00,15.43
BCP,573600,446200,18918100.00,14686375.00,15.16
BCPG,271500,181300,4542590.00,3036700.00,2.77
BCT,0,200,0,8950.00,0.64
BDMS,17222600,4694600,429003230.00,116894890.00,26.04
BEAUTY,7181800,805200,47806105.00,5350600.00,12.57
BEC,8818000,5935300,64125435.00,43092800.00,14.84
BEM,1934945,1454363,19522455.50,14657683.00,13.03
BFIT,0,551,0,9907.80,0.74
BGRIM,796500,647200,25293250.00,20548225.00,17.69
BGT,0,18200,0,18382.00,4.59
BH,466605,196700,83724242.50,35245750.00,28.55
BIG,472200,240500,580498.00,296815.00,5.97
BJC,1173900,732402,60142050.00,37574827.00,11.00
BJCHI,0,5746,0,11446.62,3.13
BKD-W2,13600,0,2312.00,0,0.80
BLA,124800,21600,3609475.00,621000.00,28.13
BLAND,1813500,115900,2829319.00,180650.00,9.00
BOL,10000,0,21120.00,0,8.35
BPP,210005,439300,4831755.50,10105690.00,7.99
BR,50000,14200,191000.00,54518.00,31.44
BROOK,0,101000,0,50510.00,16.25
BTS,19471100,33323631,218331880.00,371843178.60,37.40
BTS-W4,91300,65522,95488.00,69097.88,0.15
BWG,800600,137000,888610.00,152070.00,5.93
CAZ,47300,80700,136192.00,232516.00,2.97
CBG,278100,98500,14767000.00,5233150.00,16.43
CCET,11000,0,20360.00,0,0.48
CEN,0,27000,0,28890.00,8.08
CENTEL,1531300,1822200,66995825.00,79667600.00,45.77
CHAYO,35600,26500,151958.00,113198.00,2.27
CHEWA,132000,18200,143880.00,19838.00,1.74
CHG,4028600,1086900,7704857.00,2078979.00,10.15
CHO,26700,2600,30171.00,2938.00,2.73
CHOW,51000,59500,130140.00,154312.00,6.54
CIMBT,20000,100000,15000.00,74000.00,6.76
CK,515900,175007,13010475.00,4414450.00,21.85
CKP,15735400,11231500,80463220.00,57487180.00,29.40
CKP-W1,3238400,3213800,1907888.00,1932752.00,10.30
CMAN,700,37700,1814.00,98430.00,5.78
CMO,85800,57808,147436.00,102131.94,0.69
CNS,4700,3600,8836.00,6984.00,6.23
COL,33600,200,838655.00,5000.00,12.64
COM7,3428318,1464000,63260510.20,26946420.00,28.08
COTTO,600,0,1298.00,0,0.04
CPALL,3957685,3254600,305098261.75,250948750.00,25.23
CPF,2277165,1473607,57609815.00,37200032.00,7.36
CPI,0,400,0,568.00,1.19
CPL,2000,0,4080.00,0,20.00
CPN,2289045,877700,170066550.00,65121825.00,37.24
CPT,750000,150000,913000.00,183500.00,1.95
CSC,0,400,0,17800.00,50.00
CTW,0,100,0,795.00,0.18
DCC,375300,160400,800110.00,343256.00,13.26
DCON,920000,5000,441600.00,2400.00,14.05
DCON-W1,15000,0,30900.00,0,13.49
DCORP,11200,161200,6608.00,95108.00,12.51
DDD,4100,11000,119475.00,330100.00,0.90
DELTA,356950,133300,28208119.00,10524375.00,32.76
DEMCO,3000,110000,8760.00,321200.00,24.98
DOD,800,1100,8160.00,11220.00,0.12
DTAC,2774300,1695600,152709400.00,93225850.00,25.97
DTC,32000,80000,348800.00,872000.00,38.02
EA,4109752,2825300,207767080.50,142432450.00,17.16
EASON,300,300,654.00,660.00,3.75
EASTW,234605,7200,2724168.50,83320.00,9.30
ECF,608800,66500,1478976.00,160600.00,38.05
ECF-W3,0,2600,0,1976.00,15.85
