Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,300,100,1366.00,458.00,1.04
2S-W1,800,0,348.00,0,0.09
7UP,100,6800,55.00,3740.00,0.09
AAV,376700,320000,1973870.00,1669875.00,8.30
ABICO,1000,0,7950.00,0,0.40
ABM,14000,27000,20740.00,40510.00,0.67
ACAP,9900,11300,113710.00,129260.00,1.21
ACAP-W2,500,0,2900.00,0,0.85
ADB,1090500,38000,1768795.00,60420.00,1.36
ADVANC,1117950,767200,232129900.00,159231900.00,24.52
AEONTS,208500,94250,39716850.00,17973600.00,5.00
AGE,1400,400,2002.00,569.00,0.65
AH,7100,20900,245100.00,724900.00,9.73
AIT,0,1600,0,46800.00,0.42
AJ,165100,13200,2439180.00,194400.00,14.82
AJA,185600,438600,100224.00,236844.00,3.91
AKP,4600,0,9108.00,0,1.09
AKR,0,30000,0,30600.00,1.55
ALT,4400,21000,17688.00,83552.00,5.22
AMA,10300,200,133890.00,2600.00,1.17
AMANAH,0,164600,0,265002.00,2.23
AMATA,1830600,1884900,38586280.00,39588390.00,8.21
AMATAV,0,5300,0,40335.00,3.08
ANAN,3771400,1525600,14492726.00,5860924.00,6.89
AOT,2300505,3725496,155862838.75,252404129.00,23.57
AP,561900,1048300,4576915.00,8541515.00,11.36
APCS,0,9000,0,56115.00,4.15
APURE,0,150000,0,233582.00,17.47
AQ,10510000,100,320400.00,4.00,16.39
AQUA,106300,12347700,50821.00,5926896.00,24.19
ASAP,70500,85300,746300.00,908950.00,5.50
ASEFA,500,0,2925.00,0,0.05
ASIAN,70500,43800,518845.00,324200.00,4.80
ASIMAR,8200,1800,24428.00,5328.00,1.02
ASK,3600,13500,78840.00,295650.00,6.14
ASP,122500,1049700,467950.00,4009916.00,17.81
ATP30,0,65100,0,117426.00,4.77
ATP30-W1,0,20000,0,17000.00,3.13
AU,39700,102200,500760.00,1286640.00,5.41
AUCT,500,1000,2600.00,5150.00,0.27
AYUD,1400,3500,65800.00,163600.00,8.97
B,1900,8500,1710.00,7565.00,0.46
B52,15000,0,7001.00,0,0.54
BA,40500,230700,585670.00,3331290.00,22.23
BAFS,50000,15200,1839450.00,557575.00,4.08
BANPU,4871102,7982209,98881440.50,162049663.60,13.22
BAY,38300,8800,1585200.00,363425.00,3.33
BBL,11062612,4573737,2241138397.80,928187811.80,53.83
BCH,848300,1231500,14131930.00,20598170.00,14.60
BCP,957100,727828,36416300.00,27659996.00,27.31
BCPG,1304400,684900,27926150.00,14686770.00,14.40
BCT,2000,2100,110500.00,115975.00,5.07
BDMS,8968630,5460000,206480280.00,125912360.00,18.32
BEAUTY,4135600,4101661,89363990.00,88626022.50,29.72
BEC,983800,2008300,12805300.00,26232510.00,10.92
BEM,3865950,5522600,28007000.00,39990455.00,28.11
BFIT,26900,52600,971550.00,1887675.00,4.89
BGRIM,686200,695700,18184550.00,18432150.00,20.15
BH,222400,550000,46227200.00,114529800.00,23.32
BIG,1089800,350500,3345706.00,1067880.00,5.80
BJC,496750,953600,28599575.00,54849050.00,19.40
BJCHI,4517,14517,10689.58,34317.78,2.62
BKD,1300,14500,4054.00,45134.00,1.24
BKI,0,100,0,36500.00,5.56
BLA,79500,94143,2550650.00,3015890.25,17.13
BLAND,3121400,2690400,5739124.00,4954256.00,11.34
BM,27100,0,87262.00,0,1.30
BOL,11400,8700,22316.00,17140.00,5.74
BPP,114200,459808,2811290.00,11318366.00,22.14
BR,64900,65900,465705.00,474705.00,6.91
BROOK,0,500,0,335.00,0.02
BRR,0,500,0,4365.00,0.42
BSBM,9500,0,11590.00,0,0.62
BSM,0,251300,0,174182.00,13.99
BTS,1273400,2606005,10549745.00,21601936.75,17.04
