Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,100,314.00,316.00,0.13
2S-W1,6400,1800,555.00,150.00,0.81
7UP,400,0,184.00,0,0.00
AAV,887216,1678705,3498631.44,6632673.80,9.97
ABM,5000,0,5150.00,0,0.29
ACAP,0,1400,0,7970.00,0.07
ACAP-W2,10000,0,17000.00,0,1.25
ADB,17100,10000,17955.00,10600.00,4.98
ADVANC,603400,1049600,109672350.00,190666900.00,22.08
AEONTS,24000,48200,4453400.00,8949400.00,33.50
AF,0,239600,0,172512.00,45.19
AGE,90000,0,105300.00,0,8.71
AH,22200,117000,538260.00,2853660.00,17.59
AIT,0,2000,0,39800.00,0.42
AJA,0,100,0,37.00,0.00
AKR,20000,0,18500.00,0,0.71
ALLA,24000,54300,39600.00,89409.00,0.24
ALT-W1,2000,0,1600.00,0,0.07
AMA,900,6600,4680.00,33750.00,0.44
AMANAH,73800,629400,123444.00,1047888.00,6.40
AMATA,1102240,1714700,25781200.00,40095210.00,9.73
AMATAV,0,2500,0,14750.00,0.63
AMC,20000,0,41600.00,0,7.09
ANAN,441500,957000,2004102.00,4404394.00,9.04
AOT,2226700,1883400,144140925.00,121607225.00,19.31
AP,1389700,1359723,11182060.00,10920947.75,23.49
AQUA,0,47700,0,21942.00,0.21
ASAP,34000,49200,200600.00,289435.00,17.24
ASEFA,0,200,0,992.00,0.01
ASIA,0,300,0,2010.00,50.00
ASIAN,56100,260000,451345.00,2108085.00,5.14
ASK,0,31901,0,764593.90,3.38
ASP,52300,95600,187596.00,342248.00,3.22
ATP30-W1,30000,0,22200.00,0,13.13
AU,20400,3200,144615.00,22625.00,0.71
AUCT,2000,44500,12000.00,270945.00,8.56
AYUD-W1,31300,42700,240435.00,318805.00,1.14
B,1000,0,580.00,0,0.03
B52-W2,500000,0,5000.00,0,49.47
BA,113800,70900,1360810.00,846370.00,4.77
BAFS,6300,6000,204000.00,193500.00,6.64
BANPU,5240900,3128300,93412090.00,55266330.00,15.79
BAY,2100,25800,83975.00,1031650.00,5.90
BBL,786577,1200800,167029828.00,255091900.00,34.41
BCH,497920,778300,9241932.00,14510550.00,11.87
BCP,128400,234603,4231650.00,7732676.00,16.73
BCPG,248600,801900,4534040.00,14608700.00,15.15
BCT,6800,37100,356175.00,1939150.00,50.11
BDMS,401600,1017900,9900000.00,25060480.00,10.04
BEAUTY,2600400,6215600,25205475.00,60938485.00,6.59
BEC,600800,2474600,3618545.00,15047595.00,6.86
BEM,10518529,1915600,89985121.50,16347205.00,15.55
BFIT,1400,1600,35700.00,41850.00,5.24
BGC,15300,15100,185140.00,182950.00,0.23
BGRIM,261000,94600,7053375.00,2558350.00,14.44
BH,68397,116100,12802897.00,21826250.00,17.79
BIG,181100,10000,300035.00,16500.00,2.92
BJC,299000,766700,16512525.00,42364325.00,28.26
BJCHI,20000,4200,43200.00,9198.00,0.85
BKD-W2,300000,0,87000.00,0,9.98
BLA,106300,38500,3504850.00,1270500.00,6.03
BLAND,4555300,1451400,7793789.00,2493288.00,20.27
BM,20400,24500,67304.00,80140.00,6.82
BOL,441700,13100,921850.00,27360.00,13.34
BPP,107410,73500,2543756.00,1736740.00,7.83
BR,7100,90000,34222.00,432334.00,12.89
BSBM,4000,0,4240.00,0,0.73
BSM,400,0,264.00,0,0.02
BSM-W2,100000,0,5000.00,0,0.51
BTS,2814900,1762100,26377860.00,16502620.00,15.90
BWG,4775000,1150200,5987510.00,1430726.00,10.40
BWG-W4,200,0,11.00,0,0.01
CBG,201500,127200,8875825.00,5607025.00,10.81
CCET,28800,17500,56656.00,34407.00,5.08
CCP,5100,0,2142.00,0,0.04
CEN,0,1000,0,1190.00,0.89
CENTEL,207500,60100,8460900.00,2448925.00,11.28
CGD,0,39000,0,52406.00,2.22
CHAYO,0,588800,0,2935535.00,10.56
CHEWA,14600,113800,16790.00,130870.00,1.61
CHG,6218800,32896189,12921884.00,68145783.88,13.34
CHO,57820,126600,76083.40,169539.00,2.23
CI,500,0,770.00,0,0.28
CIG,10000,0,4000.00,0,0.08
CIMBT,671000,1700,571994.00,1462.00,27.01
CK,339600,101200,8803450.00,2625150.00,11.82
CKP,6280338,1788400,32483380.70,9249660.00,16.03
CKP-W1,60000,80000,33600.00,45100.00,0.85
CM,0,2000,0,8160.00,0.87
CMAN,0,72600,0,213302.00,3.89
CMO,0,1000,0,1520.00,0.98
CNS,0,800,0,1926.00,0.10
CNT,6000,0,13220.00,0,1.83
COL,3200,55800,75940.00,1296090.00,5.07
COM7,542400,580900,11336310.00,12169360.00,15.21
CPALL,1847372,2307780,126131257.00,157431690.00,15.16
CPF,1492600,253900,37688150.00,6408200.00,16.35
CPI,21000,0,32920.00,0,4.17
CPN,238500,442700,18706775.00,34674800.00,28.31
CPR,0,4300,0,23650.00,0.40
CPT,809300,19300,849164.00,20049.00,3.35
CSS,0,84000,0,168129.00,3.13
CWT,0,40000,0,120000.00,1.44
D,300,21700,3180.00,228190.00,4.36
DCC,185600,436700,424222.00,996218.00,19.62
DCC-W1,10000,500,8800.00,438.00,0.20
DCORP,145400,145400,395488.00,398396.00,17.29
DDD,3000,222400,95075.00,7012250.00,6.31
DELTA,102732,93300,7099424.00,6427975.00,40.35
DEMCO,100,0,358.00,0,0.02
DOD,71300,277800,1026060.00,4037790.00,2.11
DRT,0,300,0,1665.00,0.24
DTAC,1082400,1061400,50737275.00,49782675.00,45.31
