Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,3700,12000,21555.00,68400.00,0.31
2S-W1,96000,65320,192050.00,127617.80,0.21
7UP,40200,300,19596.00,144.00,0.39
7UP-W1,400,0,40.00,0,0.04
7UP-W2,0,11000,0,2310.00,10.87
7UP-W3,0,18567,0,1113.35,0.04
AAV,1282000,1313000,8162080.00,8341380.00,4.26
ABICO,1800,0,19260.00,0,0.08
ACAP,12000,66900,239700.00,1334450.00,1.39
ADVANC,271600,387600,47666500.00,68001650.00,16.86
AEONTS,500,300,58000.00,34850.00,0.75
AF,4700,0,3666.00,0,0.15
AGE,305100,51600,448497.00,75336.00,7.35
AH,294700,326500,7432920.00,8201305.00,33.68
AIT,400,0,11200.00,0,0.13
AJ,10000,1800,142000.00,25560.00,0.88
ALT,98000,59000,714400.00,422750.00,0.60
AMA,0,3400,0,75380.00,0.67
AMANAH,95900,200000,191053.00,404000.00,1.82
AMATA,1005100,1388649,17842460.00,24609446.90,10.30
AMATAV,0,434800,0,3440990.00,14.72
AMC,46600,9000,195786.00,37800.00,1.59
ANAN,1220600,1907556,6538680.00,10210826.20,11.42
AOT,1495400,1947700,69073225.00,89936775.00,6.19
AP,1847500,289300,14970070.00,2336670.00,19.50
APCS,18700,12500,142195.00,95480.00,0.87
APEX,33600,42300,16340.00,20727.00,0.29
APURE,1090500,1251500,3053920.00,3498442.00,4.07
AQUA,105300,116200,76111.00,84826.00,3.82
ARROW,0,700,0,11340.00,0.16
AS,43300,600,98726.00,1380.00,0.99
ASAP,975800,575100,6927845.00,4080920.00,5.14
ASEFA,100,23300,765.00,177245.00,0.73
ASIAN,1836200,417500,22000210.00,4978400.00,7.70
ASK,0,700,0,14910.00,0.19
ASN,0,10000,0,60000.00,6.50
ASP,246600,23800,899528.00,87108.00,8.10
AS-W1,2100,25,2484.00,23.75,0.01
ATP30,131000,241600,232890.00,433304.00,4.59
ATP30-W1,2266700,30012,2539948.00,33613.32,17.44
AU,30300,83300,275715.00,756705.00,2.13
AUCT,65700,38100,512710.00,295850.00,1.70
B,1143000,978500,68580.00,58829.00,41.15
B52-W1,0,50000,0,6500.00,0.66
BA,42100,172300,783060.00,3204660.00,8.43
BAFS,54510,16700,2282395.00,699150.00,14.47
BANPU,928600,3074299,16576930.00,54725072.20,7.05
BAY,3700,900,135050.00,32625.00,1.86
BBL,489300,327030,88431000.00,59119680.00,18.79
BCH,353900,169800,4799260.00,2298900.00,4.41
BCP,193300,61100,6554400.00,2067525.00,9.99
BCPG,239600,36500,3551900.00,540860.00,5.82
BCT,700,3500,26250.00,131000.00,4.15
BDMS,5841800,7809700,108776630.00,145730250.00,14.91
BEAUTY,540500,1303500,6076880.00,14690610.00,7.44
BEC,693600,217600,14946470.00,4673950.00,7.14
BEM,2720400,1456632,19565130.00,10461720.40,9.33
BFIT,500,10200,9450.00,191810.00,6.22
BGT,100000,100100,190500.00,191831.00,8.31
BH,32300,131900,5517800.00,22519550.00,16.01
BIG,2044600,790700,10080776.00,3904590.00,14.48
BIZ,50100,100,224448.00,450.00,1.70
BJC,57146,246900,2636625.50,11368200.00,4.15
BJCHI,1400,9500,5768.00,39346.00,1.08
BKD,7500,0,25800.00,0,0.71
BKI,800,500,283200.00,177000.00,10.16
BLA,139300,136429,6509950.00,6366691.25,9.34
BLAND,7990900,9148100,15523658.00,17750729.00,14.02
BLAND-W4,0,500000,0,100000.00,0.57
BM,0,32800,0,124284.00,2.69
BOL,400100,637900,1031082.00,1627678.00,1.43
BPP,174400,123253,4652550.00,3300266.25,3.46
BR,1386800,404000,10309290.00,3019790.00,9.43
BROCK,12000,0,33840.00,0,0.64
BROCK-W1,0,800000,0,220000.00,2.87
BROOK,153200,9500,122560.00,7600.00,2.40
BRR,5400,11200,66830.00,138190.00,1.22
BSBM,5600,82600,8070.00,119721.00,6.03
BTS,2479200,3545646,20994465.00,29983561.00,11.74
BTS-W3,500000,6000,217000.00,2525.00,0.58
BTW,100,156100,394.00,609046.00,2.34
BWG,612200,500000,1163848.00,955000.00,3.93
CBG,1102358,2044500,76598260.00,142309975.00,17.96
CCET,863800,398500,2818532.00,1295684.00,27.97
CENTEL,597100,315400,22882525.00,12074300.00,16.05
CEN-W4,150000,0,34500.00,0,5.21
CFRESH,5000,6000,34900.00,41775.00,5.22
CGD,0,9200,0,9576.00,0.44
CGH,2100,0,3066.00,0,0.92
CGH-W2,1000,0,100.00,0,0.32
CHEWA,0,100,0,138.00,0.00
CHG,218800,664600,516368.00,1568456.00,5.62
CHO,493200,47100,900911.00,86738.00,0.81
CI,3400,0,5410.00,0,0.50
CIG-W7,0,120000,0,6000.00,1.61
CIMBT,500000,15600,555000.00,17186.00,10.43
CITY,133000,60500,431350.00,199350.00,1.57
CK,656210,335000,19133067.50,9789625.00,9.34
CKP,752500,167100,2426762.00,540132.00,1.85
CM,460100,809100,3206705.00,5618605.00,9.39
COL,5700,1000,293350.00,51725.00,19.14
COM7,8100,47400,93200.00,548520.00,0.99
COMAN,100,100,790.00,790.00,0.01
CPALL,178298,874600,11039300.50,54070350.00,3.79
CPF,4037091,7309200,101946140.50,184487300.00,15.95
CPI,0,10000,0,23000.00,1.40
CPL,1200,40700,51600.00,1669750.00,12.96
CPN,2692900,1832500,181514325.00,123335725.00,20.44
CPR,5000,0,34825.00,0,0.06
CRANE,500,335200,1010.00,679304.00,3.70
CSP,10000,35000,30800.00,107200.00,0.25
CSS,243400,0,781012.00,0,1.57
CWT,98100,15100,296262.00,45340.00,0.55
DCC,300,121700,1200.00,486800.00,7.55
DCON,158400,259500,96496.00,158797.00,9.56
DCORP,36000,130000,229000.00,830500.00,1.42
DELTA,229000,313500,21176050.00,28984925.00,10.20
DEMCO,1500,208500,10200.00,1438165.00,4.59
DIMET,100,0,306.00,0,0.00
DRT,33200,0,204405.00,0,10.04
DTAC,1647800,782500,85902450.00,40690425.00,19.15
DTC,18000,0,170500.00,0,7.46
EA,302100,211900,10261325.00,7163925.00,5.08
EASTW,0,35400,0,456640.00,2.33
ECF,323200,762800,1369068.00,3174712.00,1.79
ECF-W1,0,1000,0,3260.00,0.07
ECL,705800,1163200,2562642.00,4222752.00,4.57
ECL-W2,250400,99100,488342.00,193076.00,0.24
EE,102800,89400,129528.00,112588.00,1.66
EFORL,2229400,2184600,289822.00,305844.00,2.66
EFORL-W3,28800,191200,576.00,1912.00,1.58
EGCO,267897,186500,57486452.00,40101800.00,20.68
EIC,30000,0,9600.00,0,0.17
EPCO,3000,9000,20850.00,63745.00,0.18
EPCO-W2,8000,0,3910.00,0,0.14
EPG,30900,253400,392450.00,3216820.00,7.84
ERW,829600,320200,4300945.00,1651250.00,10.50
ESSO,474900,418033,4924340.00,4316909.90,11.59
ETE,3521300,2629500,15598692.00,11665962.00,5.32
EVER,10200,17800,5916.00,10324.00,0.75
FANCY,10000,60800,22600.00,139634.00,2.99
FN,0,27900,0,165930.00,0.56
FNS,3200,100,15296.00,482.00,1.06
FORTH,0,1000,0,7500.00,0.48
FPI,116300,122600,579162.00,612996.00,1.53
FPT,13200,24400,195610.00,359800.00,8.91
FSMART,0,35200,0,645860.00,2.47
FVC,600,23000,1776.00,68176.00,1.33
GBX,0,600,0,475.00,0.12
GCAP,8700,383800,37180.00,1599648.00,0.66
GEL,223000,223000,109270.00,111500.00,9.05
GENCO,59500,125000,73630.00,155100.00,0.91
GFPT,362500,685747,7582550.00,14216852.30,14.73
GGC,12000,1000,174000.00,14500.00,0.26
GIFT,52200,44000,360605.00,301565.00,0.48
GIFT-W1,46600,81200,216260.00,375440.00,0.33
GJS,4010400,4200700,1922612.00,2016844.00,3.54
