Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
7UP,0,32500,0,22105.00,0.34
AAV,259100,677700,1570060.00,4100820.00,5.19
ABICO,45400,400,456100.00,4240.00,2.16
ACAP,1299100,43900,26010650.00,899510.00,7.57
ADVANC,1160100,783250,197563050.00,133200075.00,19.20
AEC,300,0,183.00,0,0.03
AEONTS,16600,15000,1664600.00,1500000.00,54.86
AF,24700,20000,14079.00,11400.00,3.58
AGE,0,18000,0,28573.00,0.89
AH,67300,5000,1137210.00,85000.00,4.37
AIRA,10000,0,24796.00,0,4.53
AIT,100,4400,2875.00,125400.00,0.83
AJ,33600,70200,505480.00,1044640.00,0.81
AJA,5241800,153300,8900651.00,262254.00,7.18
AJA-W1,0,150000,0,166380.00,2.56
AKP,0,12000,0,28080.00,1.57
AKR,40000,0,44400.00,0,0.62
ALLA,4000,300,9260.00,714.00,0.17
ALT,216900,47500,1831840.00,401040.00,2.46
AMA,900,0,19370.00,0,0.02
AMANAH,154400,55400,245856.00,91937.00,1.24
AMARIN,100,0,685.00,0,0.02
AMATA,605900,254200,9369320.00,3945870.00,8.88
AMATAV,36300,45300,263665.00,328900.00,2.73
AMC,21600,117200,82440.00,447220.00,2.31
ANAN,1720500,351200,8337830.00,1700140.00,9.95
AOT,4220002,3740200,163049627.00,144697275.00,23.08
AP,2097200,2465400,15074525.00,17670135.00,25.85
APCO,3200,5100,4920.00,7691.00,0.01
APCS,10300,333500,78765.00,2449220.00,4.60
APURE,0,455000,0,1026014.00,4.91
AQUA,1368200,1418500,1032662.00,1071573.00,19.47
ARIP,0,12500,0,9500.00,1.44
ARROW,0,31000,0,519790.00,4.47
AS,20400,133500,42432.00,316180.00,0.76
ASEFA,500,56600,3925.00,441570.00,1.94
ASIAN,600,59700,3050.00,301616.00,1.19
ASIMAR,4400,0,12408.00,0,0.21
ASK,96711,15300,1980985.50,313460.00,9.56
ASN,3000,0,19800.00,0,0.77
ASP,697200,165800,2423854.00,576662.00,7.79
ATP30,150800,108400,280857.00,204544.00,0.96
AU,67800,47300,653445.00,454000.00,0.94
AUCT,15500,29200,138730.00,258925.00,3.12
B,64800,64800,4536.00,4536.00,0.37
B52,0,30900,0,6489.00,0.13
BA,1007700,583917,19675110.00,11375819.80,22.06
BAFS,1900,1600,70550.00,59075.00,0.47
BANPU,3352401,4858500,63403098.80,91804520.00,11.00
BANPU-W3,0,1000,0,13600.00,0.09
BAT-3K,19900,0,3144200.00,0,10.75
BAY,0,5900,0,228850.00,1.14
BBL,0,62600,0,11349950.00,2.83
BCH,533740,967100,6513812.00,11896280.00,8.39
BCP,1096005,1290200,35231962.50,41320575.00,15.11
BCPG,64505,63300,793602.00,779760.00,3.74
BCT,37000,3100,1160175.00,98500.00,29.02
BDMS,1306804,1605400,26302210.80,32351680.00,11.18
BEAUTY,2068800,2611070,21623970.00,27217078.40,19.23
BEC,258100,929900,3881590.00,13973610.00,16.66
BEM,6346054,8497000,44619535.70,59791945.00,23.35
BFIT,25100,0,335230.00,0,12.75
BGT,0,10400,0,19284.00,0.11
BH,120400,163600,21589500.00,29273400.00,13.78
BIG,13473700,12555800,65881714.00,61766383.00,28.53
BIGC,200,100,39800.00,19900.00,0.92
BIZ,0,1000,0,4540.00,0.20
BJC,1069300,102900,49368425.00,4748475.00,8.18
BJCHI,14300,179409,67146.00,840072.10,6.64
BKD,0,4000,0,12672.00,0.42
BKI,1800,0,636600.00,0,47.37
BLA,152600,160775,7910150.00,8333400.25,15.68
