Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,12100,3000,100135.00,24820.00,0.22
7UP,30000,100,21000.00,70.00,0.24
AAV,1143000,153100,7086100.00,945050.00,13.28
ABICO,0,7500,0,95940.00,0.94
ACAP,3000,78300,80750.00,2120900.00,2.40
ACC,1800,1000,1116.00,610.00,0.08
ACC-W1,0,10250,0,1434.50,0.58
ADVANC,297955,2320966,50436672.50,392343622.50,21.51
AEC-W2,0,5100,0,51.00,0.46
AGE,0,245200,0,406083.00,2.80
AH,11200,18400,173840.00,289250.00,2.14
AIT,20,12800,564.75,358275.00,1.17
AJ,0,40000,0,534030.00,6.65
AJA,28100,151300,47771.00,258108.00,0.43
AJA-W1,0,120000,0,134400.00,12.07
AKR,1000,542100,1170.00,634257.00,1.27
ALLA,200,10000,600.00,30400.00,0.24
ALT,74000,700,679785.00,6375.00,1.00
AMA,5000,0,123000.00,0,0.37
AMANAH,131000,98200,245630.00,184768.00,2.04
AMARIN,0,56000,0,394835.00,7.46
AMATA,489500,678700,7743290.00,10673660.00,3.97
AMATAV,2800,11100,19460.00,77130.00,0.75
AMC,551300,70000,2702648.00,350000.00,1.85
ANAN,565400,526700,2877570.00,2683010.00,4.19
AOT,2805006,6499800,111169628.75,259130100.00,12.44
AP,402553,1148100,2986923.70,8498340.00,24.48
APCO,0,86100,0,136187.00,1.15
APCS,7000,12000,55950.00,96725.00,1.82
APURE,600,552800,1452.00,1324216.00,5.08
AQUA,11016400,1331600,9032880.00,1088042.00,15.78
ARROW,0,40900,0,714700.00,2.72
AS,38500,9400,92200.00,22202.00,0.59
ASEFA,316300,25700,2555815.00,208075.00,3.98
ASIA,300,0,21900.00,0,7.50
ASIAN,365800,14000,1851515.00,72600.00,6.49
ASK,33500,5200,780570.00,120820.00,11.68
ASN,4000,0,29400.00,0,0.94
ASP,1362700,715700,5076822.00,2657942.00,11.34
ATP30,31500,211300,68176.00,450956.00,3.07
AU,300,0,3530.00,0,0.01
AUCT,100,31900,975.00,310955.00,2.09
B,2869500,2744100,229560.00,219528.00,33.90
B52,11400,61900,3370.00,18551.00,0.02
B52-W2,70000,0,4900.00,0,1.48
BA,3164490,4289500,65162674.00,88347470.00,17.58
BANPU,5572140,4301193,108573114.00,84050854.30,5.57
BAT-3K,300,0,45600.00,0,0.19
BAY,100,26600,3900.00,1034275.00,10.09
BBL,0,630600,0,112265000.00,16.56
BCH,885900,990216,12120820.00,13548853.30,8.12
BCP,806205,390900,27083843.75,13138225.00,8.41
BCPG,745001,886800,9523982.70,11354750.00,12.22
BCT,34800,5000,1183600.00,167500.00,7.50
BDMS,3912565,3364500,81776340.00,70275100.00,18.61
BEAUTY,1221800,1983726,12680210.00,20591470.50,14.04
BEC,621475,348900,11056617.30,6201590.00,14.11
BEM,4482046,4762900,31932683.80,34107785.00,18.44
BGT,185500,35800,396464.00,75898.00,2.67
BH,112155,71900,20418062.50,13033300.00,21.44
BIG,1089400,562900,6165385.00,3203730.00,8.25
BIGC,400,0,81800.00,0,1.20
BJC,243150,803006,11070337.50,36620179.75,4.98
BJCHI,110600,242100,563560.00,1224710.00,12.34
BKD,21300,2200,70380.00,7304.00,1.29
BKI,1200,0,425200.00,0,8.54
BLA,473770,322200,24578168.50,16689325.00,12.37
BLAND,28945400,9485600,53738372.00,17622294.00,17.46
BPP,304402,6000,7735626.00,151500.00,1.30
BR,148400,59300,1020990.00,406940.00,7.52
BROOK,185700,4197600,165060.00,3681851.00,2.14
BRR,23600,81800,339370.00,1186790.00,4.85
BSBM,27200,32500,46583.00,54611.00,0.63
BSM,168500,0,66870.00,0,0.57
BSM-W2,0,200000,0,25000.00,0.68
BTS,1396876,653100,11665079.60,5440990.00,15.90
BTS-W3,65000,0,38359.00,0,2.51
BWG,87500,324800,187376.00,699178.00,0.67
CBG,549965,309500,39294590.00,22120450.00,11.41
CCET,725600,176700,2226338.00,541648.00,13.00
