Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
7UP,16700,18400,9519.00,10488.00,0.20
A,0,300,0,2010.00,0.14
AAV,2434800,1406800,14036865.00,8099065.00,15.00
ACAP,13100,11500,106910.00,95810.00,2.83
ADB,55000,0,72600.00,0,0.74
ADVANC,393505,504971,76137860.00,97663488.00,16.60
AEONTS,16200,31900,2660300.00,5213250.00,8.47
AGE,15000,10000,24000.00,16100.00,0.54
AH,163300,155300,6220150.00,5974975.00,9.77
AIRA,0,8700,0,17936.00,2.83
AIT,11400,11500,287850.00,290375.00,7.47
AJ,11200,75200,126560.00,846120.00,16.66
AJA,204100,14100,102191.00,7050.00,0.72
AJA-W1,3000,0,660.00,0,0.10
AKR,7318200,5735300,8914460.00,7067473.00,20.07
ALT,8400,0,31668.00,0,0.98
AMA,60400,27900,433840.00,199665.00,16.13
AMANAH,1207800,323600,2653320.00,718300.00,3.28
AMATA,2406533,640000,54971559.10,14622470.00,10.47
AMATAV,4600,0,33350.00,0,1.35
ANAN,3183700,3461000,13561988.00,14697216.00,26.64
AOT,2303610,2937565,158503863.75,202160102.75,21.85
AP,1526400,916700,13713575.00,8227040.00,28.59
APCO,0,700,0,3970.00,0.19
APCS,6000,6600,36900.00,40370.00,4.77
APEX,0,234532,0,49251.40,2.68
APURE,4000,0,6280.00,0,1.92
AQ,1755300,10000000,70212.00,400000.00,10.83
AQUA,10758600,2000,5918816.00,1100.00,30.70
ASAP,76000,878400,560500.00,6417590.00,11.79
ASIA,0,30100,0,201670.00,5.66
ASIAN,114900,506750,655430.00,2911512.80,6.55
ASIMAR,23700,28100,66834.00,79804.00,4.27
ASK,22300,2600,501720.00,58500.00,5.03
ASP,342700,162600,1304594.00,620828.00,5.79
AS-W1,1000,0,670.00,0,0.03
AU,9100,169100,108290.00,1991780.00,7.76
AUCT,0,10000,0,58000.00,1.31
AYUD,0,600,0,26400.00,0.36
AYUD-W1,193700,66400,1267815.00,442780.00,1.73
B52,2160000,2034600,1376704.00,1289829.00,14.56
B52-W1,0,1410700,0,98749.00,14.97
BA,141000,216600,2141260.00,3268930.00,3.91
BAFS,500,2300,18550.00,85550.00,1.25
BANPU,23535200,19564629,485202880.00,404437549.00,14.69
BAY,13500,122400,518325.00,4706925.00,12.72
BBL,319300,737000,61460000.00,141958600.00,16.11
BCH,366800,2029600,6062320.00,33634900.00,10.74
BCP,117000,901700,4101675.00,31597375.00,20.67
BCPG,610010,1691300,11967077.00,33378680.00,8.77
BCT,20600,9500,1126450.00,520125.00,54.73
BDMS,8108550,8666108,215281412.50,230757031.00,14.36
BEAUTY,8496200,9522500,163901050.00,182926720.00,18.13
BEC,1396500,415700,14266130.00,4251640.00,12.09
BEM,8892521,4621825,70419345.90,36634776.25,14.64
BFIT,6100,19400,180325.00,572500.00,11.13
BGRIM,2551605,1327100,63843531.25,33180255.00,3.40
BGT,1000,0,1120.00,0,0.22
BH,269800,304015,51487900.00,58107722.50,15.47
BIG,2977400,687600,7250540.00,1671548.00,22.44
BIZ,1000,0,3134.00,0,0.67
BJC,789005,1058696,44918333.75,60343173.00,16.60
BJCHI,0,35673,0,90581.96,7.07
BKI,0,36,0,12960.00,0.57
BLA,158700,86700,5541500.00,3015350.00,15.63
BLAND,14931800,14813300,29278021.00,29060553.00,14.26
BLAND-W4,30000,0,840.00,0,0.03
BM,504700,28600,1861562.00,105508.00,25.05
BPP,691600,483065,17345845.00,12123621.25,12.57
BR,11300,112248,70560.00,700715.20,7.98
BROCK,10000,0,25400.00,0,10.40
BSBM,0,900,0,1062.00,0.64
BTS,6468300,6646046,61525100.00,63127537.80,15.14
BTS-W3,35000,500067,4900.00,70006.70,0.36
BWG,2353300,3711600,2930978.00,4622615.00,16.79
CBG,379000,220200,20457025.00,11861875.00,13.52
CCET,409100,195800,784353.00,375341.00,32.49
CEN,0,14000,0,19180.00,5.42
CENTEL,299700,583400,13829425.00,26797100.00,16.42
CGD,104900,264400,155252.00,390438.00,1.85
CHAYO,0,2400,0,7152.00,0.02
CHEWA,11600,322100,12528.00,347468.00,3.00
CHG,4678500,8976441,10935754.00,20975470.76,8.02
CHO,3500,18000,5040.00,25740.00,0.89
CHOW,0,300,0,1635.00,0.08
CIG-W7,210000,0,6300.00,0,13.57
CIMBT,510000,2650811,510000.00,2650810.89,38.34
CK,1198300,1116600,31127275.00,29001950.00,7.96
CKP,3620479,730300,14495017.90,2901838.00,12.22
CM,24000,260100,101790.00,1103096.00,32.54
CNS,5000,1300,13300.00,3510.00,6.26
CNT,45000,0,112500.00,0,19.93
COL,2700,7600,68975.00,193250.00,2.06
COM7,1086245,1196100,19568594.50,21674790.00,8.00
CPALL,5295766,4411350,425811604.00,354806757.75,14.45
CPF,7731930,3424500,190159107.00,84092750.00,22.71
CPN,902035,691387,68700460.00,52770555.50,14.68
CPR,5700,3600,30245.00,19125.00,3.10
CPT,261000,0,566060.00,0,1.04
