Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,35000,0,166600.00,0,5.90
2S-W1,120000,100000,80200.00,66000.00,8.43
7UP,52300,52700,34967.00,34835.00,0.02
A,0,600,0,3990.00,0.12
AAV,461200,537700,2605880.00,3050765.00,16.39
ACAP,26000,56800,326810.00,710530.00,5.80
ACC,0,1000,0,550.00,0.30
ADB,30700,52500,50428.00,87237.00,0.28
ADVANC,1275000,992655,247795150.00,192893202.50,22.89
AEC,0,20000,0,11000.00,5.24
AEC-W4,0,50000,0,2000.00,1.97
AEONTS,67501,788800,11318970.00,133264400.00,16.55
AGE,0,16500,0,28545.00,2.39
AH,2000,156200,65000.00,5023175.00,17.07
AIT,0,9600,0,304075.00,3.96
AJ,2800,1900,39080.00,26600.00,0.46
AJA,616100,122500,315850.00,62475.00,6.68
AKP,60000,0,123500.00,0,4.21
AKR,0,5300,0,5883.00,0.06
ALLA,40000,40000,84800.00,84000.00,3.84
ALT,371500,36800,1560518.00,152558.00,18.63
ALT-W1,0,5600,0,8624.00,0.14
ALUCON,200,0,50000.00,0,2.86
AMA,14100,76300,236710.00,1288220.00,1.40
AMANAH,396000,74200,697798.00,131138.00,4.40
AMARIN,0,40900,0,212680.00,18.92
AMATA,7038600,5414600,180469925.00,138346075.00,22.92
AMATAV,0,5980,0,54974.00,0.19
ANAN,2013100,1046787,11286890.00,5851714.25,18.15
AOT,462321,2124000,32388940.00,148549275.00,9.28
AP,1529500,388900,13639505.00,3465795.00,11.43
APCO,0,15000,0,18000.00,0.54
APCS,49300,3200,315555.00,20640.00,4.16
APURE,58100,5000,115038.00,9900.00,11.00
AQ,10000000,11248000,300000.00,337440.00,6.54
AQUA,32400,187300,18149.00,106130.00,0.72
ASAP,251500,50900,2518430.00,505900.00,2.00
ASIAN,94000,74700,943890.00,755220.00,3.96
ASIMAR,26000,34800,87056.00,116082.00,0.43
ASK,41800,170200,1021690.00,4146550.00,5.96
ASP,100100,150412,410774.00,617212.96,2.22
ATP30-W1,100000,0,91000.00,0,4.87
AU,8300,64800,109560.00,863450.00,1.04
AUCT,25600,0,151040.00,0,2.18
B,22500,9700,19850.00,8510.00,0.16
B52,3000,0,1900.00,0,0.05
BA,792800,49400,11444180.00,711730.00,23.41
BAFS,5700,33255,249550.00,1456978.75,10.90
BANPU,16334600,14962300,360103520.00,330386620.00,11.03
BAT-3K,2100,0,462000.00,0,50.00
BAY,19500,31200,929975.00,1488475.00,3.24
BBL,0,188000,0,39214800.00,2.93
BCH,714600,946100,11863660.00,15745750.00,6.00
BCP,2889445,1621314,121119969.00,68100389.50,21.70
BCPG,423202,294900,10917552.00,7628750.00,4.20
BCT,3600,5400,214900.00,322850.00,8.18
BDMS,7586294,7951420,168372941.20,176472370.80,16.61
BEAUTY,7511166,9234384,165140464.20,203700588.00,23.90
BEC,610300,468673,7330690.00,5614382.20,3.45
BEM,5538900,7022100,42653260.00,54119700.00,25.99
BFIT,18400,15700,688625.00,588750.00,4.85
BGRIM,1113200,1324628,33008500.00,39342855.00,3.84
BGT,0,4000,0,5280.00,0.22
BH,460200,388079,93558400.00,78490479.00,18.41
BIG,336500,1198800,956054.00,3409216.00,19.02
BJC,1291000,3669400,75073125.00,214610975.00,17.11
BJCHI,39700,27924,133812.00,94700.64,5.85
BKD,7700,613200,25162.00,2040824.00,4.43
BKI,400,13,153300.00,4966.00,1.51
BLA,177200,66490,6629075.00,2483082.50,14.52
BLAND,12332700,8775000,21288687.00,15162091.00,32.12
BM,5600,0,18592.00,0,0.08
BOL,5400,10000,11016.00,20400.00,11.99
BPP,232101,851286,6057751.00,22234868.00,27.31
BR,151200,556651,1109910.00,4072165.95,14.78
BROCK-W1,1934800,1210000,259176.00,169500.00,1.38
BROOK,629000,149100,472371.00,113055.00,5.00
BRR,1700,28600,13345.00,225705.00,1.56
BSBM,100000,0,143000.00,0,18.23
BSM,1300,80600,1014.00,62868.00,2.85
BTS,4926715,8500528,39548925.75,68153474.80,20.32
BTS-W3,200000,0,10000.00,0,1.04
BWG,481800,525800,634625.00,688778.00,3.59
BWG-W4,1200,200,146.00,24.00,0.01
CBG,284001,288710,22923456.00,23374562.50,13.63
CCET,59100,300700,167922.00,854174.00,16.32
CEN,19500,0,29252.00,0,1.42
CENTEL,799807,826300,40859635.50,42098950.00,14.45
CGD,62600,77300,85717.00,105493.00,2.44
CGH,100000,81400,130000.00,106634.00,15.99
CHEWA,15300,9100,22564.00,13195.00,0.36
CHG,3887500,10760700,8301662.00,22931994.00,7.81
CHO,4800,101100,8832.00,185869.00,7.79
CHOW,0,1400,0,7770.00,0.41
CIG,0,10000,0,4900.00,0.58
CIMBT,0,20000,0,23000.00,0.23
CK,295000,961400,7892500.00,25719175.00,17.41
CKP,7208800,4430500,31188244.00,19223698.00,19.34
CM,300,0,1695.00,0,0.09
CMO,0,22100,0,45110.00,1.26
CMR,0,2000,0,7040.00,0.03
CNS,10100,250000,30098.00,746698.00,34.85
CNT,17500,20000,56000.00,64000.00,5.42
COL,100,16300,6025.00,981400.00,12.58
COM7,2117000,2406193,35898890.00,40938841.70,16.17
CPALL,2042999,3876900,163085037.75,309138325.00,23.70
CPF,10299412,11143856,241576203.20,261948417.20,27.70
CPN,346531,1043501,28602091.75,86039882.75,18.11
CPR,0,2400,0,13080.00,0.36
CPT,261800,215400,581194.00,481644.00,2.34
CRANE,400,7100,1420.00,25276.00,1.08
CRD,10000,10000,13000.00,13100.00,0.40
CSS,104400,209100,302850.00,609172.00,10.72
CTW,0,1300,0,14560.00,0.61
CWT,220000,232400,734200.00,773960.00,7.39
D,3100,15400,28695.00,142995.00,0.66
DCC,88900,444900,322968.00,1613804.00,12.55
DCORP,20000,0,73600.00,0,1.60
DDD,3900,30100,437100.00,3380300.00,1.43
DELTA,239500,382600,17422800.00,27860050.00,34.37
DEMCO,22700,0,135100.00,0,1.61
DIMET,0,4000,0,6960.00,0.24
DRT,0,1000,0,5950.00,0.19
DTAC,1069322,935600,53183074.50,46498125.00,31.75
EA,6777800,6532400,444584300.00,429951225.00,32.73
EASTW,6100,0,74350.00,0,1.24
ECF,783800,2650500,5588360.00,18961670.00,14.42
ECF-W2,188400,218600,720184.00,852556.00,5.49
ECF-W3,515000,103600,1217150.00,243916.00,1.29
ECL,321700,399200,1159058.00,1417556.00,2.56
EE,2600,400,1960.00,300.00,0.04
EFORL,860300,859800,51618.00,51588.00,15.71
EFORL-W3,0,4900,0,49.00,0.17
EGCO,57164,167143,12485993.00,36484974.00,17.46
EIC,148000,148000,8880.00,10360.00,10.41
EKH,54400,357382,318245.00,2090834.70,11.63
EMC,0,1000,0,80.00,0.41
EPCO,122100,10000,513934.00,42200.00,3.52
EPG,649200,500827,6510545.00,5009109.60,13.52
ERW,1270000,1008500,10943820.00,8677420.00,16.52
ESSO,942000,3153588,17812570.00,59574863.30,24.20
ESTAR,813600,0,650154.00,0,16.54
ETE,84900,144900,240116.00,414116.00,4.63
FANCY,0,26000,0,50700.00,4.37
FC,5401600,5100000,2698826.00,2550000.00,52.37
FC-W1,0,370000,0,27900.00,12.49
FC-W2,300,0,19.00,0,0.01
FLOYD,63300,76200,194442.00,235880.00,0.80
FN,102500,81600,500196.00,397376.00,8.48
FORTH,50000,300,352500.00,2100.00,11.83
FPT,151500,1173400,2623670.00,20257580.00,12.11
FSMART,68000,485400,1006670.00,7292550.00,3.25
FSS,16000,0,49280.00,0,6.50
FTE,176100,182200,581210.00,600644.00,9.40
FVC,2000,700,4120.00,1442.00,0.41
FVC-W2,0,5000,0,5650.00,0.83
GC,3500,0,18375.00,0,0.48
GCAP,172400,25600,1255635.00,185400.00,4.45
GEL,2145100,1100000,794087.00,408077.00,17.38
GFPT,1405100,423000,18963840.00,5685770.00,36.34
GGC,1300,52800,19990.00,809600.00,2.74
GIFT,54300,34300,329945.00,209230.00,2.30
GIFT-W1,55000,0,196300.00,0,3.81
GJS,1100700,3196300,373961.00,1086742.00,23.43
GL,3298400,1117500,19506540.00,6557245.00,15.00
GLAND,0,100000,0,183000.00,16.42
GLOBAL,421000,524200,7137200.00,8858510.00,15.53
GLOW,158800,210901,13365975.00,17736008.25,38.32
GL-W4,355800,172400,445283.00,228431.00,1.43
GOLD,26500,33600,234415.00,297630.00,1.14
GPI,238800,211500,809936.00,717262.00,0.75
GPSC,1450000,1272300,117265800.00,102817550.00,14.81
GRAND,10000,12000,12200.00,14640.00,0.66
GREEN-W4,383700,30000,119653.00,9850.00,0.76
GSTEL,2000,2157700,340.00,366809.00,18.66
GULF,74300,106804,5404700.00,7811243.00,3.01
GUNKUL,233100,1144200,944918.00,4625836.00,10.30
HANA,452500,293814,18868575.00,12277245.00,16.55
HARN,18000,10200,57600.00,32684.00,4.97
HFT,0,6200,0,27900.00,0.96
HMPRO,2072300,5728180,29353860.00,81182758.00,32.53
HPT,0,5000,0,6100.00,0.09
HTC,156100,185500,4164725.00,4986850.00,4.76
HTECH,274800,18700,2418240.00,165180.00,9.83
HUMAN,92400,300,1098840.00,3540.00,2.74
HYDRO,30000,110800,47400.00,174783.00,12.74
ICHI,80400,286101,799050.00,2862064.90,2.33
ICN,138800,49600,377540.00,136034.00,2.49
IFS,500,95800,1870.00,359950.00,2.93
IHL,204700,176500,2270490.00,1958930.00,3.52
III,11100,50000,96015.00,442500.00,0.83
ILINK,36000,84900,367320.00,872590.00,2.42
INET,0,35200,0,151270.00,1.15
INGRS,113300,13300,137226.00,16219.00,0.51
INOX,20000,0,26800.00,0,3.51
INTUCH,3515718,1323300,204524344.00,76863525.00,39.41
IRCP,8300,0,14110.00,0,0.08
IRPC,19320000,31577103,144450045.00,235732807.35,19.59
ITD,771300,656000,3015064.00,2576618.00,3.61
ITD-W1,50000,0,13500.00,0,0.56
ITEL,0,29100,0,144598.00,3.80
IVL,5901716,4875000,325698121.00,269622475.00,21.83
IVL-W2,69400,37100,867230.00,463280.00,0.61
JAS,4645002,5165000,35265590.20,39490205.00,13.02
JAS-W3,4200,3600,15676.00,13680.00,0.13
JCK,0,53800,0,98339.00,1.30
JKN,26500,191400,436150.00,3140520.00,3.68
JMART,351200,1072700,8414630.00,25705510.00,2.43
JMART-W2,6000,3400,52850.00,30190.00,0.02
JMT,161001,77557,6016212.25,2902187.25,5.56
JSP,1300,19900,962.00,14726.00,0.32
JTS,1000,100,1950.00,193.00,0.05
JUBILE,0,500,0,11200.00,0.50
JWD,99900,188306,1190750.00,2248981.40,3.71
KAMART,0,28600,0,220085.00,1.19
KASET,17000,0,42000.00,0,0.65
KBANK,2575760,1721000,592676718.54,395944558.54,40.09
KBS,300,0,1515.00,0,0.14
KCAR,4900,2400,75950.00,37200.00,5.56
KCE,538910,784705,39138675.00,56899963.75,27.04
KCM,759208,1103008,2149994.18,3122677.04,9.26
KGI,70800,294564,353246.00,1467461.44,3.05
KIAT-W1,120000,0,2400.00,0,5.25
KKP,363145,755200,29540117.50,61415300.00,24.63
KOOL,20000,0,45000.00,0,0.71
KSL,21100,48980,90982.00,212363.68,1.84
