Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,100,474.00,476.00,0.08
2S-W1,3400,500,2017.00,297.00,0.10
7UP,0,206000,0,129780.00,3.19
AAV,1305500,880200,7291090.00,4914445.00,32.52
ABM,1813700,826800,4262302.00,1814607.00,0.62
ACAP,6100,108900,69590.00,1236230.00,3.48
ACC,0,100000,0,59000.00,1.33
ADB,230000,720000,315800.00,992408.00,9.36
ADVANC,3532197,1405212,697993886.00,277935896.00,17.11
AEONTS,20500,245400,3531500.00,42821800.00,17.06
AF,20000,0,17800.00,0,2.16
AGE,38600,6200,58609.00,9424.00,1.33
AH,8100,27300,271250.00,919075.00,7.13
AIRA,500,9200,1080.00,19858.00,0.58
AIT,800,12400,23400.00,364825.00,2.38
AJ,101400,9600,1412310.00,134320.00,4.58
AJA,59800,60100,33306.00,33471.00,0.52
AJA-W1,5000,1000,1250.00,260.00,0.06
ALT,4800,3900,18738.00,15288.00,0.31
AMA,84600,29100,1442080.00,497220.00,2.14
AMANAH,1026900,729700,1824121.00,1303982.00,6.88
AMARIN,0,7100,0,35575.00,2.58
AMATA,844300,1108300,21630650.00,28381425.00,11.69
AMATAV,16400,46200,129385.00,365840.00,9.08
AMC,0,100000,0,297000.00,11.74
ANAN,116900,3543200,601370.00,18145305.00,21.79
AOT,10657476,8564274,760287203.75,612197706.00,10.32
AP,463400,5795200,3993950.00,50039580.00,25.29
APCO,0,4100,0,4879.00,0.12
APCS,72200,386100,502670.00,2700540.00,8.95
APURE,20000,1291800,33600.00,2159610.00,35.31
AQ,1097900,229100,31987.00,6889.00,0.78
AQUA,95600,900,54492.00,513.00,1.58
AS,1000,0,1730.00,0,0.02
ASAP,351300,48200,4141340.00,581310.00,2.99
ASIA,3100,0,204600.00,0,31.63
ASIAN,653400,1409900,5998070.00,13075975.00,18.49
ASIMAR,20300,3900,66294.00,12714.00,0.83
ASK,100,11600,2270.00,263520.00,4.78
ASP,360000,217000,1442600.00,870090.00,9.25
AS-W1,53400,6700,36778.00,4574.00,0.26
ATP30,4436400,7832100,8646056.00,14953113.00,30.20
ATP30-W1,0,50000,0,51000.00,0.42
AU,1821500,286400,23661720.00,3700260.00,6.56
AUCT,700,4500,4025.00,25490.00,0.25
AYUD,2300,9000,82375.00,318125.00,0.64
B,1027900,875300,1048312.00,884398.00,2.72
B52,0,71100,0,46937.00,4.09
BA,763200,518400,11449710.00,7776630.00,19.62
BAFS,11743,15690,460216.25,613965.00,1.59
BANPU,15151900,14840114,355211630.00,348807908.20,9.18
BAT-3K,200,0,45000.00,0,50.00
BAY,64000,118900,2834200.00,5264825.00,7.68
BBL,0,328300,0,69301000.00,1.87
BCH,946600,2536500,15304880.00,41030670.00,16.19
BCP,1793998,3904472,73439541.50,159929620.00,32.47
BCPG,2544703,11202000,62944874.10,276840120.00,16.52
BCT,15000,600,959650.00,38150.00,15.45
BDMS,10643724,6877600,237952852.70,153722470.00,28.21
BEAUTY,14135804,13872900,299333985.00,293640260.00,12.94
BEC,594600,1654300,6014805.00,16642065.00,4.97
BEM,11557334,13489123,85723922.40,100087950.20,44.10
BFIT,252000,229730,10248750.00,9407545.00,2.58
BGRIM,547885,495900,16434288.75,14875400.00,2.33
BH,589787,336327,121359909.00,69324635.00,29.50
BIG,2045900,13836000,6210404.00,41696570.00,30.75
BJC,1944800,1101225,109831400.00,62369887.50,30.73
BJCHI,95100,68330,243806.00,173954.80,2.70
BKD,386100,397800,1251204.00,1285614.00,9.25
BKI,500,0,184600.00,0,7.14
BLA,873514,51400,30541668.50,1786825.00,15.33
BLAND,3970100,7005600,6951109.00,12244710.00,18.66
BOL,223700,0,456348.00,0,25.21
BPP,1386405,399369,35784253.75,10282809.50,24.34
BR,72700,156600,534205.00,1150280.00,2.12
BROCK-W1,0,127900,0,6395.00,2.82
BROOK,52200,20000,37187.00,14216.00,0.74
BRR,8500,0,69690.00,0,0.44
BSM,5300,220800,3922.00,165223.00,5.08
BTNC,8800,0,207680.00,0,50.00
BTS,8055719,4778822,66143843.25,39233829.00,27.36
BTS-W3,50000,0,2500.00,0,0.14
BTW,13900,5800,30184.00,12992.00,0.16
BWG,1023400,1440800,1303928.00,1841034.00,12.97
BWG-W4,2100,300,256.00,36.00,0.13
CBG,1130501,1279700,70333912.75,79547750.00,18.90
CCET,668200,2238000,1477546.00,4997788.00,7.11
CEN,0,41000,0,58220.00,3.60
CENTEL,952400,819500,48649850.00,42276350.00,25.94
CGD,386600,845200,622622.00,1382768.00,3.98
CHEWA,29000,52400,34220.00,62350.00,0.76
CHG,7498800,4029600,15287712.00,8231558.00,22.62
CHO,1200,32700,2124.00,58035.00,0.40
CHOW,14000,0,75600.00,0,1.44
CI,0,100000,0,169000.00,4.00
CIG,50000,0,22500.00,0,1.31
CIMBT,1000,82,1110.00,91.84,0.04
CITY,15200,0,44992.00,0,14.02
CK,732457,924056,18265664.30,23068439.40,11.69
CKP,811900,934100,3315444.00,3831786.00,4.76
CM,0,653000,0,3505280.00,29.67
CMO,49200,334000,104304.00,703220.00,1.91
CMR,6300,0,21672.00,0,1.26
CNS,30500,19200,91500.00,57600.00,3.49
CNT,0,4500,0,13060.00,6.46
COL,0,3500,0,195100.00,1.18
COM7,2719600,1132900,51317640.00,21295020.00,11.91
CPALL,7810748,4210676,653276143.25,352198896.00,19.51
CPF,7424200,4919863,170907670.00,113028177.50,18.39
CPI,0,3000,0,6600.00,0.07
CPN,3135702,927742,265847494.50,78689095.00,32.01
CPR,4100,12800,24110.00,76880.00,0.25
CPT,51300,285800,118616.00,657930.00,3.06
CRANE,32500,6683,111566.00,23006.20,1.75
CSC,1000,200,49750.00,10000.00,0.87
CSL,0,8000,0,61200.00,1.10
CSP,120000,0,206400.00,0,21.57
CSS,20700,28600,58448.00,80652.00,1.75
CTW,0,300,0,3090.00,0.13
CWT,206800,658800,774034.00,2477614.00,6.75
D,3100,12800,28980.00,119205.00,1.46
DCC,64100,298300,219904.00,1018658.00,7.52
DCON,4540000,85800,2905600.00,54912.00,15.74
DCON-W1,0,10000,0,49000.00,4.84
DCORP,45800,20000,134440.00,60280.00,3.31
DDD,171200,4100,17499475.00,410200.00,2.93
DELTA,961700,118762,63805700.00,7871886.00,25.25
DEMCO,12800,9300,70485.00,51290.00,0.98
DIMET,40000,60000,55200.00,85900.00,1.35
DRT,1000000,0,5950000.00,0,38.98
DTAC,3314700,1600200,154078475.00,74460225.00,30.74
DTC,10035,100,98843.00,990.00,14.09
EA,5058700,2657458,346512700.00,181137779.50,13.20
EASON,0,9100,0,35126.00,3.98
EASTW,27100,206500,333380.00,2526600.00,3.13
ECF,1535500,2068800,10493575.00,14115960.00,16.29
ECF-W2,8000,12000,28220.00,42240.00,1.17
ECF-W3,171700,263600,548824.00,848068.00,4.11
ECL,15400,8000,53024.00,27870.00,0.21
EE,92200,97600,60734.00,63416.00,3.06
EFORL,1780000,1780000,71200.00,89000.00,21.96
EFORL-W3,0,3000,0,30.00,0.02
EGCO,528786,967088,127061998.00,232762660.00,31.74
EIC,494000,494000,29640.00,31760.00,8.14
EKH,3200,6600,18720.00,38385.00,0.15
EMC,0,1505200,0,135468.00,1.69
EPCO,0,12100,0,50460.00,1.37
EPG,1071700,646100,8177710.00,4914720.00,9.94
ERW,1718600,655900,14408520.00,5496380.00,28.97
ESSO,1071700,2894582,19548710.00,52748655.60,19.14
ESTAR,1026300,11700,831303.00,9477.00,2.05
ETE,408000,51900,1113554.00,140330.00,4.05
FANCY,10000,0,18800.00,0,1.04
FC,1077000,0,494650.00,0,18.23
FC-W1,0,90000,0,6700.00,12.50
FLOYD,37200,25400,91924.00,61468.00,2.27
FMT,0,1100,0,33275.00,7.75
FNS,100000,3400,462000.00,15776.00,14.99
FORTH,10700,0,72865.00,0,1.33
FPT,23600,178800,419060.00,3165130.00,5.15
FSMART,51100,432500,573260.00,4888130.00,4.13
FSS,15000,0,42600.00,0,1.42
FTE,19500,16000,64066.00,52288.00,0.92
FVC,157500,136800,329660.00,287142.00,2.09
FVC-W2,40000,0,48800.00,0,2.17
