Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,10300,100,42230.00,408.00,2.26
2S-W1,2400,100,2663.00,112.00,0.07
7UP,97800,175100,43640.00,78775.00,0.63
7UP-W3,0,463600,0,61298.00,0.98
AAV,1318000,1276600,8073030.00,7817725.00,6.61
ABICO,30600,34600,298680.00,338960.00,3.20
ACAP,0,26200,0,481960.00,0.84
ACC,0,5000,0,2650.00,0.34
ADVANC,3957704,1257330,742713244.00,236769575.00,17.14
AEONTS,8200,0,839050.00,0,31.05
AH,25300,102400,617060.00,2495050.00,16.40
AIT,4800,58500,129300.00,1571400.00,3.90
AJ,6300,0,86030.00,0,5.18
AKP,140000,89400,375100.00,240002.00,2.58
AKR,60000,0,58800.00,0,1.20
ALT,50300,75700,279175.00,429530.00,0.92
AMA,43400,281700,763550.00,4950590.00,1.57
AMANAH,194900,1066700,203989.00,1125771.00,1.20
AMATA,550500,1045100,9679790.00,18554510.00,5.55
AMATAV,24900,1200,187080.00,8970.00,10.46
AMC,36500,7800,109166.00,23494.00,1.65
ANAN,1692100,1087000,8503795.00,5489500.00,9.30
AOT,23881809,12491220,1277327699.00,666084955.00,21.19
AP,6741400,1175500,51413185.00,8960030.00,20.46
APCO,300,6500,384.00,8385.00,0.28
APCS,800,7600,5440.00,52340.00,7.73
APEX,206700,1002700,92588.00,451215.00,8.90
APURE,122400,203200,319688.00,532384.00,5.06
AQUA,252100,126600,166390.00,84822.00,8.53
ARIP,629200,32200,526236.00,27198.00,7.78
ARROW,82600,0,1163250.00,0,7.11
AS,52000,30000,104080.00,60600.00,5.09
ASAP,273900,207400,2145710.00,1618925.00,9.25
ASEFA,11600,0,82360.00,0,1.39
ASIAN,287800,30900,4048990.00,431700.00,2.67
ASIMAR,0,60000,0,199200.00,0.31
ASK,17500,0,371000.00,0,4.17
ASP,599800,100,2173124.00,362.00,10.93
AS-W1,1000,0,1140.00,0,0.05
ATP30,21500,0,35475.00,0,0.45
AU,14500,600,113100.00,4680.00,0.69
AUCT,35800,0,226750.00,0,2.39
AYUD,10800,0,318075.00,0,2.00
B,267200,83,223620.00,69.72,1.49
B52,53100,66900,44312.00,56193.00,0.48
B52-W1,0,2200,0,286.00,0.01
B52-W2,8000000,10000000,400000.00,400000.00,41.42
BA,129000,401000,2371020.00,7387680.00,6.42
BAFS,12700,2100,569600.00,94350.00,1.24
BANPU,22913736,13625300,400470553.60,237698580.00,17.10
BAY,344400,11100,12873000.00,411000.00,16.72
BBL,3481964,2085102,645159412.00,386466573.00,33.54
BCH,7753100,6540600,115097300.00,97327070.00,22.60
BCP,4409900,3543300,169653000.00,135791000.00,24.24
BCPG,1330700,624507,20783070.00,9763719.90,8.08
BCT,28000,0,1155000.00,0,33.02
BDMS,33156625,18957627,691105515.00,395611121.80,24.09
BEAUTY,4844600,3191952,66562460.00,43705420.50,18.15
BEC,336200,1052233,5560130.00,17360844.60,10.30
BEM,20864900,11690634,164410825.00,92037021.80,18.07
BFIT,1400,600,25430.00,11040.00,0.42
BGRIM,7754701,7797720,155516489.70,156765770.00,8.89
BGT,0,1800,0,2772.00,0.06
BH,1974160,1434842,427927780.00,311116962.00,30.10
