Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,200,310.00,612.00,0.13
2S-W1,500,0,67.00,0,0.01
7UP,0,600,0,318.00,0.00
AAV,494600,317700,2407664.00,1551650.00,4.27
ABM,100,30000,102.00,30600.00,2.13
ACAP,25100,11800,147580.00,70170.00,0.96
ACAP-W2,1500,1500,2970.00,3060.00,0.92
ADB,240200,0,259769.00,0,12.39
ADVANC,1345500,1065500,254014200.00,201383800.00,20.99
AEONTS,27800,49100,4675200.00,8305850.00,6.82
AH,69000,51200,2208775.00,1685750.00,3.58
AIRA,0,4900,0,9968.00,0.08
AIT,1500,68400,35330.00,1604740.00,15.86
AJ,0,6200,0,64280.00,3.41
AJA,1100,8000,460.00,3360.00,0.18
AKP,300,100,487.00,163.00,0.22
AKR,2203400,673400,3597555.00,1103225.00,3.60
ALLA,5000,0,7400.00,0,5.64
AMA,5600,0,32760.00,0,0.83
AMANAH,989400,266700,1814384.00,491289.00,10.07
AMATA,672800,2077200,12591010.00,39315850.00,8.92
AMATAV,100,200,650.00,1300.00,0.25
AMC,0,53500,0,131610.00,13.53
ANAN,3091300,1332400,14653480.00,6341278.00,16.21
AOT,4152000,5711102,266091175.00,368965305.00,20.83
AP,4475500,566200,37084210.00,4705585.00,13.99
APCO,5500,0,24226.00,0,1.67
APEX,100000,0,18000.00,0,9.35
APURE,0,500000,0,665000.00,25.19
APURE-W2,101600,2174010,35074.00,796472.90,4.20
AQUA,114057,144267,54746.69,69247.49,4.23
ASAP,81900,44300,448165.00,241805.00,5.53
ASEFA,1000,20000,4520.00,90000.00,5.07
ASIAN,597700,131750,2969876.00,655669.00,29.23
ASK,13800,4900,295600.00,104980.00,7.06
ASP,238800,242039,882818.00,894266.74,8.63
AS-W1,0,15000,0,6750.00,4.21
AU,192000,11800,1803305.00,111690.00,9.52
AUCT,17800,7900,105040.00,46740.00,3.01
AYUD,0,6700,0,275525.00,8.52
AYUD-W1,26000,100,81380.00,320.00,3.14
B52,11600,5600,5025.00,2464.00,0.98
B52-W1,16700,0,1002.00,0,10.16
BA,346400,643400,4079550.00,7554970.00,8.50
BAFS,38100,6600,1196575.00,207500.00,8.17
BANPU,6398300,13093300,125701410.00,257849070.00,18.36
BAY,35020,23400,1350060.00,892500.00,11.38
BBL,902296,700000,176239381.00,136623000.00,36.85
BCH,1624800,1348100,25158830.00,20807950.00,19.47
