Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,9300,6700,23058.00,16628.00,2.45
2S-W1,51100,2600,2555.00,145.00,0.70
7UP,135600,125200,56062.00,51634.00,1.13
AAV,813200,1511500,3526194.00,6574900.00,11.56
ABM,4000,0,3760.00,0,0.83
ACAP,94600,442500,357202.00,1710972.00,6.40
ACAP-W2,618900,617600,251765.00,261962.00,3.74
ACC,150000,0,79500.00,0,0.42
ACC-W1,280100,110000,15506.00,6600.00,0.67
ADVANC,958635,1362550,175611662.50,249347319.50,6.97
AEC,10000,10000,5000.00,4800.00,0.87
AEONTS,127100,57800,23244850.00,10602300.00,17.79
AH,250730,43824,5793450.00,1010480.10,9.77
AIT,2300,100,48270.00,2110.00,0.74
AJA,300,18100,81.00,4887.00,0.25
AKP,0,1000,0,1990.00,0.19
AKR,20000,5050,18400.00,4594.65,0.41
AMA,0,6000,0,28050.00,0.26
AMANAH,188300,194700,326648.00,339035.00,3.56
AMATA,3218600,1443000,70927770.00,31783290.00,8.39
AMATAV,55000,100,280500.00,525.00,3.83
ANAN,745312,568400,2750222.64,2098826.00,12.14
AOT,3925700,2945900,271906025.00,204416450.00,15.14
AP,5515903,883700,39543621.60,6321395.00,35.88
APCS,1000,0,4942.00,0,0.16
APURE,331100,366100,501659.00,555411.00,1.94
APURE-W2,106600,0,21886.00,0,0.09
AQ,10000000,31253950,300000.00,941707.00,7.87
AQUA,7000,0,3150.00,0,0.05
ARIP,0,9700,0,4753.00,0.55
ASAP,83000,129700,298882.00,464684.00,2.62
ASIA,0,11600,0,90990.00,5.40
ASIAN,854700,203100,7380440.00,1747950.00,13.20
ASK,1100,0,26790.00,0,0.29
ASP,84900,204700,287660.00,695136.00,15.63
ATP30,0,14400,0,22590.00,8.86
ATP30-W1,50000,0,29700.00,0,16.62
AU,145000,88700,1208175.00,735625.00,2.31
AUCT,24500,12800,138025.00,72320.00,4.18
AYUD-W1,5000,1000,21300.00,4300.00,0.33
B,30000,1417,15900.00,739.65,0.24
B52,4000,156000,1680.00,67070.00,0.86
BA,111900,24900,1381800.00,307560.00,7.69
BAFS,2300,0,79150.00,0,0.76
BANPU,4762300,3739700,80545350.00,63239090.00,18.21
BAY,1000,16200,38500.00,620725.00,4.37
BBL,1767005,1856700,375009860.00,393420800.00,45.91
BCH,613700,4046000,10235950.00,67654080.00,11.15
BCP,290600,220900,9667125.00,7355200.00,12.20
BCPG,918700,997000,15637820.00,16970660.00,9.64
BCT,21900,22300,1034775.00,1053575.00,87.69
BDMS,12632503,8180100,294785950.50,191221840.00,15.84
BEAUTY,3444900,1950900,26584280.00,15013150.00,5.25
BEC,754800,774100,4781095.00,4949740.00,5.07
