Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,3500,2800,16372.00,13118.00,0.22
2S-W1,50100,0,34069.00,0,1.34
7UP,25700,96100,14392.00,54178.00,0.97
7UP-W3,1260000,6667,65400.00,397.36,4.93
A,0,300,0,1980.00,0.30
AAV,871300,295100,5296565.00,1798935.00,4.30
ABICO,4800,0,45015.00,0,2.02
ACAP,215000,27517,2896620.00,378911.70,3.27
ACAP-W2,10000,1700,78500.00,13685.00,0.74
ADB,20000,100,25600.00,128.00,0.54
ADVANC,652215,2080239,127774125.00,407519179.00,16.78
AEONTS,2100,200,219850.00,21000.00,0.84
AF,0,47400,0,43134.00,2.19
AGE,5900,136300,10974.00,252317.00,6.58
AH,82000,34900,2769200.00,1181225.00,18.55
AIRA,500,400,1100.00,904.00,0.01
AIT,19200,4900,614325.00,155300.00,1.37
AJ,13600,20400,164900.00,247830.00,4.76
AJA,160700,127100,89992.00,71427.00,1.00
AJA-W1,30000,0,7800.00,0,1.52
AKP,0,23000,0,50140.00,4.97
AKR,11000,15100,11770.00,16610.00,0.21
ALLA,10000,86000,23320.00,200260.00,1.00
ALT,236300,68000,1056174.00,305508.00,3.53
ALT-W1,50000,54200,105206.00,116832.00,0.30
AMA,0,10000,0,162000.00,0.46
AMANAH,224200,397300,384310.00,686412.00,4.18
AMARIN,9100,2300,50225.00,12650.00,1.12
AMATA,2544800,2863780,69226525.00,78431381.50,18.18
AMATAV,0,4800,0,43635.00,0.38
AMC,0,31600,0,91008.00,6.52
ANAN,3226000,1581100,17858685.00,8727280.00,9.77
AOT,13466201,18700201,1015964495.50,1408090820.75,12.54
AP,1636235,1931900,14468898.00,17087620.00,15.70
APCO,30000,200,35500.00,240.00,0.71
APCS,120900,0,774495.00,0,7.00
APURE,0,66700,0,125053.00,16.25
AQ,10290200,15873400,414508.00,641495.00,21.23
AQUA,200000,0,134000.00,0,1.26
ARROW,1200,800,16320.00,10880.00,0.14
AS,0,20000,0,35504.00,5.39
ASAP,158700,132100,1267085.00,1048110.00,9.71
ASEFA,10000,0,60500.00,0,1.01
ASIAN,814200,3770700,9198420.00,42752190.00,8.62
