Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,700,100,2468.00,352.00,0.42
2S-W1,800,0,136.00,0,0.06
7UP,32500,88200,18525.00,50106.00,0.65
AAV,2435000,3441400,13756505.00,19432760.00,36.85
ABM,300,500,336.00,555.00,0.04
ACAP,4200,11800,32550.00,91040.00,4.79
ACC,0,300000,0,153000.00,10.15
ACC-W1,0,40000,0,1600.00,45.03
ADB,160400,250000,209624.00,327100.00,2.21
ADVANC,783014,1223368,150826774.00,235120389.50,20.10
AEONTS,8600,97302,1341700.00,15143813.50,21.62
AH,48700,105000,1865500.00,3992550.00,9.99
AIRA,0,900,0,1854.00,2.47
AIT,1000,10700,25000.00,267500.00,3.13
AJ,300,13100,3270.00,142830.00,2.69
AJA,200,22700,98.00,11023.00,0.22
AKP,100,0,179.00,0,0.11
AKR,1294135,2816600,1790707.60,3870042.00,8.34
ALLA,0,30000,0,47700.00,40.87
ALT,0,600,0,2256.00,0.28
AMA,14500,15500,89460.00,95385.00,4.19
AMANAH,482900,664700,931668.00,1271791.00,6.45
AMATA,2833400,2370582,63798480.00,53698402.20,11.61
AMATAV,57700,11000,400100.00,77325.00,6.61
ANAN,10722150,7131007,47838093.92,31833568.52,16.84
AOT,5416500,5451917,376107125.00,377950923.00,25.62
AP,2327400,1298700,21534300.00,11999945.00,13.73
APCS,0,25000,0,143750.00,3.75
APEX,200000,0,38000.00,0,0.18
APURE,0,200000,0,298941.00,20.62
AQ,303400,0,9102.00,0,0.46
AQUA,50400,9000,27725.00,4950.00,0.14
ARROW,0,100,0,1060.00,0.03
ASAP,62600,407000,419010.00,2632320.00,11.47
ASEFA,0,5400,0,27810.00,3.45
ASIAN,0,1500,0,8250.00,0.12
ASK,0,12000,0,269970.00,2.25
ASP,280700,607012,1067274.00,2318447.12,12.10
AU,70100,104600,765550.00,1137420.00,3.06
AUCT,26500,10100,156890.00,59095.00,0.57
AYUD,0,3400,0,144650.00,17.35
AYUD-W1,92000,333100,442680.00,1664255.00,0.66
B52,50000,75000,27000.00,41250.00,5.03
BA,22700,104384,339960.00,1556603.20,3.84
BAFS,14900,14200,560250.00,536050.00,10.00
BANPU,32315600,12617541,702614820.00,273732117.10,17.56
BAY,257100,15100,10287300.00,602500.00,10.05
BBL,930100,527225,180045350.00,101601800.00,8.94
BCH,1321700,1691650,21571440.00,27642621.00,17.73
BCP,598200,993748,21113925.00,35041763.00,29.85
BCPG,287215,732900,5554819.50,14138230.00,9.64
BCT,16500,12400,907500.00,681450.00,28.56
BDMS,18026300,13252729,482851075.00,353253708.00,27.18
BEAUTY,30679200,29569899,460233340.00,440709084.30,8.96
BEC,1070700,3061900,9123065.00,26159035.00,7.71
BEM,9420700,9708520,74595695.00,76860854.00,21.34
BFIT,13050,39500,374550.00,1102875.00,9.98
BGRIM,832720,262900,19590486.00,6197220.00,2.77
BH,438600,307310,85262900.00,59745935.00,37.21
BIG,417600,367500,987930.00,870504.00,9.63
BJC,1436701,803554,78663879.50,43832989.00,18.80
BJCHI,0,36410,0,92546.80,2.54
BKD,85900,85900,281034.00,281752.00,6.57
BLA,62405,153700,2199975.00,5420275.00,11.14
BLAND,18452405,3491260,36276711.65,6855526.80,17.99
BM,64000,50000,237440.00,186000.00,17.39
BPP,369000,651158,9049800.00,15973361.00,9.63
BR,49900,394963,302385.00,2332146.15,2.92
BRR,0,1000,0,7750.00,0.29
BSBM,158600,26500,188734.00,31535.00,30.88
BTS,9045700,9034514,88321285.00,88107798.60,22.43
BTS-W3,400000,400000,40000.00,40000.00,1.29
BWG,139200,195100,171606.00,240923.00,3.22
BWG-W4,200,400,19.00,40.00,0.08
CBG,195405,199100,10122560.00,10322025.00,6.69
CCET,135426,272102,256221.18,514423.75,17.43
CCP,0,9000,0,3780.00,0.13
CEN,11200,0,15006.00,0,3.01
CENTEL,1979500,528928,89811050.00,23949164.00,17.12
CGD,13500,44600,19344.00,64132.00,1.04
CHAYO,20000,0,66800.00,0,0.07
CHEWA,300,2000,327.00,2180.00,0.06
CHG,9809800,8456374,22975610.00,19784217.24,9.11
CHO,33700,21700,46843.00,29946.00,3.04
CHOW,0,400,0,2060.00,0.30
CIG,0,124700,0,48633.00,6.89
