Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,0,500,0,1610.00,0.33
2S-W1,0,1900,0,308.00,0.18
7UP,500000,3500,260000.00,1809.00,1.81
AAV,964300,441700,4160096.00,1900784.00,5.66
ABICO,0,9500,0,70115.00,5.94
ABM,3000,0,3213.00,0,0.30
ACAP,183800,203600,1348040.00,1492065.00,1.20
ACAP-W2,80400,96200,218000.00,254136.00,0.33
ADVANC,1001300,1200100,199902600.00,239453500.00,41.40
AEONTS,370201,225200,73086911.00,45295500.00,7.77
AH,35500,144100,1056850.00,4281775.00,33.84
AIRA,0,900,0,1755.00,2.10
AIRA-W2,35400,29900,1322.00,897.00,9.22
AIT,900,30700,19820.00,677230.00,10.87
AKP,37000,500,66640.00,920.00,9.58
AKR,0,195400,0,197354.00,4.88
ALT-W1,514400,52600,592076.00,58178.00,3.84
AMA,6000,2900,34550.00,16820.00,4.38
AMANAH,49700,341700,96962.00,672714.00,3.33
AMATA,4721400,4919074,116355290.00,121109363.00,8.02
AMATAV,2300,198000,13915.00,1194380.00,20.54
AMC,13700,200,32880.00,480.00,20.75
ANAN,273100,9293100,1363310.00,46330188.00,27.46
AOT,2693601,4154380,169939413.00,262109435.00,15.78
AP,6000472,11350800,50751015.00,96008385.00,36.37
AQ,10988100,2641800,329643.00,95791.00,4.45
AQUA,15301,154800,7344.44,74304.00,2.19
ASAP,187600,14800,1303845.00,102475.00,5.86
ASIAN,370400,560500,3440860.00,5213880.00,7.95
ASIMAR,40000,0,104000.00,0,9.54
ASK,1940,100000,45400.00,2340000.00,33.63
ASP,223300,454069,847966.00,1726273.44,13.17
AU,74300,231600,645955.00,2008210.00,11.93
AUCT,112100,900,804230.00,6435.00,5.89
AYUD,50000,102,2150000.00,4387.00,11.56
AYUD-W1,97900,29500,623220.00,195875.00,0.37
B52,3000,196000,850.00,54130.00,2.18
BA,39700,33200,523770.00,434920.00,5.14
BAFS,700,4300,23975.00,146525.00,2.83
BANPU,9782200,11052200,184667270.00,208138050.00,18.80
BAY,0,4800,0,190750.00,1.08
BBL,2062800,1420100,432002809.33,297391409.33,65.63
BCH,1503786,1193600,29149134.20,23104190.00,32.25
BCP,828500,837931,28768625.00,29063469.25,43.48
BCPG,1742200,1367900,34968260.00,27724600.00,5.11
BDMS,1625800,3856005,40762000.00,96439925.00,16.26
BEAUTY,10375300,20610300,109095020.00,218236790.00,12.62
BEC,1302500,3332448,8545175.00,21920861.80,13.92
BEM,7283601,6761300,61522908.50,57034675.00,27.91
BFIT,900,52800,25200.00,1452275.00,21.90
BGRIM,1967634,1454100,55887286.00,41513600.00,17.50
BGT,0,19300,0,21037.00,5.81
BH,79930,391900,14948695.00,73314850.00,22.83
BIZ,0,5000,0,14900.00,0.61
BJC,409900,468625,23415225.00,26825931.25,1.29
BJCHI,111050,43023,323500.00,126093.94,1.66
BKD-W2,400200,0,116058.00,0,9.66
BLA,184300,53100,6437425.00,1863775.00,6.22
BLAND,9133600,7279700,16032795.00,12771840.00,27.28
BM-W1,0,2900,0,1334.00,0.18
BPP,501700,452700,12628730.00,11374725.00,14.50
BR,57300,36239,309420.00,195681.70,9.50
BROOK,0,10000,0,5800.00,0.46
BSBM,500400,0,560452.00,0,32.79
BTS,1579900,5108100,14514090.00,46877120.00,18.05
B-W4,0,20000,0,4400.00,5.40
BWG,1751400,1635700,2151705.00,2021804.00,6.96
BWG-W4,90000,85000,8100.00,6800.00,2.97
CBG,207700,202600,10951100.00,10683275.00,8.56
CCET,13122,23100,26234.88,46106.00,5.25
CEN,24000,0,34800.00,0,1.93
CENTEL,341100,1039000,13465400.00,40962325.00,31.34
CGD,65600,467600,95190.00,678223.00,11.44
CGD-W4,0,66000,0,23100.00,1.33
CGH-W3,0,16267,0,975.35,9.66
CHARAN,2000,0,67000.00,0,12.05
CHEWA,145200,4700,194933.00,6311.00,2.24
CHEWA-W1,0,105000,0,26300.00,6.29
CHG,15996417,6212400,42344743.90,16452234.00,42.75
CIG,0,20400,0,8155.00,0.59
CIMBT,20064,100444,17456.32,87385.84,6.18
CK,1177603,1186200,31500179.50,31562975.00,14.87
CKP,5485604,1496300,28175761.00,7673445.00,7.62
CM,100,0,430.00,0,0.07
CMAN,44000,58200,143096.00,189282.00,7.66
CMO,5000,100,7700.00,155.00,0.09
CNT,26000,1000,66860.00,2600.00,4.07
COL,79901,137500,2217277.25,3779650.00,7.61
COM7,1254330,746600,27163184.00,16179710.00,15.21
COMAN,11200,19100,50830.00,86128.00,2.08
COTTO,80000,0,233960.00,0,1.36
CPALL,3386600,4299832,233412900.00,296681313.50,21.77
CPF,9025900,4595400,222004920.00,112939800.00,32.69
CPI,8800,0,15665.00,0,5.45
CPN,99400,1386285,8059000.00,112531810.00,15.83
CPT,571800,143500,989646.00,250675.00,2.89
CRD,53000,0,58830.00,0,6.83
CSS,26500,114300,57770.00,249174.00,11.69
CTW,24100,0,221390.00,0,24.64
CWT,0,4700,0,13536.00,1.22
CWT-W4,10000,5000,4820.00,2450.00,1.92
D,3900,8900,45630.00,104130.00,2.24
DCC,764000,1163900,1999408.00,3038400.00,14.78
DCC-W1,0,5900,0,6224.00,0.07
DCON,125000,1000,70000.00,560.00,1.62
DDD,27200,4300,1235800.00,195275.00,7.35
DELTA,9300,168400,648425.00,11703850.00,26.94
DEMCO,50000,10000,209000.00,41800.00,2.04
DIMET,0,103500,0,115436.00,0.91
DOD,219600,501900,3163050.00,7236530.00,4.99
DRT,0,18800,0,104340.00,6.32
DTAC,675000,1550100,30253175.00,69599825.00,34.14
DTC,135900,61100,1792170.00,810370.00,8.23
EA,6877689,7099100,329894472.00,340201100.00,21.07
EASON,4000,1000000,10800.00,2697562.00,22.88
EASTW,17300,41600,192030.00,461400.00,10.48
ECF,517200,1239603,4708820.00,11317702.45,16.44
ECF-W3,2900,159800,10208.00,559056.00,8.88
ECL,86500,145900,184248.00,310058.00,2.31
EFORL,437000,0,30590.00,0,2.00
EGCO,336012,347535,78276524.00,80917471.00,37.22
EIC,28300,28300,1415.00,1416.00,50.00
EKH,58300,0,355630.00,0,1.84
EMC,0,12400,0,4464.00,0.02
EPCO,0,39500,0,150756.00,1.86
EPG,287300,1163500,2390605.00,9750975.00,19.77
ERW,682000,865600,5360790.00,6777540.00,17.49
ESSO,3414100,1688385,50068930.00,24688912.50,28.39
ESTAR,20000,20000,14000.00,14200.00,0.33
ETE,5600,4900,10416.00,9163.00,0.72
EVER,357100,400000,211884.00,234600.00,0.47
EVER-W3,80000,0,6700.00,0,0.40
FANCY,5000,0,4350.00,0,0.24
FLOYD,10100,0,22018.00,0,0.69
FPT,0,400,0,6600.00,2.00
FSMART,1000,58600,8200.00,481585.00,12.00
FSS,1400,81800,3304.00,193048.00,25.30
FTE,55900,0,129170.00,0,7.46
