Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,11400,4300,55954.00,21370.00,0.50
2S-W1,300,1000,339.00,1118.00,0.01
7UP,400,0,132.00,0,0.00
7UP-W1,200,0,10.00,0,0.04
A,700,0,4585.00,0,0.30
AAV,0,1200,0,7440.00,0.02
ABICO,21000,0,199450.00,0,3.96
ACAP,0,9300,0,177780.00,0.44
ACAP-W2,4600,7600,60260.00,100360.00,0.24
ACC,92200,0,46300.00,0,16.95
ADVANC,2122700,754255,400266250.00,142409240.00,16.17
AEC,30000,0,18000.00,0,0.20
AEONTS,400,0,42100.00,0,4.87
AF,10800,2200,8266.00,1679.00,0.14
AGE,200000,0,280000.00,0,24.31
AH,748000,33720,20253825.00,910581.00,24.49
AIT,1100,15500,30625.00,433875.00,3.84
ALT,0,2400,0,16200.00,0.11
AMANAH,10400,21400,18304.00,37470.00,0.27
AMARIN,40000,0,198400.00,0,10.28
AMATA,4178600,813100,69181450.00,13407410.00,19.37
AMATAV,18800,43300,144565.00,331820.00,34.27
AMC,20400,0,81600.00,0,2.00
ANAN,4518100,2007302,23488710.00,10393800.30,19.75
AOT,3340301,6886500,165461625.00,339269375.00,17.90
AP,7032500,937964,55569815.00,7413713.20,29.88
APCS,0,1500,0,11010.00,0.28
APEX,173400,38100,76296.00,16764.00,0.94
APURE,2967200,985200,7654898.00,2554770.00,14.76
AQUA,379700,256800,262002.00,179350.00,9.64
ARIP,109300,0,76510.00,0,9.97
AS,101200,100000,241906.00,240000.00,2.62
ASAP,189500,1174600,1704895.00,10678220.00,3.98
ASEFA,6200,1500,45425.00,10950.00,0.58
ASIAN,19500,183700,260340.00,2434800.00,2.04
ASIMAR,0,7900,0,20224.00,0.41
ASK,0,200,0,4260.00,0.20
ASN,0,20000,0,118000.00,15.46
ASP,40000,0,146800.00,0,1.28
AS-W1,3300,0,4190.00,0,0.01
ATP30,303300,216100,515805.00,365873.00,1.92
ATP30-W1,600,0,594.00,0,0.01
AUCT,1500,4200,10725.00,30095.00,0.39
AYUD,200,300,6125.00,9150.00,0.78
B,823600,823600,57652.00,59704.00,10.17
B52,145100,144900,21686.00,21813.00,2.89
BA,133500,21200,2450680.00,389190.00,6.03
BAFS,9900,9600,473675.00,452325.00,1.47
BANPU,5493000,10110800,87591720.00,161109513.73,13.52
BAT-3K,700,1600,165100.00,379300.00,1.92
BAY,13300,14800,489275.00,543475.00,7.78
BBL,3358500,1587731,634954150.00,300050878.00,33.64
BCH,297400,402500,3820150.00,5182210.00,5.38
BCP,155600,203700,5166600.00,6764725.00,11.64
BCPG,404600,910600,5919510.00,13387000.00,8.39
BCT,0,100,0,3500.00,0.18
BDMS,5298700,6184500,101152560.00,118047150.00,23.02
BEAUTY,1475900,1270700,16020210.00,13765020.00,13.47
BEC,1242800,748900,24960640.00,14971170.00,13.67
BEM,8215900,6404779,61807010.00,48138799.65,13.05
BFIT,100,3600,1830.00,65880.00,1.00
BGT,52900,9600,95749.00,17472.00,2.15
BH,190400,64800,32579950.00,11079200.00,22.34
BIG,2700800,4997000,11314314.00,20979116.00,9.14
BIGC,0,13000,0,2899000.00,25.99
BJC,566700,1119500,26040000.00,51349725.00,17.17
BJCHI,24700,88900,97778.00,351040.00,7.77
BKD,224500,129000,822358.00,470156.00,1.15
BLA,245000,239573,10704725.00,10448807.25,21.59
BLAND,1521600,945600,2762989.00,1719855.00,5.54
BM,0,20000,0,73200.00,3.51
BOL,0,1000,0,2220.00,0.02
BPP,302300,309592,7621325.00,7803781.60,8.26
BR,0,24600,0,178055.00,0.27
BROCK,11000,0,32780.00,0,0.90
BRR,0,12500,0,145700.00,0.59
BSBM,100000,35000,142000.00,50050.00,6.06
BTS,3385902,1564102,28723087.00,13276201.90,23.94
BTS-W3,60100,1534,23439.00,581.98,1.12
BTW,4400,226700,16104.00,834292.00,4.99
BWG,193900,112000,356815.00,206544.00,0.39
BWG-W4,1300,0,438.00,0,0.01
CBG,61200,260300,4070725.00,17320000.00,6.92
CCET,12400,95894,38234.00,294893.24,3.63
CENTEL,1411600,614600,58344950.00,25480200.00,12.74
CFRESH,1000,0,7000.00,0,1.38
CGD,0,25100,0,26255.00,0.50
CGH-W2,6500,0,585.00,0,1.64
CHG,395700,1141512,947700.00,2739573.04,6.07
CHO,11000,0,18760.00,0,0.45
CHOW,1000,0,4120.00,0,0.15
CI,10000,166700,15900.00,260080.00,7.00
CIG,80000,0,44300.00,0,7.57
CIG-W6,0,24000,0,1440.00,8.21
CIMBT,5000,710200,5350.00,756984.00,6.70
CITY,5300,0,16112.00,0,1.45
CI-W1,0,325000,0,143000.00,5.74
CK,1043900,2796812,29797600.00,80153606.00,26.24
CKP,0,472700,0,1559656.00,5.65
CKP-W1,0,3400,0,1530.00,0.32
CM,0,66000,0,438510.00,2.53
CMO,288800,687600,519818.00,1224403.00,36.17
CMR,300,700,1218.00,2828.00,0.10
CNT,0,28000,0,110706.00,3.79
COL,24100,13700,1376725.00,782225.00,1.47
COM7,0,123100,0,1418450.00,2.33
COMAN,0,2000,0,14500.00,0.08
CPALL,2676800,3622700,161157600.00,217705750.00,13.15
CPF,8920900,6726400,215886230.00,162578280.00,14.62
CPI,2900,3000,6380.00,6720.00,1.66
CPL,0,1600,0,77225.00,2.34
CPN,1780000,856800,121446875.00,58283625.00,17.14
CPR,9200,700,60210.00,4585.00,0.43
CRANE,50200,1011000,102408.00,2071060.00,7.30
CRANE-W1,116100,11758694,64995.00,5964694.40,4.25
CSL,1500,600,9150.00,3630.00,0.15
CSP,65200,22800,177170.00,61104.00,2.37
CWT,0,5000,0,14200.00,0.12
DCC,95000,2400,383612.00,9652.00,2.36
DCON,395000,385300,237000.00,231205.00,11.23
DCORP,503700,523400,2880461.00,2764043.00,1.61
DELTA,769300,469165,66528000.00,40508091.25,39.71
DEMCO,115100,900,747310.00,5875.00,9.59
DIMET,28700,1000,77342.00,2680.00,1.84
DRT,0,100,0,595.00,0.09
DTAC,2426000,1335400,134223875.00,73813100.00,7.65
DTC,96100,2500,1106710.00,29000.00,8.41
EA,2281900,1826900,81338650.00,65135500.00,39.34
EASON,64800,0,244714.00,0,0.77
EASTW,1423200,11000,18272830.00,141260.00,38.92
ECF,151500,27900,617002.00,112682.00,0.87
ECL,189735,1195700,780641.00,4986332.00,4.67
ECL-W2,499200,23800,1203992.00,57596.00,2.02
EE,0,1400,0,1680.00,0.07
EFORL,9618800,9618800,1058068.00,1063068.00,20.40
EFORL-W3,0,2000,0,20.00,0.06
EGCO,78800,59400,16695600.00,12548600.00,17.99
EIC,26500,405000,5830.00,89100.00,1.50
EKH,500,0,2550.00,0,0.04
EMC,0,11100,0,1221.00,0.04
EPCO,20600,0,150360.00,0,0.40
EPCO-W2,100000,101000,63000.00,63660.00,0.59
EPG,1367700,208300,16535850.00,2509690.00,17.34
ERW,964000,950600,5365340.00,5245185.00,8.08
ESSO,245600,1431928,2396005.00,13964943.00,22.35
ESTAR,0,890000,0,631900.00,4.41
ETE,800,220500,3200.00,882862.00,5.78
EVER,25300,19900,14168.00,11144.00,1.13
