Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,0,2500,0,11900.00,0.66
7UP,280800,135900,193752.00,92687.00,1.13
AAV,366400,264900,2071255.00,1507355.00,3.05
ACAP,25900,29800,324100.00,370130.00,2.51
ADB,621600,0,1010592.00,0,3.20
ADVANC,1143800,548138,223287950.00,107045041.00,36.41
AEONTS,20300,42400,3460400.00,7188000.00,4.54
AGE,0,58000,0,94917.00,3.82
AH,0,38800,0,1218375.00,28.03
AIT,58500,26800,1813550.00,831175.00,34.15
AJ,2700,6200,36010.00,82920.00,1.40
AJA,1401800,397200,816349.00,235738.00,0.70
AJA-W1,145000,37000,38120.00,9620.00,0.69
AKP,0,400,0,800.00,0.45
ALT,115600,44400,479904.00,186726.00,1.85
ALT-W1,83000,93000,144480.00,164080.00,0.13
AMA,2100,20200,34860.00,334400.00,2.27
AMANAH,457100,316800,939328.00,645000.00,1.72
AMARIN,0,14500,0,73140.00,2.84
AMATA,1358500,1609600,35956850.00,42651375.00,18.04
AMATAV,8200,109000,71080.00,948580.00,7.55
ANAN,2636400,897500,13528325.00,4603985.00,14.50
AOT,6366801,2044391,442494644.50,142026979.00,16.83
AP,1563100,705400,13268495.00,6003420.00,8.51
APCS,1900,0,11970.00,0,0.54
APURE,10000,56500,19000.00,107613.00,5.29
AQ,2400,502400,72.00,15096.00,0.93
AQUA,0,100,0,57.00,0.00
ARROW,300,0,3840.00,0,0.09
ASAP,338600,18400,3845860.00,206080.00,4.28
ASIAN,494200,335100,4753295.00,3228270.00,10.03
ASIMAR,32500,69400,106000.00,226876.00,11.37
ASK,78100,2700,1937270.00,66980.00,3.32
ASN,58,100,244.76,418.00,0.17
ASP,121800,1230235,486732.00,4908686.60,12.56
ATP30,0,1066100,0,2057613.00,4.41
ATP30-W1,21800,17600,21800.00,17248.00,0.17
AU,768000,109900,10923200.00,1555750.00,3.75
AUCT,800,0,4600.00,0,0.13
AYUD,0,1600,0,56000.00,1.40
B,15000,156800,13500.00,143242.00,0.19
BA,835300,154000,12474470.00,2294420.00,16.87
BAFS,2605,6936,110737.50,295464.00,2.23
BANPU,12939700,13309816,275604930.00,285934621.20,13.43
BAY,21700,55500,972575.00,2493175.00,4.93
BBL,0,105200,0,21634400.00,2.70
BCH,532400,494400,8764890.00,8118350.00,6.54
BCP,410000,759300,16340825.00,30236625.00,20.69
BCPG,499200,690200,12485800.00,17253970.00,7.37
BCT,16000,18800,1004575.00,1177275.00,2.12
BDMS,3331702,3284455,74553244.40,73445904.50,11.38
BEAUTY,2202300,1603100,49138840.00,35801610.00,9.19
