Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,1100,31000,6270.00,176700.00,1.93
7UP,100,0,49.00,0,0.00
AAV,10100,750100,62620.00,4650620.00,6.33
ABICO,2000,2400,21200.00,25440.00,0.72
ACAP,21300,4900,440100.00,100560.00,0.43
ACC,30800,0,16940.00,0,7.75
ACC-W1,15000,0,1350.00,0,3.05
ADVANC,970900,112821,167363250.00,19462222.50,11.50
AEONTS,0,800,0,88950.00,16.66
AGE,0,11400,0,16010.00,0.50
AH,254800,20400,6362275.00,509170.00,6.87
AHC,0,200,0,6350.00,5.56
AIRA,1600,0,3936.00,0,2.69
AIT,13800,65000,389850.00,1836250.00,15.49
AJ,0,4900,0,69430.00,0.37
AKR,20000,0,20200.00,0,1.20
ALT,141000,84000,1011150.00,601340.00,1.71
ALUCON,0,100,0,30200.00,9.96
AMANAH,66200,90100,129136.00,176116.00,0.51
AMATA,614700,721254,11057650.00,12943155.30,2.65
AMATAV,0,20200,0,155395.00,1.00
AMC,24500,10700,104120.00,45560.00,0.60
ANAN,381500,4493100,2036220.00,23977160.00,15.26
AOT,1493340,973148,65682219.00,42810662.25,4.96
AP,110100,99900,888255.00,808655.00,1.31
APCS,13200,1500,104280.00,11925.00,4.88
APURE,954400,30000,2733998.00,86400.00,3.72
AQUA,964300,1153400,699989.00,837593.00,12.18
ARROW,0,28200,0,437000.00,6.45
AS,230100,51000,531312.00,117320.00,2.91
ASAP,190000,282400,1046500.00,1556365.00,6.57
ASEFA,0,667800,0,4841550.00,40.07
ASIAN,1190800,1047400,13419080.00,11611620.00,4.84
ASIMAR,5900,1000,15930.00,2620.00,0.05
ASK,4300,4500,92880.00,96950.00,0.72
ASP,215000,35000,777500.00,126400.00,10.90
AS-W1,10900,9600,13900.00,12234.00,0.03
ATP30,387600,393300,694820.00,705096.00,8.04
ATP30-W1,30000,425225,32700.00,459242.00,0.79
AU,87000,69700,756900.00,613025.00,5.35
AUCT,22700,600,174825.00,4650.00,1.10
B,259700,259700,15582.00,15664.00,5.94
B52,50000,0,10500.00,0,0.48
BA,546300,63900,10318840.00,1206870.00,18.36
BAFS,59500,500,2332450.00,19575.00,17.62
BANPU,1723301,7742300,30591677.90,139698800.40,8.26
BAY,3600,7000,130600.00,254525.00,2.11
BBL,2479500,3174300,446164200.00,571151050.00,60.58
BCH,185600,702800,2484510.00,9438390.00,7.96
BCP,489010,497063,16461235.00,16727385.50,19.04
BCPG,2153319,2227200,32389283.10,33490050.00,6.38
BDMS,2166909,4677900,40805331.00,88144270.00,25.47
BEAUTY,1845400,2746201,20107360.00,29953550.90,10.10
BEC,1120800,604600,22944320.00,12368020.00,8.71
BEM,6712875,6944749,48143763.75,49815680.35,15.50
BFIT,0,2400,0,45190.00,0.21
BGT,311300,196900,604558.00,378780.00,3.55
BH,164600,51700,28695150.00,9011100.00,20.73
BIG,270300,235800,1351600.00,1190400.00,4.61
BIGC,0,100,0,22200.00,0.20
BIZ,100,1900,446.00,8560.00,0.16
BJC,201600,579700,9208525.00,26515750.00,15.09
BJCHI,39700,1374500,161052.00,5583148.00,30.31
BKD,3500,40300,12040.00,139514.00,0.53
BLA,97300,127912,4426275.00,5809818.00,7.43
BLAND,2065900,2744200,3907112.00,5208786.00,19.62
BLAND-W4,1000,0,190.00,0,0.02
BOL,244200,191600,584260.00,444584.00,0.38
BPP,574610,1273725,15514465.00,34338193.75,5.23
BR,2120200,138000,14998290.00,987450.00,8.83
BROCK-W1,0,15000,0,3600.00,1.38
BRR,9700,114700,121860.00,1438420.00,3.20
BSBM,27500,2000,39050.00,2840.00,1.67
BSM,0,200000,0,80000.00,6.60
BTS,1384595,955200,11681477.00,8045705.00,12.50
BTW,9300,22200,35526.00,85692.00,0.32
B-W3,0,4004400,0,40044.00,40.76
BWG,185200,407400,342624.00,753690.00,2.07
BWG-W4,200,0,70.00,0,0.04
CBG,147031,985569,10615998.00,71098905.50,16.10
CCET,404200,107000,1330938.00,353100.00,11.78
CCP,0,30000,0,18000.00,0.16
CENTEL,55100,206500,2066250.00,7741925.00,13.13
CEN-W4,0,8000,0,1920.00,0.08
CGD,10000,5000,10300.00,5138.00,1.45
CGH-W1,1014000,0,60840.00,0,36.10
CHEWA,500,0,670.00,0,0.02
CHG,156900,195000,379698.00,471822.00,2.36
CHO,208200,5000,387252.00,9350.00,1.75
CHOTI,200,1000,38800.00,193700.00,35.29
CI,0,510700,0,817028.00,18.08
CIMBT,535600,2704900,578740.00,2932497.00,22.02
CITY,58000,44600,200280.00,152224.00,1.07
CK,1894500,2122100,53102700.00,59571825.00,10.41
CKP,7339600,7638000,24220652.00,25229812.00,17.44
CM,54200,298400,370835.00,2055145.00,1.91
CMO,100,26600,186.00,49476.00,0.46
CMR,0,1900,0,7942.00,0.81
CNS,0,21000,0,52080.00,22.06
COL,0,7900,0,422525.00,6.67
COM7,10300,37100,117740.00,424790.00,0.87
CPALL,435651,747821,26967380.00,46266193.00,5.52
CPF,4363449,2642725,109361498.25,66236745.00,11.69
CPN,1470902,222000,101238737.00,15281750.00,17.40
CPR,1500,0,10350.00,0,0.04
CRANE,6300,0,13008.00,0,0.19
CSP,110300,133200,352862.00,426128.00,0.62
CSS,57100,1300,185038.00,4212.00,1.04
CTW,22700,0,236080.00,0,12.64
CWT,0,1500,0,4274.00,0.19
DCC,15800,9600,63190.00,38426.00,1.16
DCON,624400,606400,374640.00,363912.00,46.26
DCORP,0,5100,0,28590.00,0.13
DELTA,238200,154000,21848575.00,14097275.00,27.94
DEMCO,804900,25000,5474820.00,170000.00,33.49
DIMET,118600,100000,378832.00,312000.00,2.23
DRT,5100,0,31920.00,0,1.08
DTAC,3839400,2427153,199628825.00,125474317.75,14.48
DTC,0,3000,0,30000.00,1.00
EA,554800,397100,17507825.00,12542850.00,2.29
EARTH,43147600,53760000,60369702.00,75512703.00,7.80
EARTH-W4,630000,940000,56700.00,89600.00,0.60
EASON,0,400,0,1448.00,0.10
EASTW,200,0,2460.00,0,0.03
ECF,268000,137700,1110580.00,568824.00,1.62
ECL,40600,3105200,125872.00,9746932.00,15.09
EE,73400,100,94820.00,130.00,0.08
EFORL,5000,1011400,650.00,141596.00,3.87
EFORL-W3,0,15000,0,150.00,0.06
EGCO,11941,45500,2532110.00,9668600.00,4.74
EIC,0,54900,0,20313.00,3.15
EPCO,800,1200,5360.00,7995.00,0.20
EPG,227900,704900,2962700.00,9123580.00,15.92
ERW,261100,25000,1258280.00,120500.00,11.37
ESSO,321600,429659,3447300.00,4586651.30,13.70
ESTAR,0,100,0,70.00,0.02
ETE,0,5500,0,21670.00,0.07
EVER,29300,27800,16701.00,15845.00,0.80
EVER-W3,0,465900,0,27954.00,22.51
FANCY,34800,142400,79464.00,323676.00,2.17
FC,50000,0,23500.00,0,9.52
FC-W2,50000,0,3000.00,0,3.98
FN,0,16800,0,99035.00,0.12
FPT,9900,35800,144450.00,519100.00,5.40
FSMART,5100,8600,94860.00,159830.00,1.41
FVC,770700,10650,2277784.00,31304.00,14.58
GCAP,4600,40600,16928.00,148950.00,0.54
GEL,1035200,1067700,486544.00,502839.00,29.39
GENCO,32000,1500,38520.00,1815.00,2.49
GFPT,240700,1005000,4980380.00,20728280.00,14.94
GGC,434800,881300,6422280.00,13185270.00,2.42
GIFT,168100,130500,1030165.00,809100.00,2.34
GIFT-W1,10000,28800,35400.00,102696.00,1.35
GJS,1789900,1910900,644414.00,690366.00,3.14
GL,546500,169900,10855720.00,3370390.00,7.32
GLOBAL,6830400,2308900,102738317.64,34738787.64,46.65
GLOW,491921,268409,38515274.00,21009826.75,45.33
GL-W4,9400,10500,54880.00,59425.00,0.27
GOLD,45200,7000,361510.00,55650.00,4.23
GPSC,56100,239400,1945700.00,8313375.00,10.09
GRAMMY,0,1400,0,15430.00,2.83
GRAND,40000,0,36800.00,0,2.47
GREEN,107000,0,175480.00,0,1.98
GREEN-W4,700000,0,568000.00,0,5.03
GSTEL,1994000,2465000,717840.00,887400.00,5.94
GSTEL-W2,0,1734000,0,34680.00,36.37
GTB,15000,8000,18000.00,9600.00,0.65
GUNKUL,1011900,919700,4184328.00,3798472.00,3.25
HANA,487801,598300,26580880.25,32653925.00,18.60
HARN,33400,106900,110110.00,355226.00,0.69
HFT,0,10700,0,52874.00,0.62
HMPRO,1037000,1976398,9956620.00,18984425.80,12.28
HTECH,202900,106300,1747255.00,924910.00,0.73
ICHI,3400,4400,30260.00,39000.00,0.72
IFS,32100,69700,110066.00,238680.00,0.92
IHL,65200,85700,572895.00,752170.00,0.92
IHL-W1,12000,78000,58800.00,372560.00,1.33
ILINK,7400,1600,111630.00,24020.00,0.62
INET,224400,128600,978584.00,562332.00,3.54
INOX,101800,94900,227196.00,210776.00,7.57
INTUCH,5106435,609500,283314675.75,33816300.00,36.00
IRCP,13100,0,40086.00,0,0.32
IRPC,6840890,4685300,34767708.00,23888035.00,21.09
IT,0,14200,0,51058.00,2.01
ITD,1049200,1164300,4699124.00,5193200.00,8.85
ITEL,64000,25100,316720.00,125192.00,1.89
IVL,3129100,3729644,119117225.00,141951600.00,12.04
IVL-W1,412300,448000,977094.00,1090898.00,0.54
IVL-W2,0,22100,0,62396.00,2.15
J,800,0,1824.00,0,0.38
JAS,781200,836800,6551635.00,7027050.00,7.74
JAS-W3,550000,0,2437000.00,0,14.73
JCK,7900,7800,16906.00,16692.00,1.23
JMART,1900,6300,23560.00,78120.00,0.35
JMT,7800,26700,184030.00,628610.00,5.58
JSP,9000,200,9721.00,216.00,0.43
JTS,3000,27200,6272.00,57100.00,50.84
JWD,38200,600,317390.00,4975.00,3.91
K,0,115500,0,658280.00,4.58
KAMART,14300,2600,126345.00,23010.00,0.94
KASET,0,600,0,1680.00,0.02
KBANK,1286300,457075,245499600.00,87211422.50,30.48
KBS,0,60200,0,433440.00,26.43
KCAR,500,12600,7200.00,182000.00,1.11
KCE,302600,374700,32218550.00,39875350.00,20.88
KCM,10000,0,10200.00,0,0.99
KGI,0,12600,0,50486.00,0.74
KIAT,244200,69600,146415.00,41763.00,3.31
KKC,0,186700,0,452616.00,11.63
KKP,355652,914890,24551202.00,63106054.25,28.18
KOOL,10050,3000,37186.00,11100.00,0.16
KSL,904000,542766,4974480.00,2989252.45,3.84
KTB,2297900,4828020,43382950.00,91020836.00,14.88
KTC,18801,10920,2392928.50,1387743.00,9.23
KTIS,0,407,0,2889.35,0.38
KWG,10100,2000,38380.00,7678.00,0.80
KYE,100,0,51400.00,0,0.29
L&E,500,1900,1980.00,7592.00,0.55
LDC,3400,0,4693.00,0,0.25
LEE,18300,90900,55792.00,276390.00,10.51
LH,3744927,1198700,37199840.00,11894680.00,30.14
LHFG,168500,342300,299930.00,609296.00,1.56
LHK,65600,30500,302314.00,140980.00,1.39
LIT,63100,13900,763460.00,165410.00,0.83
LIT-W1,14600,9900,58692.00,39402.00,0.16
LOXLEY,2962400,50200,9977996.00,167672.00,13.53
