Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S-W1,300,0,196.00,0,0.01
7UP,568400,2300400,409748.00,1656288.00,1.50
7UP-W3,1000000,41000,150000.00,6150.00,1.09
AAV,10100,542400,58575.00,3166905.00,3.04
ACAP,1700,34700,22020.00,448920.00,3.10
ACC,65000,0,38300.00,0,1.83
ADB,2445100,1532400,3759503.00,2302053.00,0.72
ADVANC,1555712,1099200,301847593.00,213250850.00,21.24
AEONTS,29000,25100,4348150.00,3807000.00,4.37
AGE,20000,36800,36400.00,66976.00,2.09
AH,5392,85900,175134.00,2787000.00,17.52
AHC,0,700,0,15960.00,3.50
AIRA,0,300,0,660.00,0.82
AIRA-W2,50800,0,6604.00,0,20.60
AIT,13100,3500,423450.00,112450.00,1.00
AJ,3200,23800,42940.00,319380.00,1.82
AJA,2700,100,1485.00,55.00,0.02
AKP,1000,115000,2080.00,239200.00,27.13
ALLA,60000,30000,126600.00,63000.00,20.66
ALT,38600,42100,164436.00,180062.00,7.06
ALT-W1,157200,150000,255448.00,243100.00,3.86
ALUCON,0,100,0,25800.00,2.63
AMANAH,3000,146000,5014.00,243833.00,4.77
AMATA,2290014,2382598,63377213.50,65580125.50,19.19
AMATAV,0,4700,0,43600.00,0.31
ANAN,405800,1625200,2328680.00,9346620.00,19.72
AOT,5704528,6880000,404799270.00,488016300.00,16.93
AP,4491200,1009500,41141805.00,9285280.00,19.75
APCO,400,0,480.00,0,0.01
APCS,30000,500,186000.00,3100.00,4.52
APURE,0,34200,0,65340.00,1.51
AQ,940000,25889100,37600.00,1059840.00,1.91
AQUA,234800,485800,131288.00,271948.00,0.52
ASAP,3800,62900,34200.00,567845.00,3.93
ASEFA,16300,0,96985.00,0,1.95
ASIAN,200200,704500,2222380.00,7877140.00,7.54
ASIMAR,5500,1900,17160.00,5928.00,0.44
ASK,9200,7400,216420.00,173620.00,2.72
ASN,100,0,406.00,0,0.20
ASP,598400,13740,2532910.00,58065.20,4.59
ATP30,20000,0,35100.00,0,1.26
AU,305200,44500,3738370.00,550600.00,16.47
AUCT,11200,18400,64790.00,106920.00,1.02
AYUD,46400,12400,1536150.00,418500.00,4.92
B,0,7200,0,6336.00,0.28
B52,1200,600,792.00,402.00,0.08
BA,426400,300600,6366600.00,4506000.00,9.50
BAFS,34100,12600,1459575.00,538650.00,5.09
BANPU,37130455,29630765,775038044.50,618100032.50,19.58
BAY,9600,114600,446725.00,5323325.00,11.04
BBL,0,202600,0,42506300.00,4.31
BCH,386900,943000,6150520.00,15017680.00,11.28
BCP,1330566,2569600,55305297.00,106908550.00,29.05
BCPG,408200,721400,10840050.00,19226525.00,2.92
BCT,9000,12700,542850.00,769425.00,20.28
BDMS,6764300,4591700,143048658.30,97093680.00,37.65
BEAUTY,5309300,5424331,114243550.00,117043936.60,16.10
BEC,134200,310000,1649760.00,3788430.00,1.79
BEM,9623252,12129100,75123220.60,94433830.00,12.89
BFIT,59700,3800,2206525.00,139650.00,3.87
BGRIM,504200,837700,15581775.00,25609200.00,1.76
BH,258348,461600,50934254.00,90954500.00,24.25
BIG,347200,330000,1039206.00,990200.00,2.88
BJC,743300,1365300,43066025.00,79092750.00,17.81
BJCHI,12100,2600,38680.00,8300.00,3.42
BKD,105300,119900,325700.00,372572.00,3.00
BKI,200,200,73600.00,73600.00,5.51
BLA,258005,21600,9799190.00,820075.00,10.99
BLAND,5872500,25289700,10260415.00,44253865.00,22.03
BLAND-W4,0,648,0,25.44,0.00
BPP,445500,475600,11665425.00,12429125.00,10.12
BR,26600,389100,197610.00,2887450.00,5.19
BROOK,1011500,27500,768740.00,20900.00,16.60
BRR,18800,7500,159975.00,63860.00,1.70
BSBM,163200,0,233357.00,0,35.82
BSM,54500,23100,42655.00,18218.00,1.20
BTS,4535872,5486600,37274295.40,45025340.00,26.84
BWG,2036200,2436500,2757393.00,3296753.00,4.29
BWG-W4,636600,1400,94538.00,210.00,1.82
CBG,63500,277800,5191775.00,22759825.00,11.45
CCET,732300,1472634,2053558.00,4126342.28,19.58
CEN,34000,0,49340.00,0,3.71
CENTEL,513200,398739,26413975.00,20514290.25,23.93
CGD,27100,121500,36585.00,165198.00,3.22
CGH,57200,200000,74087.00,262000.00,16.68
CHEWA,0,18000,0,25560.00,1.56
CHG,1157100,1340000,2391918.00,2775090.00,4.59
CHO,358600,78600,731484.00,160344.00,5.31
CIG,0,19900,0,9552.00,0.60
CIMBT,600000,0,684000.00,0,6.39
CK,1167988,592300,32040531.50,16279400.00,13.19
CKP,2063100,1190712,8937328.00,5167139.36,4.21
CMO,0,47950,0,100056.00,1.98
CNS,40500,134200,121820.00,405290.00,7.02
CNT,75000,0,249000.00,0,32.38
COL,8500,7500,522700.00,459575.00,3.03
COM7,3845415,5318045,64887742.00,89729807.50,13.04
CPALL,2881574,4635400,231175657.00,371218675.00,26.54
CPF,3700442,4760500,89854504.40,115525980.00,25.13
CPN,1010196,1702200,86401100.25,145516750.00,31.01
CPT,1600,130100,3584.00,291424.00,2.85
CRANE,2500,0,9160.00,0,0.25
CRANE-W1,0,5000,0,12300.00,15.62
CRD,148300,213600,211588.00,303461.00,0.40
CSL,12000,0,90250.00,0,1.40
CSS,53600,98500,151188.00,279162.00,6.32
CTW,1700,2200,19210.00,24840.00,1.12
CWT,10000,5100,30400.00,15504.00,0.89
D,0,100,0,905.00,0.02
DCC,525400,31000,1841990.00,107156.00,20.05
DCORP,3500,7500,13160.00,28264.00,1.12
DDD,6905,32005,756555.00,3576058.00,2.04
DELTA,261900,127100,20062225.00,9735925.00,32.01
DEMCO,1300,49900,7800.00,299400.00,3.39
DIMET,14000,300000,23660.00,516000.00,15.91
DTAC,3263257,2481000,173096473.25,131595425.00,16.54
DTC,5000,0,50500.00,0,4.56
EA,3220426,4215907,223740694.00,292545508.00,12.59
EASON,13000,253,50440.00,985.64,4.84
EASTW,0,5100,0,62220.00,1.36
ECF,290400,74500,1784285.00,463975.00,1.90
ECF-W2,30000,0,78600.00,0,0.92
ECF-W3,220000,339200,345928.00,531912.00,4.80
ECL,70700,128800,261234.00,473720.00,2.37
EE,25600,18300,20992.00,15006.00,0.72
EFORL,970400,970400,67928.00,68351.00,15.09
EFORL-W3,0,5800,0,58.00,0.35
EGCO,162560,98910,35731314.00,21715290.00,27.19
EIC,100400,100400,7028.00,7032.00,2.37
EKH,0,60100,0,333550.00,2.42
EMC,99000,0,7920.00,0,0.74
EPCO,54200,48100,229832.00,203896.00,0.15
EPG,226000,327300,2424340.00,3509310.00,27.80
ERW,651500,370200,5519260.00,3139750.00,9.90
ESSO,5350000,677600,101608590.00,12879420.00,21.23
ESTAR,647500,52800,522754.00,42240.00,13.62
FC,500000,50000,215000.00,21500.00,11.81
