Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,45800,54000,406105.00,477030.00,0.24
7UP,2244300,271900,1913319.00,232634.00,2.93
AAV,40500,10858852,263650.00,70812395.65,12.95
ABICO,11800,24500,162400.00,341650.00,0.60
ACAP,11000,26300,229100.00,547910.00,1.02
ADVANC,1173610,488400,182058230.00,75714850.00,6.90
AEC,200,200,114.00,116.00,0.02
AEC-W2,0,50000,0,2500.00,15.36
AEONTS,2101,0,218053.50,0,15.91
AF,1000,0,570.00,0,0.16
AGE,129800,0,209351.00,0,0.83
AH,65700,47400,1041220.00,749130.00,12.39
AIRA,41700,1000000,105232.00,2520360.00,21.63
AIT,17300,26250,449450.00,676400.00,2.03
AJ,187800,101500,2457070.00,1325780.00,9.33
AJA,190200,3311600,370049.00,6453238.00,2.58
AJA-W1,0,20000,0,25200.00,0.70
AKP,20000,11000,52400.00,29020.00,0.75
ALLA,0,21800,0,66948.00,0.55
ALT,51025,101000,452307.50,886590.00,0.29
ALUCON,0,600,0,157800.00,5.77
AMA,24900,1500,595310.00,36150.00,0.29
AMARIN,8900,4500,64205.00,32475.00,1.15
AMATA,137200,495700,1823940.00,6607520.00,1.78
AMATAV,9700,11300,70675.00,82460.00,0.22
AMC,50100,20600,240808.00,99292.00,0.55
ANAN,13538600,10944800,73251465.00,58948840.00,13.05
AOT,366600,407000,143658400.00,159351700.00,11.44
AP,2547700,293490,19630730.00,2266533.50,4.84
APCO,16300,17800,27221.00,29726.00,0.31
APCS,120000,50000,795000.00,325000.00,0.64
APURE,709000,837900,1652738.00,1960446.00,3.79
AQUA,9192700,8906700,7837319.00,7614350.00,5.45
ARIP,442900,0,341033.00,0,9.33
ARROW,3100,400,51670.00,6660.00,0.37
AS,1000,0,2900.00,0,0.02
ASEFA,34500,118500,277775.00,952100.00,1.50
ASIAN,0,2500,0,11150.00,0.33
ASK,14400,0,331380.00,0,2.40
ASP,686815,475300,2513054.00,1734348.00,10.90
ATP30,5100,22200,9616.00,41736.00,0.25
AU,22000,491100,264000.00,5869120.00,8.81
AUCT,52900,0,555450.00,0,1.41
B,1432800,1432800,121186.00,128952.00,44.43
B52,300,0,111.00,0,0.00
BA,422800,413640,9669930.00,9451211.30,8.49
BAFS,6450,800,236875.00,29275.00,4.00
BANPU,4566070,5527123,91954724.00,111433780.10,3.73
BANPU-W3,76000,1000,1162300.00,15000.00,1.25
BAY,10300,5300,405925.00,209350.00,4.85
BBL,0,225900,0,38072100.00,2.83
BCH,1483700,4155000,23233490.00,65172340.00,23.57
BCP,603801,390300,20557209.00,13308000.00,10.09
BCPG,261203,94100,3650441.70,1312760.00,1.33
BCT,5100,0,138975.00,0,3.31
BDMS,5230402,2314600,118486875.00,52457380.00,21.87
BEAUTY,7293700,8770000,90816180.00,108957290.00,18.16
BEC,1059400,1036600,20211740.00,19730450.00,23.90
BEM,7148542,4047510,54460056.30,30876961.00,10.32
BFIT,0,11000,0,135300.00,1.05
BH,237700,168400,43769950.00,30989350.00,23.46
BIG,1424900,885800,7406715.00,4597645.00,5.53
BIGC,0,500,0,104200.00,3.57
BIZ,412000,0,2018840.00,0,12.65
BJC,530701,467700,25872773.75,22711425.00,3.17
BJCHI,557900,316200,2957927.00,1681722.00,6.78
BKD,0,7000,0,22820.00,0.23
BKI,0,100,0,35100.00,0.42
BLA,841441,650400,41529084.50,32204750.00,17.87
BLAND,6293600,1053900,11256090.00,1887089.00,13.73
BLAND-W4,0,100000,0,30000.00,1.17
BM,150000,0,557000.00,0,6.44
BPP,55553,18200,1369814.70,451170.00,0.53
BR,39100,75000,270630.00,522750.00,0.41
BROOK,129000,100,105780.00,82.00,0.43
BRR,878300,404300,14869280.00,6879580.00,11.19
BSBM,286000,255900,483426.00,432903.00,0.62
BSM,0,50000,0,21500.00,0.46
BTS,3919600,4511400,34025500.00,39127810.00,14.14
BTS-W3,107500,0,74175.00,0,1.74
BTW,34000,30800,119680.00,106256.00,0.24
B-W3,520000,0,5200.00,0,20.80
BWG,3970200,4181900,8558432.00,9029950.00,4.77
BWG-W4,200000,200000,106000.00,104000.00,1.68
CBG,551600,667400,43994700.00,53168275.00,8.59
CCET,141100,321100,393892.00,898598.00,7.21
CCP,352000,20000,248520.00,14200.00,1.09
CEN,18000,0,38922.00,0,3.22
CENTEL,511100,52700,19119450.00,1968200.00,11.05
CFRESH,98000,10000,782605.00,80750.00,16.97
CGD,145400,136200,157012.00,146458.00,0.59
CGH,291000,1000,498520.00,1720.00,7.60
CGH-W1,100000,0,23000.00,0,11.16
CHEWA,100000,0,154000.00,0,0.34
CHG,1303700,1581500,3755544.00,4553932.00,6.57
CHO,1921100,321800,3750101.00,624618.00,2.32
CHOW,25500,100,169060.00,675.00,0.22
CI,46900,9400,100366.00,20150.00,1.20
CIMBT,61000,678744,88650.00,983483.28,4.03
CITY,16700,30700,57682.00,105114.00,1.63
CK,1122500,1127700,34693650.00,34922950.00,9.35
CKP,344800,497700,1220098.00,1775066.00,1.01
CM,10200,0,44886.00,0,1.11
CMO,0,430000,0,768292.00,18.65
CMR,100,600,472.00,2868.00,0.06
CNS,0,10000,0,25400.00,1.48
CNT,95000,46200,398800.00,195844.00,3.00
COLOR,43500,0,70000.00,0,0.55
COM7,228800,30800,2984520.00,400970.00,0.90
COMAN,2000,5000,20200.00,51000.00,0.43
CPALL,2167200,696100,134124000.00,43028600.00,4.93
CPF,5061700,3932000,151715550.00,117590775.00,27.18
CPH,0,1000,0,8200.00,4.27
CPI,5000,0,12800.00,0,0.04
CPL,0,5200,0,176850.00,4.61
CPN,2667300,621500,150739925.00,35111775.00,25.11
CPR,26900,6800,187665.00,46920.00,0.66
CRANE,29400,17500,83742.00,49850.00,6.24
CSL,100000,0,610000.00,0,7.02
CSP,500,60000,1240.00,146400.00,0.66
CSS,78300,165100,225296.00,475488.00,3.64
CTW,3700,0,40600.00,0,0.32
CWT,112100,130100,442242.00,519796.00,1.05
DCC,839500,260700,3891378.00,1209648.00,16.15
DCON,2907200,4002800,1875512.00,2578125.00,11.43
DCORP,5000,500,59000.00,5780.00,0.04
DELTA,438500,103600,37291400.00,8803975.00,33.16
DEMCO,118500,104420,1055565.00,930130.00,2.06
DIMET,20000,0,54000.00,0,1.81
DRT,50000,75900,278000.00,429380.00,0.90
DSGT,2100,0,10374.00,0,0.51
DTAC,3623400,1618400,152705250.00,68318450.00,6.19
