Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,200,300,466.00,700.00,0.39
2S-W1,1900,3700,57.00,95.00,0.06
7UP,7500,10000,3075.00,4109.00,0.25
AAV,228200,1237800,919770.00,4978346.00,16.58
ABICO,15200,0,67692.00,0,5.34
ACAP,972100,920923,4486884.00,4248336.72,2.84
ACAP-W2,899700,892200,670366.00,685067.00,0.32
ADVANC,2799033,2919229,498657709.50,520069933.00,31.33
AEONTS,13600,29600,2358250.00,5112300.00,7.20
AH,73600,251300,1580860.00,5394760.00,17.64
AIT,1700,200,34170.00,4020.00,0.67
AJ,0,1200,0,9660.00,1.58
AJA,0,1035600,0,288470.00,9.86
AKP,0,1000,0,1900.00,0.49
AKR,190000,205000,169700.00,182250.00,0.68
ALT-W1,20800,0,14352.00,0,0.84
AMA,0,3000,0,12900.00,0.26
AMANAH,103000,35800,168707.00,58712.00,9.50
AMATA,3938300,4620129,89369710.00,104675385.40,21.66
ANAN,705900,411100,2454488.00,1431844.00,9.67
AOT,3438700,2863684,236126875.00,196392623.00,21.50
AP,545500,578700,3788925.00,4005455.00,15.92
APURE,0,10000,0,12900.00,0.81
AQ,100900,500000,2018.00,15000.00,7.35
AQUA,100000,108600,44000.00,47042.00,0.88
ASAP,105610,844100,394919.00,3129804.00,3.14
ASEFA,0,900,0,4386.00,0.20
ASIA,0,4000,0,30850.00,2.70
ASIAN,78200,80700,646560.00,669155.00,5.20
ASK,0,5,0,120.50,0.01
ASP,12200,74300,40480.00,247064.00,2.90
ATP30,0,45000,0,69770.00,11.21
ATP30-W1,90000,0,51900.00,0,15.86
AU,46500,31600,372000.00,252715.00,9.45
AUCT,13000,4400,71530.00,24030.00,1.67
AYUD-W1,14238,12000,58073.10,49680.00,0.13
B52,6800,0,2332.00,0,0.33
B52-W2,5000,0,100.00,0,0.08
BA,417200,48900,5065140.00,591560.00,17.61
BAFS,1100,3200,36850.00,106500.00,5.40
BANPU,4542700,8443097,74889710.00,138859320.90,25.11
BAY,7200,49900,273025.00,1889575.00,6.58
BBL,950102,1446900,199462018.00,303893700.00,39.32
BCH,2091500,984800,33920400.00,15928470.00,11.29
BCP,608400,953900,19506725.00,30508650.00,25.95
BCPG,435400,524800,7208400.00,8721960.00,11.25
BDMS,8331405,6343865,201048210.00,152895456.20,27.12
BEAUTY,4079300,10824703,30508810.00,81058622.35,7.06
BEC,2147800,739400,11714645.00,3995235.00,8.90
BEM,7541068,8323990,79057716.20,87282258.00,15.14
BFIT,4200,600,74760.00,10680.00,6.22
BGC,169000,25000,1917890.00,282500.00,4.54
BGRIM,809700,288400,23684175.00,8430650.00,17.39
BH,272900,152143,50738350.00,28296805.00,24.75
BIG,924789,1644089,1230281.59,2229820.65,2.56
BJC,3431100,959953,166709425.00,46438817.50,33.80
BKD-W2,0,11408200,0,2167558.00,35.60
BLA,65400,246100,1787450.00,6718825.00,23.31
BLAND,6573606,7201711,10730447.02,11677004.15,6.87
BOL,100,5000,200.00,10000.00,5.68
BPP,1243800,238000,28232280.00,5392930.00,28.23
BR,5800,44400,23760.00,180512.00,3.59
BROOK,100000,1400,47000.00,657.00,2.60
