Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,400,0,960.00,0,0.16
2S-W1,1400,1000,85.00,60.00,0.44
7UP,0,114300,0,45720.00,4.62
AAV,533400,618200,2304264.00,2672994.00,16.86
ABICO,0,100,0,490.00,0.38
ABM,400,37900,412.00,39037.00,1.06
ACAP,119700,11400,502716.00,48354.00,5.50
ACAP-W2,20000,0,9600.00,0,0.20
ACC,30500,30000,18595.00,17100.00,0.09
ADVANC,2181940,2180964,388275155.00,388200792.00,18.28
AEONTS,169455,68900,31189525.00,12665150.00,43.96
AH,151520,179200,3621420.00,4266360.00,14.95
AIRA,1000,0,1500.00,0,17.24
AIRA-W2,100000,0,1000.00,0,4.46
AIT,400,300,8370.00,6270.00,1.17
AJA,1200,0,294.00,0,0.00
AKR,1000,0,880.00,0,0.10
AMA,5000,0,22100.00,0,1.48
AMANAH,191600,19800,337650.00,35046.00,5.22
AMARIN,0,200,0,994.00,0.15
AMATA,4526400,905700,97269880.00,19550270.00,22.28
AMATAV,2000,100,10150.00,505.00,0.18
ANAN,366082,537300,1324915.40,1945132.00,29.97
AOT,6565425,2749271,447823644.25,187637866.50,16.63
AP,1219200,1460500,8726705.00,10427665.00,19.47
APCS,1000,0,4756.00,0,0.23
AQ,318800,0,6398.00,0,1.51
ARIP,19300,110900,11346.00,66549.00,0.76
ASAP,38300,15800,136898.00,56564.00,2.41
ASIA,300,2400,2490.00,19975.00,0.55
ASIAN,308000,464500,2400865.00,3618525.00,14.27
ASP,292900,87554,978222.00,292345.28,7.57
ATP30-W1,30000,0,18600.00,0,15.72
AU,94100,34400,796585.00,290595.00,16.96
AUCT,5801,11300,33980.75,66105.00,2.67
AYUD,0,500,0,21000.00,1.95
B52,0,200300,0,78117.00,34.25
B52-W2,379000,0,3790.00,0,14.69
BA,2900,71200,36250.00,888300.00,7.27
BAFS,4000,5400,134825.00,181600.00,1.50
BANPU,3456100,2061848,57026980.00,34003877.60,28.00
BAY,21500,900,811375.00,33975.00,3.42
BBL,1919381,1971100,397133787.00,407137700.00,48.77
BCH,2735355,4167330,46613308.90,71117687.00,28.09
BCP,769145,349100,25601610.00,11599825.00,27.13
BCPG,189472,368700,3141878.10,6078610.00,13.02
BCT,0,12900,0,587300.00,42.15
BDMS,10306810,10396294,247723586.50,250741779.80,15.23
BEAUTY,7027300,4378200,54659500.00,34190220.00,12.19
BEC,625100,291800,3631935.00,1685145.00,13.61
BEM,6230630,3196506,65433025.00,33461931.00,17.01
BFIT,0,18600,0,349330.00,9.39
BGC,49730,197841,586820.00,2327076.60,6.57
BGRIM,747500,327900,22052675.00,9660200.00,23.38
BH,503630,182948,92945825.00,33778888.00,27.40
BIG,175000,371700,240618.00,509919.00,12.71
BJC,1521905,269787,72749413.75,12852382.50,17.11
BKD-W2,0,5000,0,900.00,0.29
BLA,79000,226267,2214650.00,6329042.50,23.60
BLAND,1016000,1773985,1660907.00,2904592.00,8.80
BM,2500,32500,7500.00,96100.00,16.42
BOL,3500,3000,7770.00,6660.00,0.60
BPP,418800,79100,9592790.00,1812360.00,24.67
BROOK,3600,100,1800.00,50.00,0.10
BTS,5781065,4619864,58254892.65,46335695.30,3.90
BTS-W4,518000,1769113,356420.00,1230409.97,1.26
BWG,2059500,650100,2647159.00,835873.00,9.60
BWG-W4,100,15200,2.00,224.00,0.56
CAZ,24000,5000,98120.00,20800.00,0.40
CBG,1074100,322800,45501925.00,13818350.00,20.41
CCET,165100,13487,295260.00,24052.99,50.03
CCP,300,0,117.00,0,0.06
CEN,7900,0,8690.00,0,9.97
CENTEL,2227619,334100,97503716.00,14618375.00,33.34
CFRESH,0,1300,0,5330.00,23.21
CGD,190000,0,243200.00,0,11.33
CGH-W3,100,301100,6.00,15055.00,27.81
CHAYO,20000,148900,78800.00,588126.00,8.56
CHEWA,30500,96400,33550.00,106040.00,3.07
CHEWA-W1,40000,40000,4800.00,4800.00,4.54
CHG,13237000,1632600,26854913.00,3317634.00,17.72
CHO,48400,0,68416.00,0,0.89
CHOW,10000,39000,31200.00,122092.00,5.51
CIMBT,300,300,240.00,237.00,0.13
CI-W1,0,20000,0,4400.00,3.67
CK,463690,645096,11895117.50,16574322.00,36.96
CKP,2479889,1082900,12165727.44,5317856.00,13.79
CMAN,34000,34000,91044.00,91478.00,15.82
CMC,0,200,0,346.00,0.00
CNS,21000,0,46620.00,0,11.40
CNT,0,14100,0,29046.00,12.89
COL,0,300,0,7110.00,2.03
COM7,626600,602500,10244840.00,9843900.00,9.48
COTTO,1300,0,2828.00,0,0.26
CPALL,6822075,7240204,522609293.75,553301732.00,15.44
CPF,11479145,13820929,302530652.50,361174711.25,27.57
CPL,2000,0,5032.00,0,0.82
CPN,2718036,1105223,204671835.25,83175255.75,15.91
CPR,25100,32200,166885.00,206605.00,0.46
CPT,20500,0,21735.00,0,0.07
CRANE,0,1500,0,2940.00,0.52
CSP,0,53700,0,71421.00,7.33
CSS,12600,0,25714.00,0,0.81
CTW,2200,0,17930.00,0,1.95
CWT,0,3000,0,8820.00,4.31
D,0,5200,0,45280.00,1.18
DCC,734800,575200,1611812.00,1258568.00,6.37
DCC-W1,100000,0,82000.00,0,1.12
DCORP,111200,92900,115054.00,94758.00,1.34
DDD,122500,12200,2895000.00,284420.00,2.39
DELTA,2092100,598250,150172750.00,42935227.25,14.66
DEMCO,3500,13300,10360.00,39634.00,7.05
DIMET-W2,64400,0,5800.00,0,0.50
DOD,5100,34000,62730.00,417540.00,1.79
DTAC,1285821,790200,61301188.25,37663525.00,47.52
DTC,8700,5000,91510.00,53000.00,4.92
EA,6785000,2822700,320370850.00,133770000.00,20.57
EASTW,35700,400,385610.00,4320.00,2.19
ECF,380100,831900,974952.00,2110718.00,14.63
ECF-W3,21100,0,21737.00,0,6.29
ECL,129000,119700,248259.00,227383.00,1.03
ECL-W3,397000,307205,159230.00,120656.90,0.29
EFORL,100,0,6.00,0,0.02
EGCO,514193,178000,137336275.00,47581400.00,27.53
EKH,0,4500,0,24750.00,3.04
EPCO,0,3700,0,10730.00,1.23
EPG,134500,116300,970820.00,838480.00,11.54
ERW,1118300,1119805,8167185.00,8141080.75,26.13
ESSO,2599900,948100,28800660.00,10512380.00,15.26
ETE,60000,0,89250.00,0,0.37
EVER,0,8600,0,4558.00,0.22
FLOYD,50000,0,94700.00,0,4.08
FN,0,390400,0,572707.00,6.92
FPT,200,568,2980.00,8382.80,1.62
FSMART,53000,2200,392260.00,16280.00,6.18
FSS,43500,0,86118.00,0,28.77
FTE,40000,0,87200.00,0,20.68
