Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,111100,2000,537980.00,9720.00,2.85
2S-W1,19000,17200,20061.00,18404.00,1.08
7UP,30100,120000,9933.00,37200.00,0.86
7UP-W1,300,69400,15.00,3470.00,6.03
7UP-W2,28000,0,4250.00,0,15.57
7UP-W3,0,40000,0,2000.00,0.50
A,200,0,1310.00,0,0.05
AAV,1298000,3293200,8086930.00,20418350.00,18.73
ABICO,3300,3400,30825.00,32290.00,0.57
ACAP,0,12600,0,240590.00,0.41
ACAP-W2,3600,8100,46800.00,106440.00,0.28
ACC,260000,0,132600.00,0,24.36
ADVANC,1413100,1512550,262790500.00,282035200.00,10.78
AEONTS,6200,36100,646600.00,3761700.00,50.96
AF,1500,1000,1125.00,750.00,0.08
AH,283900,37600,7732125.00,1022450.00,33.65
AIRA,3000,0,7380.00,0,0.92
AIT,700,2900,19425.00,80475.00,1.63
AJ,10000,0,138000.00,0,0.97
AKP,100,2300,228.00,5244.00,3.13
AKR,30000,0,30300.00,0,2.89
ALT,8200,0,54530.00,0,1.04
AMA,0,700,0,15050.00,0.09
AMANAH,31400,38000,55344.00,66060.00,0.17
AMARIN,2000,0,10000.00,0,0.13
AMATA,978100,143500,16256390.00,2381650.00,9.00
AMATAV,59500,27900,459485.00,214760.00,15.16
ANAN,595600,598400,3066150.00,3066270.00,22.13
AOT,3279410,3510063,162954637.50,174466125.00,6.10
AP,4194900,2277324,32985470.00,17922589.00,21.56
APCO,0,1600,0,2224.00,0.10
APCS,0,23700,0,175750.00,1.74
APEX,64600,67700,29068.00,30465.00,0.59
APURE,434600,803700,1159100.00,2134172.00,11.61
AQUA,1142400,1110300,787568.00,766263.00,10.59
ARROW,900,0,14310.00,0,0.47
AS,15800,3200,38910.00,8048.00,0.07
ASAP,871100,75600,7591320.00,659130.00,3.17
ASEFA,1500,0,10800.00,0,0.34
ASIAN,116600,10100,1568160.00,135940.00,0.91
ASIMAR,5000,0,12600.00,0,0.34
ASK,600,1000,12720.00,21200.00,1.13
ASP,40900,19000,150300.00,69876.00,1.04
AS-W1,638600,587000,892312.00,769156.00,0.99
ATP30,191200,4600,309394.00,7388.00,0.93
AU,18000,0,153400.00,0,1.37
AUCT,55600,1300,397540.00,9295.00,4.37
AYUD,0,300,0,9150.00,0.35
B,4735500,4735500,325413.00,331485.00,7.09
B52,208600,8300,31257.00,1270.00,1.26
B52-W2,10000,0,400.00,0,0.12
BA,102900,93100,1883170.00,1704740.00,12.28
BAFS,3800,2600,176525.00,120900.00,1.33
BANPU,5872950,10912000,93452910.00,173686150.00,14.12
BAT-3K,1600,300,375500.00,70800.00,1.06
BAY,17000,11900,624750.00,437000.00,5.15
BBL,2524600,1571300,474325700.00,295164850.00,34.55
BCH,106400,852600,1373010.00,11047130.00,9.28
BCP,274000,210000,9114275.00,7002050.00,13.71
BCPG,1603900,888400,23529440.00,13046560.00,7.34
BDMS,3907600,4502400,75159780.00,86665600.00,17.06
BEAUTY,1829700,2342725,19499400.00,24913892.50,17.82
BEC,1467800,810600,29625500.00,16475020.00,7.87
BEM,8496000,6037300,63230335.00,44976295.00,14.95
BFIT,2900,600,52250.00,10920.00,0.70
BGT,9600,20000,17568.00,36000.00,0.26
BH,94100,62500,16185350.00,10745450.00,19.92
BIG,2415000,7794700,10330964.00,33141946.00,15.65
BIGC,0,700,0,156100.00,0.51
BJC,2748400,1863400,125141600.00,85128200.00,29.04
BJCHI,46200,183600,180238.00,718068.00,10.76
BKD,15600,196000,56084.00,709360.00,1.62
BKI,200,0,70200.00,0,5.88
BLA,296520,105900,12977930.00,4627075.00,11.57
BLAND,2776900,2756200,5028318.00,5002127.00,11.41
BLAND-W4,1000,0,170.00,0,0.01
BOL,93700,143700,207014.00,319014.00,1.94
BPP,367000,841000,9275050.00,21406100.00,9.34
BR,35100,151400,250965.00,1071205.00,2.85
BROOK,40600,58200,32074.00,45978.00,0.61
BRR,4600,3800,53580.00,44500.00,1.05
BSBM,25000,0,35550.00,0,0.91
BTS,1881800,1291600,15934345.00,10944470.00,18.55
BTS-W3,50000,0,19500.00,0,0.87
BTW,49800,0,182028.00,0,0.67
BWG,325200,346800,592116.00,634563.00,2.24
BWG-W4,3400,3400,1125.00,1122.00,0.27
CBG,418600,194400,27813950.00,12916500.00,11.72
CCET,56500,238700,174534.00,741408.00,4.26
CEN,0,56000,0,100800.00,5.01
CENTEL,1246200,19400,50993500.00,793450.00,13.26
CFRESH,3400,0,23780.00,0,2.13
CGD,0,19400,0,20281.00,0.49
CGH-W2,27100,0,2439.00,0,2.40
CHG,1316000,634300,3138644.00,1509750.00,8.25
CHO,10000,11000,17050.00,18810.00,1.33
CHOW,0,7600,0,31320.00,0.50
CIG,9000,0,5040.00,0,1.17
CIMBT,45900,249500,47736.00,259975.00,19.59
CI-W1,0,10000,0,4400.00,0.11
CK,688600,1219100,19606025.00,34828450.00,12.37
CKP,755600,398300,2498066.00,1318454.00,7.29
CM,80600,64900,537990.00,434265.00,4.78
CMR,400,0,1630.00,0,0.26
CNS,3900,0,9672.00,0,0.56
CNT,0,41200,0,163680.00,11.68
COL,248400,6000,13586475.00,338150.00,7.90
COM7,56300,141100,649130.00,1616490.00,3.83
COMAN,2000,0,14400.00,0,0.44
CPALL,6279912,7626000,374063170.75,454992350.00,10.28
CPF,17230870,33575003,405629672.00,789793780.50,21.64
CPN,411200,1247400,28263250.00,85809450.00,17.20
CPR,7000,6000,45100.00,38400.00,1.09
CRANE,0,139900,0,286596.00,5.08
CSL,0,60000,0,360000.00,18.82
CSP,21700,4900,59300.00,13170.00,0.36
CWT,5000,2500,14200.00,7100.00,0.17
DCC,24900,7600,100318.00,30620.00,1.78
DCON,390400,545400,233570.00,327240.00,6.28
DCORP,54100,299100,283320.00,1550355.00,0.31
DELTA,242100,318258,20915550.00,27431290.00,39.09
DEMCO,100,206000,645.00,1328700.00,29.66
DIMET,21200,0,56572.00,0,1.23
DRT,10000,3000,60000.00,18000.00,3.82
DTAC,1205100,1973200,64988175.00,106058225.00,5.49
DTC,13800,15000,159490.00,179500.00,1.49
EA,618900,2411300,21906150.00,85291625.00,14.34
EASON,15300,11900,60468.00,46648.00,0.06
EASON-W2,0,2000,0,5760.00,0.62
EASTW,4400,6600,55440.00,82960.00,2.74
ECF,90800,22800,361534.00,90524.00,0.46
ECL,534900,2522000,2288186.00,10825044.00,7.52
