Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,1100,300,4368.00,1192.00,0.55
7UP,1700,4100,845.00,2050.00,0.07
A,0,200,0,1340.00,0.13
AAV,527900,1194000,2955820.00,6673890.00,17.58
ABM,51000,50000,68840.00,66500.00,5.15
ACAP,3900,8000,42510.00,87590.00,1.02
ADB,104700,11000,142392.00,15200.00,0.46
ADVANC,937000,545552,192919500.00,112307908.00,28.69
AEONTS,44000,88300,7621250.00,15313100.00,8.94
AGE,0,17000,0,23922.00,6.42
AH,11100,30800,397750.00,1096350.00,7.28
AIRA,0,5200,0,10846.00,2.96
AIT,6800,14400,185300.00,392400.00,9.29
AJ,77400,51400,983120.00,670470.00,6.18
AJA,5000,0,2650.00,0,0.07
AJA-W1,3000,0,780.00,0,0.35
AKP,33800,49600,66280.00,97216.00,16.88
AMA,0,6400,0,65670.00,3.99
AMANAH,739600,533900,1351272.00,973701.00,4.87
AMATA,1284800,1922600,26136860.00,39226090.00,13.51
AMATAV,450900,5608,3272820.00,40377.60,21.70
ANAN,116700,648200,435856.00,2416598.00,13.37
AOT,5876917,3058810,417016665.50,216915582.50,28.93
AP,640800,727600,5315070.00,6028660.00,23.37
APCS,1600,2000,10030.00,12330.00,0.24
APEX,0,451800,0,120986.00,1.46
APURE,22500,500,38900.00,850.00,0.38
AQ,0,86900,0,3176.00,0.28
AS,35400,143966,62388.00,266186.50,1.40
ASAP,4600,47300,42550.00,438925.00,6.76
ASIAN,13000,60300,92300.00,425290.00,3.77
ASK,0,12800,0,288000.00,5.72
ASP,86400,238810,329142.00,908162.40,6.99
AS-W1,256000,145200,232080.00,139008.00,0.38
ATP30,17800,4700,31484.00,8332.00,0.18
AU,41500,2900,497650.00,34800.00,1.99
AYUD,1200,16300,51150.00,677525.00,2.80
B,0,7400,0,6290.00,1.86
B52,10000,21000,6800.00,14070.00,0.10
B52-W1,20000,0,1700.00,0,0.12
BA,86700,37200,1351160.00,581290.00,5.20
BAFS,700,10400,27300.00,405600.00,7.40
BANPU,3676900,2354073,70648450.00,45338639.70,12.40
BAY,12500,70400,489175.00,2755150.00,13.13
BBL,1377200,918770,265117550.00,176755525.00,36.60
BCH,5225600,1273200,93874690.00,22866020.00,26.84
BCP,419840,616100,15260382.50,22335450.00,35.40
BCPG,884770,448300,17119687.00,8630170.00,3.90
BCT,16300,500,879400.00,27050.00,24.21
BDMS,9476900,3453524,223200740.00,81497314.00,35.13
BEAUTY,1242500,3382800,28227140.00,76773460.00,28.91
BEC,2053100,1325900,22402200.00,14477850.00,15.68
BEM,19720900,18621894,152825040.00,144133048.25,18.56
BFIT,4000,68700,138500.00,2291725.00,3.62
BGRIM,157900,112000,4309575.00,3058000.00,2.91
BH,633005,402565,132174543.00,84942640.00,15.13
BIG,488500,831100,1354166.00,2328434.00,6.21
BJC,417701,329924,24338783.25,19238361.00,28.83
BJCHI,0,10829,0,23530.06,0.88
BKD,1000,34500,3240.00,111776.00,2.46
BKI,1,0,360.00,0,0.01
BLA,116338,126100,4067230.00,4435425.00,8.45
BLAND,9521500,9944900,17627137.00,18435394.00,14.66
BLAND-W4,575000,1280000,23000.00,51200.00,0.15
BM,1095800,73900,4229380.00,288866.00,13.04
BPP,1274528,611288,30940387.60,14809725.60,18.06
BR,20400,114000,139120.00,775945.00,5.72
BROOK,3000,0,1950.00,0,0.09
BSM,0,20000,0,14260.00,0.91
BTS,5783974,3161922,50151923.70,27407767.00,16.97
BTW,10000,0,20000.00,0,1.01
BWG,1564000,3064300,2048942.00,4029996.00,10.00
BWG-W4,0,1500,0,180.00,0.85
CBG,381800,537500,20691650.00,29418750.00,7.25
CCET,0,222500,0,457436.00,27.52
CEN,100,0,141.00,0,0.05
CENTEL,386800,254600,19738025.00,12987975.00,35.57
CEN-W4,0,580000,0,83200.00,6.78
CFRESH,40000,0,194400.00,0,23.75
CGD,875800,1038100,1364035.00,1615435.00,10.59
CHAYO,2000,2900,6520.00,9570.00,0.02
CHEWA,650000,657700,765000.00,763456.00,8.56
CHG,1223139,636100,2446298.00,1272280.00,8.75
CHO,0,87300,0,124456.00,2.79
CHOTI,0,2000,0,281750.00,35.71
CIMBT,4800,2900,5040.00,3016.00,0.68
CK,730200,1412775,17342660.00,33518754.50,19.15
CKP,618100,249415,2368042.00,959941.16,11.58
CMAN,102200,29600,410564.00,117808.00,2.88
CMR,5500,0,18370.00,0,2.47
CNS,0,11200,0,30016.00,4.14
CNT,200,9600,484.00,23232.00,17.82
COL,0,2300,0,63575.00,2.93
COM7,98100,584500,1867890.00,11077940.00,11.23
CPALL,7737300,1434482,672976875.00,124754932.50,33.11
CPF,3078000,4987809,74566070.00,120836986.00,37.27
CPI,13000,30000,32500.00,75600.00,5.21
CPN,3382508,2246300,272573112.17,180969674.92,44.60
CPR,1400,0,7910.00,0,0.48
CPT,50000,0,99000.00,0,3.53
CRANE,0,8000,0,25280.00,1.54
CSL,1500,0,11550.00,0,0.76
CSR,400,0,26400.00,0,50.00
CSS,32600,44800,78242.00,108416.00,5.64
CTW,0,900,0,7765.00,3.54
CWT,300,354000,1074.00,1260010.00,10.04
D,7100,0,67370.00,0,2.26
DCC,137500,179500,401500.00,523320.00,17.28
DCON,6300,139900,3843.00,85339.00,1.06
DCORP,27200,0,73440.00,0,3.29
DDD,3300,3000,309150.00,280925.00,9.57
DELTA,125900,392279,9102850.00,28492747.25,25.10
DEMCO,24400,0,123120.00,0,6.04
DIMET,304300,156300,694390.00,348696.00,1.59
DRT,300,3200,1725.00,18400.00,2.98
DTAC,2338300,962500,113182200.00,46812800.00,22.18
EA,7944102,4602291,275244669.50,159839048.50,17.34
EASTW,73900,97300,857240.00,1127380.00,12.05
ECF,2215100,1522600,15275475.00,10508335.00,25.54
ECF-W2,900,30000,3114.00,102000.00,5.57
ECF-W3,53000,30000,144200.00,84000.00,5.01
ECL,206300,317400,471842.00,730292.00,4.58
EE,7900,36400,5293.00,24388.00,1.48
EFORL,50000,30000,4500.00,2400.00,0.13
EGCO,180940,276711,40925320.00,62552475.00,33.17
EIC,1186400,2286000,83048.00,160020.00,37.24
EKH,8400,14700,47460.00,83055.00,0.63
EPCO,0,25900,0,80336.00,0.23
EPG,395400,231500,2697435.00,1574920.00,15.54
ERW,312900,451300,2582185.00,3727470.00,7.35
ESSO,1421633,1456200,25197557.40,25805660.00,24.87
ESTAR,0,30000,0,24000.00,1.02
ETE,74300,46700,161974.00,103338.00,7.21
EVER,3000,100100,1250.00,42042.00,0.44
FC,0,242200,0,108990.00,1.42
FORTH,0,400,0,2660.00,0.10
FPT,400,117000,7120.00,2071170.00,9.20
FSMART,11000,11200,110150.00,113050.00,1.01
FSS,0,94900,0,255666.00,11.80
FTE,2800,900,8158.00,2628.00,0.65
GBX,100,0,72.00,0,0.07
GCAP,3900,64300,18954.00,316014.00,1.27
GEL,310000,310000,115400.00,115400.00,10.30
GFPT,142000,590200,1774700.00,7338230.00,16.35
GGC,113770,280100,1604546.00,3945150.00,20.30
GJS,1173100,1308000,457477.00,510123.00,7.21
GL,343300,60100,2435900.00,424355.00,17.31
GLAND,432000,710800,1009686.00,1673016.00,15.10
GLAND-W4,15000,25000,20415.00,33202.00,49.14
GLOBAL,330100,258000,5057080.00,3958600.00,20.50
GLOW,196620,184950,17051810.00,16035425.00,18.47
GL-W4,182200,20000,128314.00,14600.00,2.61
GOLD,98700,255700,961410.00,2484990.00,12.75
GPI,0,400,0,1208.00,0.06
GPSC,283000,117100,21084275.00,8693925.00,7.47
GRAND,0,4800,0,4752.00,0.96
GSTEL,8500,0,1190.00,0,0.11
GTB,150000,0,141500.00,0,19.76
GULF,427900,125000,28394475.00,8353750.00,4.33
GUNKUL,2287100,607800,6831004.00,1819254.00,20.87
HANA,1390900,3159800,49607025.00,112379525.00,43.14
HARN,5000,0,14500.00,0,1.88
HFT,5700,0,21896.00,0,0.70
HMPRO,13409000,12063849,193052880.00,174007935.40,28.04
HPT,200000,35500,308000.00,55025.00,5.75
HTC,30000,41000,723300.00,1000390.00,5.24
HTECH,13600,128800,90300.00,855055.00,3.60
HUMAN,83500,83200,1054770.00,1059300.00,0.51
HYDRO,36700,0,53442.00,0,0.73
ICHI,61800,213600,493695.00,1704185.00,5.66
ICN,12100,5700,28798.00,13566.00,1.00
IHL,22200,73000,206040.00,676670.00,7.23
III,200,36500,1420.00,258565.00,2.90
ILINK,6300,17800,58025.00,164015.00,4.55
INET,8900,84800,35778.00,340956.00,8.41
INGRS,108100,57700,107019.00,57142.00,15.69
INTUCH,752038,700200,42796519.50,39798950.00,28.60
IRPC,32255817,29293100,228013171.35,206524770.00,27.66
IT,10000,20000,46400.00,93200.00,0.36
ITD,1314800,679700,4098442.00,2109266.00,5.55
ITEL,1000,5700,4054.00,23142.00,2.88
IVL,2842510,4885500,169644296.25,291812950.00,17.34
IVL-W2,58900,33500,1001460.00,565350.00,0.28
JAS,948600,2853900,5508945.00,16606020.00,9.39
JAS-W3,46400,0,116472.00,0,0.71
JCKH,14081002,1295902,32033688.40,2934988.56,12.81
JKN,11800,148200,166100.00,2143780.00,1.22
JMART,144100,198600,1707000.00,2360320.00,6.83
JMART-W2,10600,10000,32018.00,29400.00,0.46
JMT,24110,736,737910.00,22966.00,12.71
JSP,0,56800,0,38056.00,2.96
JTS,100,100,161.00,161.00,0.07
JWD,49900,294076,434945.00,2589917.50,6.00
KAMART,72100,7300,477350.00,48370.00,18.37
KASET,0,30000,0,80400.00,1.42
KBANK,5936636,4152891,1146129843.50,800907277.50,58.20
KCAR,0,4500,0,67050.00,7.17
KCE,411600,477000,30424675.00,35291275.00,14.24
KCM,58200,163000,82614.00,227973.00,2.37
KGI,247000,710100,1080338.00,3101942.00,7.81
KIAT,25500,0,12240.00,0,0.28
KKC,0,31100,0,55047.00,5.13
KKP,1004900,1018700,74242475.00,75290950.00,32.43
KOOL,17300,90000,41174.00,217800.00,1.56
KSL,379900,103500,1193562.00,329588.00,4.47
KTB,6720600,9827028,121762610.00,178079316.90,23.38
KTC,437505,208900,144770855.00,69204400.00,17.35
KTIS,23500,15400,146200.00,94960.00,0.06
KWG,98200,27700,244172.00,70768.00,8.25
KYE,600,0,278600.00,0,3.44
LANNA,1100,21700,15620.00,308860.00,29.08
LDC,0,2000,0,2600.00,0.06
LH,5226400,13422000,56958790.00,146145040.00,27.59
LHFG,0,200,0,324.00,0.01
LHK,0,12700,0,61344.00,3.40
LIT,170000,6000,1714500.00,61200.00,30.62
LOXLEY,111000,101100,264400.00,242640.00,12.34
LPN,258000,112100,2577740.00,1119490.00,3.90
