Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,50000,100,230000.00,458.00,17.27
2S-W1,153200,100,70721.00,46.00,2.70
7UP,34500,200,18975.00,110.00,0.42
AAV,883600,384700,4766285.00,2074510.00,12.39
ABICO,12000,42900,99800.00,359660.00,1.68
ABM,100,11900,162.00,19397.00,0.07
ACAP,22700,14100,242080.00,150340.00,5.46
ACAP-W2,500,0,2575.00,0,0.37
ADB,0,300,0,489.00,0.00
ADVANC,4179443,2858261,885274989.00,604584188.00,24.65
AEONTS,24300,9300,4192000.00,1609200.00,6.91
AF,0,73500,0,64680.00,14.78
AGE,7000,4000,10021.00,5720.00,1.52
AH,22200,8700,787000.00,308850.00,5.90
AIT,21500,11300,639300.00,335300.00,7.95
AJ,121300,1900,1819250.00,28500.00,4.01
AJA,2004000,221500,1104439.00,122223.00,4.99
AKP,4400,200,8715.00,396.00,1.97
AKR,50000,10000,49500.00,9900.00,9.82
ALT,1200,5500,4920.00,22630.00,0.45
AMA,19800,53400,325400.00,878360.00,3.07
AMANAH,2200,670200,3542.00,1070623.00,7.52
AMARIN,0,9010,0,50546.25,0.73
AMATA,2048769,2742275,46431931.00,62300572.50,14.55
AMATAV,0,8100,0,63260.00,4.26
ANAN,5173700,10486100,22570462.00,46022548.00,10.89
AOT,7276386,3878999,494571117.00,263480732.25,29.52
AP,1303706,1343600,11018742.80,11348335.00,36.21
APCS,100,9400,635.00,58990.00,5.30
APURE,60000,232900,93600.00,365653.00,23.91
AQ,8275900,1744600,248477.00,68784.00,18.37
AQUA,121800,22300,65527.00,12042.00,1.70
ASAP,319700,33000,3521510.00,361890.00,9.87
ASEFA,10600,0,62540.00,0,1.13
ASIAN,528200,538500,4212745.00,4287480.00,8.46
ASIMAR,36300,11000,108900.00,33000.00,2.55
ASK,54000,13400,1161500.00,293460.00,6.62
ASP,422300,120600,1617280.00,461934.00,5.68
ATP30,4200,38300,7518.00,68610.00,1.58
AU,229400,514500,2990730.00,6680950.00,6.40
AUCT,0,3300,0,17960.00,0.39
AYUD,28800,1000,1344000.00,46750.00,17.24
B,23900,44900,20076.00,37267.00,2.02
B52,1028400,0,452517.00,0,6.92
BA,219117,13700,3228233.50,204130.00,10.47
BAFS,12100,200,453750.00,7500.00,2.72
BANPU,15994842,16486577,354628184.40,365435599.40,20.44
BAY,8800,13700,378400.00,587800.00,8.45
BBL,0,643535,0,134824421.00,21.30
BCH,4057700,1385400,67506810.00,23000130.00,18.69
BCP,991094,803980,39103725.00,31704507.50,18.39
BCPG,2234900,6114497,48839430.00,133440365.20,16.02
BCT,114400,4000,6467350.00,225475.00,30.30
BDMS,13199310,5336315,298425540.30,120820140.50,38.63
BEAUTY,19242893,6641571,398949985.10,137228795.50,26.44
BEC,1640831,3240700,21546247.10,42767140.00,5.63
BEM,9425024,8432918,67859326.75,60707258.90,44.68
BFIT,95100,53100,3681100.00,2046525.00,6.87
BGRIM,374703,508281,10011181.75,13807826.25,3.28
BH,626219,957241,131321480.00,200709252.00,50.91
BIG,380300,431100,1127464.00,1273020.00,11.00
BJC,3109662,2944600,182827293.25,173000825.00,19.05
BJCHI,61000,311900,148868.00,762114.00,27.37
BKD,10100,10300,31714.00,32342.00,5.38
BKI,0,100,0,36500.00,6.02
BLA,206437,156800,6672467.25,5102575.00,16.60
BLAND,42933739,7669400,79884065.10,14251454.00,14.18
