Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,163100,132300,1472020.00,1216100.00,0.25
7UP,301300,0,201874.00,0,4.13
AAV,1081900,72300,6647585.00,441825.00,9.62
ACAP,0,10600,0,286625.00,0.48
ACAP-W1,0,1900,0,43320.00,16.67
ADVANC,1050183,321960,178697296.00,54713580.00,16.22
AEONTS,37500,0,3799200.00,0,47.94
AGE,50000,150700,81900.00,247036.00,1.72
AH,10000,16300,158000.00,255910.00,8.20
AHC,0,900,0,31725.00,2.08
AIT,0,3500,0,97125.00,1.18
AJ,55200,11300,741480.00,149830.00,7.03
AJA,1038400,0,1713371.00,0,4.31
AKP,40000,100,97600.00,244.00,5.62
ALLA,20000,1500,58600.00,4410.00,1.29
ALT,15600,60500,141430.00,550510.00,1.13
ALUCON,0,600,0,177300.00,6.25
AMA,6000,3000,139400.00,70500.00,0.67
AMANAH,30000,17000,54600.00,30600.00,0.74
AMARIN,0,900,0,6340.00,0.21
AMATA,2600400,32900,41757080.00,529050.00,15.18
AMATAV,7000,11700,49350.00,82485.00,1.84
AMC,392400,454500,2101910.00,2459845.00,2.20
ANAN,3817300,669300,19290585.00,3373760.00,19.99
AOT,4018763,2563221,156780097.50,99909178.25,20.29
AP,1086200,1845750,7942720.00,13475602.50,26.86
APCO,3000,103000,4710.00,160770.00,0.80
APCS,0,3900,0,29660.00,0.27
APURE,64000,652200,153200.00,1557416.00,3.23
AQUA,227600,27600,184356.00,22632.00,1.54
ARIP,7600,50000,5852.00,39500.00,0.37
ARROW,0,4500,0,77400.00,1.61
AS,1000,3100,2476.00,7812.00,0.91
ASEFA,500,131300,4100.00,1075530.00,2.01
ASIA,400,0,29200.00,0,1.00
ASIAN,3200,15700,16860.00,83650.00,0.41
ASK,1000,2700,22900.00,62350.00,0.29
ASN,0,10000,0,73000.00,3.95
ASP,699500,262600,2622958.00,982124.00,5.15
ATP30,27200,9900,60056.00,21780.00,0.71
AU,167400,1400,1873720.00,15780.00,1.50
AUCT,1000,0,9250.00,0,0.03
B,20000,0,1600.00,0,0.10
B52,66200,334400,17212.00,86944.00,1.10
BA,1858300,2267800,37938760.00,46167220.00,25.78
BAFS,82500,1800,3057950.00,66075.00,8.83
BANPU,1788219,3823800,35085903.80,74876080.00,3.94
BANPU-W3,0,500,0,7200.00,0.02
BAT-3K,500,59100,82650.00,9365950.00,16.44
BAY,500,4963,19375.00,191677.00,7.64
BBL,0,369900,0,65206550.00,12.98
BCH,185600,263100,2549010.00,3614140.00,6.23
BCP,483300,230700,16618650.00,7913525.00,10.90
BCPG,320605,2635400,4007703.00,33033940.00,28.28
BCT,2000,7000,64500.00,225750.00,4.92
BDMS,6483941,4903100,132769850.30,100376500.00,16.57
BEAUTY,1365600,1902520,14227680.00,19803717.20,16.03
BEC,242400,747700,4071810.00,12547880.00,17.75
BEM,8735079,4138300,61978649.85,29363580.00,26.03
BFIT,16000,29000,221850.00,403100.00,1.40
BGT,22500,0,47286.00,0,0.30
BH,254547,55500,46269270.00,10080100.00,32.66
BIG,442000,258700,2468950.00,1451130.00,8.34
BIGC,0,100,0,20300.00,0.94
BIZ,267500,203300,1292750.00,988876.00,1.47
BJC,91200,1509600,4339950.00,71684475.00,21.47
BJCHI,67200,137292,339125.00,692693.85,9.48
BKD,0,4000,0,13458.00,0.25
BLA,225200,133300,11676600.00,6942475.00,15.94
BLAND,2112300,5467900,3895183.00,10067919.00,19.55
