Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,1600,1000,7746.00,4842.00,0.27
2S-W1,5000,1400,6161.00,1756.00,0.04
7UP,0,2000,0,880.00,0.00
7UP-W2,30900,27300,7526.00,6983.00,33.53
7UP-W3,158800,100000,19056.00,13000.00,0.21
AAV,237400,282800,1490700.00,1772970.00,3.60
ABICO,0,2700,0,24500.00,2.59
ACAP,36000,3800,666000.00,70610.00,2.42
ACAP-W2,6000,4000,76000.00,51400.00,1.82
ACC,100000,0,53000.00,0,9.69
ADVANC,1659012,139400,305118208.00,25616400.00,30.53
AEONTS,400,2000,38875.00,195150.00,11.32
AGE,0,6,0,8.88,0.00
AH,130600,50800,3511275.00,1358400.00,3.75
AIRA-W2,514300,0,122399.00,0,3.97
AIT,200,10000,5650.00,280000.00,7.19
AJ,0,400,0,5280.00,0.26
AKP,0,180900,0,417008.00,25.40
AKR,2000,5000,2000.00,5000.00,0.70
ALLA,65000,111000,152700.00,265180.00,6.52
AMA,32200,30000,537960.00,506000.00,1.53
AMANAH,199000,156400,341000.00,267400.00,1.96
AMARIN,100,45800,600.00,284590.00,1.17
AMATA,27300,584800,456760.00,9870300.00,4.63
AMATAV,3500,13200,27070.00,101785.00,46.96
AMC,0,46700,0,185832.00,2.93
ANAN,284100,951000,1444035.00,4830890.00,4.65
AOT,1804046,3787700,97860507.00,205386925.00,14.95
AP,121100,1871400,935205.00,14444570.00,15.16
APCS,0,93500,0,636855.00,13.98
APEX,300,0,126.00,0,0.00
APURE,100000,475600,276000.00,1312934.00,15.14
AQUA,955200,582000,643716.00,395760.00,16.94
ARIP,929000,1164000,815950.00,965865.00,0.64
ARROW,200000,1300,3080000.00,20150.00,30.86
AS,700,300,1624.00,690.00,0.25
ASAP,1240000,196400,10086540.00,1596390.00,8.03
ASEFA,0,3500,0,25375.00,1.78
ASIAN,299000,60200,3916720.00,782300.00,6.07
ASIMAR,20500,0,53970.00,0,1.26
ASK,20000,0,416000.00,0,16.72
ASP,12900,274300,47214.00,1004528.00,4.09
AS-W1,4000,8000,4920.00,10160.00,0.27
ATP30,1000,75900,1640.00,125235.00,6.82
AU,17000,0,135150.00,0,1.20
AUCT,9800,1400,62230.00,8905.00,0.42
B,2214900,1689500,155043.00,118165.00,43.99
B52-W2,0,30000,0,1200.00,2.58
BA,18000,30200,334800.00,559360.00,4.79
BAFS,14900,4500,685400.00,205425.00,1.18
BANPU,2936600,6195800,51095410.00,107399390.00,11.46
BAT-3K,0,7500,0,2047500.00,5.71
BAY,1765,6600,63981.25,239175.00,4.18
BBL,1180000,1106000,213909500.00,200517000.00,35.48
BCH,377200,89500,5308810.00,1253740.00,2.58
BCP,853200,271500,31001475.00,9823075.00,9.80
BCPG,277600,608900,4321300.00,9481590.00,8.60
BCT,2700,0,99225.00,0,15.52
BDMS,3192900,2380800,62296420.00,46459350.00,15.30
BEAUTY,2741400,2508400,33862880.00,30949980.00,14.34
BEC,201200,662300,3616190.00,11915770.00,15.88
BEM,1748900,2907051,12849475.00,21394433.00,7.96
BFIT,35800,6200,596050.00,103530.00,1.63
BGRIM,1007000,2166400,17949000.00,38500420.00,5.18
BGT,0,2300,0,4094.00,0.11
BH,2089400,461700,398357031.18,88069181.18,29.32
BIG,835200,1982300,3057534.00,7254678.00,14.96
BIGC,0,100,0,22300.00,1.05
BJC,148962,229000,6634972.50,10197700.00,9.12
BJCHI,1300,7500,4846.00,28100.00,0.53
BKD,24700,2400,93794.00,9136.00,0.20
BKI,100,0,34800.00,0,6.10
BLA,200,179200,8350.00,7480450.00,16.01
BLAND,1040000,705500,1888916.00,1283247.00,11.71
BOL,150000,215800,305000.00,437334.00,5.66
BPP,94310,92381,2452657.50,2399040.50,5.35
BR,107700,17000,763145.00,119850.00,1.42
BROCK-W1,50000,50000,17500.00,17300.00,0.87
BROOK,100000,0,81000.00,0,6.84
BRR,0,17500,0,197270.00,4.19
BSM,3707100,3865300,2000363.00,2083156.00,6.73
BSM-W2,107400,80600,23628.00,18538.00,0.17
BTS,2010400,856800,17104185.00,7311200.00,20.22
BTS-W3,50900,0,18838.00,0,0.71
BWG,1541800,1815000,2725349.00,3200725.00,9.55
BWG-W4,100,226000,34.00,74580.00,4.49
CBG,128138,253400,8823131.50,17497475.00,7.56
CCET,22700,31100,71222.00,97428.00,2.86
CEN,0,4200,0,7644.00,0.44
CENTEL,1826800,619200,76785525.00,26039725.00,13.59
CEN-W4,50000,50000,13500.00,14000.00,1.04
CFRESH,600,30000,4050.00,202500.00,9.51
CGD,0,23400,0,25038.00,0.73
CGH,0,281000,0,418650.00,5.91
CGH-W1,0,8410000,0,504600.00,16.52
CGH-W2,0,50000,0,12500.00,0.34
CHG,10359600,3686100,26567572.00,9499254.00,9.92
CHO,0,500,0,840.00,0.01
CIMBT,382700,281500,406663.00,301205.00,8.11
CITY,0,3600,0,11016.00,0.69
CK,959300,973957,25799350.00,26338865.00,13.76
CKP,13300,13900,44350.00,46426.00,0.39
CM,0,16100,0,105455.00,2.75
CMO,15800,2500,27186.00,4380.00,0.13
CNS,800,0,2036.00,0,0.34
CNT,10000,0,37200.00,0,3.32
COL,300,4100,15375.00,209300.00,3.46
COM7,142800,232600,1729330.00,2803310.00,3.56
COMAN,0,5000,0,34500.00,1.61
CPALL,478300,3046421,29469950.00,187948162.00,20.65
CPF,5384108,7039700,136880881.00,179359375.00,11.72
CPN,2142600,1090500,147754975.00,75102500.00,18.91
CRANE,268300,72200,901688.00,242592.00,3.89
CRANE-W1,0,11700,0,14042.00,0.28
CSL,87600,600,538915.00,3690.00,2.61
CSP,12400,0,33828.00,0,0.33
CSS,0,15100,0,45318.00,0.71
CTW,100,0,1030.00,0,0.03
CWT,10000,5000,26200.00,13100.00,0.48
DCC,106000,0,430360.00,0,26.49
DCON,110000,178000,63800.00,103558.00,9.46
DCORP,374300,389200,1435620.00,1506344.00,2.43
DELTA,136200,503600,11836000.00,43923900.00,17.91
