Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,0,400,0,1778.00,0.33
2S-W1,200,0,73.00,0,0.07
7UP,26200,25700,13367.00,13107.00,0.24
AAV,847400,2033700,4997895.00,11971960.00,13.04
ADB,500,0,705.00,0,0.00
ADVANC,871128,353802,174422500.00,70842450.00,24.67
AEONTS,14200,56200,2421700.00,9611350.00,5.70
AGE,0,17200,0,24600.00,3.29
AH,40400,40000,1371800.00,1351150.00,35.39
AIT,6500,2000,189425.00,58500.00,1.16
AJ,18200,46900,245500.00,632740.00,3.07
AJA,48900,48900,25428.00,25807.00,1.30
AKP,300,3700,568.00,6984.00,2.74
AKR,100,0,99.00,0,0.00
ALT,3600,1800,14256.00,7128.00,1.63
ALUCON,1000,0,245500.00,0,38.46
AMA,20600,90000,206750.00,896815.00,6.15
AMANAH,33800,600,53068.00,945.00,0.83
AMARIN,0,1300,0,7090.00,0.67
AMATA,2681900,2367867,49826500.00,44610466.50,12.26
AMATAV,58800,11500,449820.00,88215.00,18.22
ANAN,970300,1668800,3698326.00,6341532.00,13.92
AOT,18230700,7507936,1298084050.00,535714300.50,27.84
AP,315500,999000,2539395.00,8025205.00,15.78
APCS,0,10600,0,63285.00,9.06
APURE,400000,497800,600000.00,746710.00,65.98
AQUA,151300,95000,69598.00,44650.00,0.97
ASAP,5258500,337400,48736090.00,3144045.00,24.55
ASIAN,59400,11200,402865.00,75340.00,3.09
ASK,2500,8200,53750.00,176930.00,3.66
ASP,4000,151400,14960.00,564294.00,12.73
ATP30,20500,200,34853.00,342.00,2.04
ATP30-W1,8600,0,7052.00,0,14.83
AU,1346000,253700,15503010.00,2937080.00,18.02
AUCT,500,50400,2470.00,249992.00,11.31
AYUD,2700,2000,127575.00,94100.00,4.96
B,40000,0,34400.00,0,2.40
B52-W2,100,0,2.00,0,50.00
BA,84400,65100,1343570.00,1033900.00,2.96
BAFS,3200,19400,121600.00,734600.00,0.47
BANPU,4130010,5536412,82579220.00,110680898.80,11.95
BAY,4700,33700,185175.00,1325775.00,9.59
BBL,2250410,1580400,438722795.00,307974150.00,32.91
BCH,1042200,681300,18260110.00,11927420.00,12.16
BCP,1137918,1083438,41107298.00,39113086.25,40.73
