Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,400,100,926.00,234.00,1.07
2S-W1,1100,2900,33.00,68.00,0.75
7UP,59200,600,24289.00,249.00,0.61
AAV,1390000,4235800,5594130.00,16997846.00,27.67
ACAP,366500,91500,1027578.00,257472.00,3.96
ACAP-W2,44400,42700,15308.00,15899.00,0.34
ADB,64900,0,55141.00,0,26.49
ADVANC,1263611,1279200,225348963.50,227958750.00,28.65
AEONTS,24600,11200,4670950.00,2121950.00,4.83
AH,126300,57800,2453680.00,1114670.00,10.10
AIT,15900,500,318000.00,10000.00,8.84
AJA,32200,20600,5432.00,3623.00,0.02
AJA-W1,150000,257000,15500.00,25700.00,1.17
AKP,900,21300,1720.00,40670.00,5.65
AMANAH,729500,679800,1250600.00,1172472.00,3.16
AMARIN,200,0,1005.00,0,0.12
AMATA,902500,900576,19633460.00,19701574.40,5.75
AMATAV,3000,213400,13440.00,957140.00,35.08
ANAN,1922100,498200,6224136.00,1608324.00,7.18
AOT,4479326,6088500,294856122.50,400640975.00,15.56
AP,1980400,2047815,12636810.00,13055866.00,21.38
AQ,15300,77500,306.00,1550.00,0.88
AQUA,223000,138500,89595.00,55400.00,3.37
ARROW,24800,0,194580.00,0,27.31
AS,30700,0,24560.00,0,44.11
ASAP,21400,18900,73362.00,63772.00,1.82
ASIAN,477400,266400,3796195.00,2107665.00,4.40
ASK,10002,23700,240047.80,568800.00,13.47
ASP,99400,1321900,314564.00,4177220.00,38.78
ATP30,25000,100,37600.00,150.00,7.72
ATP30-W1,30000,0,18400.00,0,11.31
AU,34900,119600,244825.00,840900.00,7.02
AUCT,10300,3700,53830.00,19425.00,3.31
AYUD-W1,4700,9300,18236.00,37828.00,0.25
B,70000,0,29600.00,0,5.80
B52-W2,85800,0,858.00,0,3.89
BA,89400,83649,1059100.00,986883.50,7.27
BAFS,3200,13800,105600.00,450200.00,7.77
BANPU,6664100,4928400,108871120.00,80484420.00,24.96
BAY,7800,10200,294300.00,387600.00,5.50
BBL,1358542,637700,282764778.00,132643800.00,31.16
BCH,8445000,5877900,134879290.00,95035660.00,17.79
BCP,168405,498100,5553665.00,16429425.00,21.38
BCPG,285610,188100,4603822.00,3024590.00,3.94
BCT,100,0,4500.00,0,0.68
BDMS,24635765,59092168,580091628.00,1390237356.10,15.98
BEAUTY,6376400,7407000,44984860.00,52496940.00,6.40
BEC,482900,362700,2360202.00,1758524.00,11.68
BEM,10834790,15208200,106843582.20,149806390.00,25.62
BFIT,12900,8500,241680.00,158920.00,6.97
BGC,8300,0,85490.00,0,0.27
BGRIM,1217200,1669300,34417400.00,47349600.00,20.13
BH,908293,2078713,167809872.50,375748071.50,24.87
BIG,201100,19050,249077.00,23692.50,4.22
BIZ,0,10000,0,23000.00,0.22
BJC,2134806,2164300,103728516.50,105105475.00,19.30
BJCHI,0,50000,0,94000.00,18.53
BKD,200,0,612.00,0,0.02
BKI,1700,0,561000.00,0,32.06
BLA,57005,181700,1567237.50,5003300.00,20.16
BLAND,3166500,2909300,4934934.00,4529185.00,7.24
BPP,228715,357865,5076383.50,7969463.00,22.36
BR,8200,15000,32652.00,59700.00,4.58
BROOK,0,2800,0,1204.00,0.36
BRR,300,0,1770.00,0,0.19
BTS,3319504,4498900,31605143.20,42835180.00,25.91
BTS-W4,281811,102424,113228.51,40923.15,0.77
BWG,782900,705900,835575.00,749705.00,4.64
BWG-W4,4600,510800,50.00,5108.00,0.82
CBG,181900,406900,6061500.00,13705375.00,13.96
CCET,136100,215000,234231.00,370499.00,14.59
CEN,5100,0,5355.00,0,0.41
CENTEL,253700,409300,10078325.00,16303475.00,17.30
CGD,0,15600,0,20177.00,1.98
CHAYO,72500,0,268890.00,0,3.48
CHEWA,5100,19000,5509.00,20710.00,0.64
CHG,8187900,13515900,15439592.00,25394406.00,9.81
CHO,76500,4600,103100.00,6220.00,11.32
CK,809500,464000,20378650.00,11743250.00,11.23
CKP,4256900,2156500,21685400.00,10955495.00,4.77
CKP-W1,56700,100000,31752.00,58000.00,0.26
CMAN,7000,0,17360.00,0,0.73
CMC,31000,17900,47389.00,27946.00,0.33
CMR,0,800,0,1984.00,0.29
CNS,5000,0,10800.00,0,4.11
CNT,23100,78000,46662.00,160637.00,6.11
COL,4800,0,106030.00,0,4.07
COM7,905500,859000,12433860.00,11802470.00,9.05
COTTO,0,1000,0,2040.00,0.42
CPALL,3872400,2793800,281588050.00,202779975.00,14.39
CPF,5332102,2635400,135689976.00,66967450.00,23.85
CPN,933713,1290600,70379331.50,97254600.00,24.86
CPT,1000,25000,800.00,19500.00,0.08
CRANE,25800,8100,51088.00,15957.00,36.99
CTW,0,14700,0,118335.00,17.33
CWT,5000,0,13400.00,0,3.70
D,0,2400,0,21885.00,3.14
DCC,1362600,294600,2825852.00,604632.00,21.98
DCC-W1,400000,400000,306000.00,296000.00,5.56
DCORP,162400,1255500,155190.00,1192738.00,0.74
DDD,243900,11800,4624200.00,224680.00,6.41
DELTA,394200,353106,27078625.00,24236592.00,38.97
DEMCO,26100,117500,77194.00,343100.00,14.29
DOD,2700,30000,35640.00,392970.00,2.10
DRT,0,420300,0,2269620.00,41.68
DTAC,690969,465500,31962999.00,21530650.00,21.53
DTC,0,100,0,995.00,0.06
EA,1844280,2349200,83524390.00,106223925.00,16.00
EASTW,38200,88300,412560.00,953640.00,8.71
ECF,60700,0,140348.00,0,2.27
ECF-W2,0,8500,0,340.00,0.23
ECF-W3,2000,0,1585.00,0,0.89
ECL,636200,608200,1146915.00,1107650.00,8.36
EFORL,0,40200,0,2412.00,0.16
EGCO,277982,197900,69087664.00,49175700.00,35.94
EIC,210000,210000,8400.00,8400.00,7.06
EKH,0,800,0,4520.00,0.04
EPCO,2100,10000,5732.00,27276.00,0.85
EPG,315500,504900,2098930.00,3352400.00,12.16
ERW,84882,393600,582079.00,2701815.00,4.67
ESSO,815601,4541400,9301021.60,51931330.00,18.31
ETE,3000,0,2850.00,0,0.25
EVER,273900,31200,140508.00,16416.00,0.85
FANCY,1000,10000,800.00,8200.00,0.24
FC-W2,73500,0,1505.00,0,18.03
FN,118300,80000,172015.00,117402.00,17.81
FORTH,0,7900,0,47005.00,17.48
FPT,0,1000,0,15000.00,0.85
FSMART,57700,100,344090.00,595.00,3.93
GC,4300,0,21705.00,0,9.03
GCAP,2000,1000,5080.00,2640.00,0.07
GEL,0,100000,0,30000.00,0.10
GENCO,50000,0,37500.00,0,8.54
GFPT,149200,148400,1903620.00,1888460.00,20.64
GGC,37300,313800,377790.00,3167025.00,13.47
GJS,470000,669900,61100.00,87737.00,17.40
GL,686900,455600,4800405.00,3210240.00,2.49
GLAND,57300,63400,162086.00,180832.00,5.42
GLOBAL,3511000,4046600,63122280.00,72733420.00,18.72
GLOW,472942,370602,41811581.50,32684926.50,30.97
GOLD,439200,47900,2969405.00,321440.00,4.96
GPSC,354800,317500,20328700.00,18234400.00,11.01
GULF,1126384,1391325,96480515.00,119022675.00,14.41
GUNKUL,1475800,573800,4400670.00,1711184.00,12.41
HANA,1132000,131583,35811375.00,4143902.25,16.35
HFT,0,50000,0,146000.00,20.68
HMPRO,5053110,3456306,75426749.00,51584930.60,33.68
HTECH,22000,4100,114410.00,21625.00,3.21
HUMAN,21500,14300,207830.00,138915.00,0.62
ICHI,187000,5500,558206.00,16470.00,11.67
ICN,800,100,1408.00,178.00,0.18
IFS,0,3000,0,9180.00,0.67
IHL,2900,1400,22030.00,10660.00,2.86
III,4800,100700,25200.00,529765.00,4.30
INET,800,300,2398.00,908.00,0.33
INGRS,5000,5000,2700.00,2750.00,0.69
INOX,140000,100,138600.00,98.00,20.38
INTUCH,1435600,1768100,70967200.00,87195541.50,24.01
IRPC,9343014,20227400,55560411.10,120334575.00,24.74
ITD,629600,475500,1405024.00,1062372.00,15.02
ITEL,0,4800,0,15716.00,0.24
ITEL-W1,0,110000,0,47300.00,2.28
IVL,2736400,3874720,149740500.00,212232465.00,19.77
JAS,989000,602700,4668618.00,2842166.00,17.58
JKN,20400,218200,161340.00,1764550.00,5.67
JKN-W1,20000,0,32900.00,0,0.48
JMART,139200,32700,694352.00,162846.00,20.88
JMART-W2,700,0,190.00,0,0.01
JMT,192500,29900,2171260.00,337060.00,5.45
JTS,100,200,134.00,270.00,0.70
JWD,46000,14600,331090.00,104925.00,2.28
KAMART,33300,30500,117938.00,107428.00,4.92
KBANK,1663128,935300,310778186.00,174945182.50,18.36
KBS,9000,0,36000.00,0,20.09
KCE,947400,592300,26436100.00,16532600.00,12.19
KCM,500000,20600,466500.00,19352.00,10.69
KGI,83300,354000,365660.00,1556262.00,20.84
KIAT,5100,0,2448.00,0,0.60
KKP,347700,1293700,23615125.00,87953625.00,30.11
KOOL,22900,38500,33952.00,56348.00,0.19
KSL,198000,131900,614774.00,407580.00,34.73
KTB,7636335,7428900,152554612.40,148448180.00,37.75
KTC,2214900,1432500,71232275.00,45918825.00,15.72
KWG,1900,1000,3534.00,1900.00,11.98
KYE,300,200,118800.00,76900.00,22.71
LALIN,0,32400,0,155008.00,19.63
LANNA,0,38300,0,443710.00,14.03
LEE,15000,0,38600.00,0,6.60
LH,6433180,7201350,63764397.00,71430506.80,19.10
LHFG,19400,0,26578.00,0,2.74
LHK,5000,10000,19200.00,38200.00,4.40
LIT,5000,32100,29250.00,193605.00,3.61
LIT-W1,90000,0,135000.00,0,21.99
LOXLEY,0,100000,0,169000.00,3.63
LPH,100,19100,560.00,106960.00,1.16
LPN,604600,2155600,3929320.00,13982570.00,10.32
M,5405,6600,406726.25,497975.00,2.39
MACO,1439500,1898604,2300171.00,3050127.64,6.34
MACO-W2,25000,0,5000.00,0,0.35
MAJOR,331600,59800,7069060.00,1267500.00,20.87
MAKRO,7300,9200,244125.00,307800.00,3.57
MALEE,15400,16100,133210.00,139125.00,5.94
MAX,30600,0,306.00,0,0.49
MBK,92800,196700,1861120.00,3972460.00,11.96
MBKET,100,400,1040.00,4160.00,0.70
MC,0,39400,0,417700.00,5.84
MCS,76500,230900,534695.00,1594260.00,12.45
MDX,1100,0,4134.00,0,1.49
MEGA,684425,425800,20393588.75,12701700.00,28.54
META,50900,29300,101034.00,58381.00,0.53
METCO,1200,100,255300.00,21200.00,46.07
MFEC,50100,0,140278.00,0,13.07
MILL,1000,0,1450.00,0,0.43
MINT,1661605,2189405,57900225.00,76149500.00,30.54
MJD,6000,7500,20280.00,25722.00,5.58
MK,29200,0,109152.00,0,2.97
MONO,75300,139600,137487.00,257571.00,3.30
MONO-W1,10000,48000,3200.00,14640.00,0.57
MOONG,8900,1500,58290.00,9750.00,0.57
MORE,100600,200800,36878.00,71150.00,2.31
MTC,1430168,1201400,70530916.00,59215325.00,26.48
MVP,0,68000,0,95400.00,5.53
NCL-W3,50000,0,14000.00,0,11.36
NDR,136200,0,246522.00,0,34.87
NEP,120100,0,37231.00,0,50.00
NER,49700,103200,91461.00,189511.00,0.52
NETBAY,100,100,2300.00,2340.00,0.08
NFC,500,0,2825.00,0,0.51
NINE,340600,66900,693054.00,138150.00,8.73
NOBLE,3300,40400,49500.00,606660.00,3.30
NOK,0,100000,0,224000.00,16.31
NPPG,8800,6700,8724.00,6759.00,0.17
NTV,0,100,0,5625.00,0.19
NUSA,327800,190900,150588.00,87835.00,5.03
NVD,10000,0,31200.00,0,1.11
NVD-W1,5900,1000,2065.00,350.00,0.04
NWR,141700,100000,110241.00,77000.00,2.54
NYT,4000,100100,20050.00,500468.00,33.00
OCEAN,22500,75300,87730.00,291750.00,2.94
OISHI,1300,100,100700.00,7575.00,14.29
ORI,3801500,1623200,27188000.00,11570455.00,16.39
ORI-W1,6600,1350000,4092.00,836500.00,9.86
OSP,26120,31000,630992.00,749680.00,0.38
PACE,100700,14100,40280.00,5640.00,5.35
PAP,0,1200,0,4150.00,2.33
PATO,10500,19000,137550.00,247900.00,27.21
PCSGH,0,4200,0,29355.00,11.41
PDI,4100,300,51120.00,3780.00,4.15
PDI-W1,0,4200,0,3864.00,0.16
PDJ-W2,7000,0,7000.00,0,18.63
PF,200,0,142.00,0,0.00
