Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,20700,200,52648.00,496.00,2.46
2S-W1,0,1700,0,49.00,0.11
7UP,30000,1700,12000.00,673.00,0.44
AAV,186400,437109,810042.00,1900719.06,3.60
ABICO,14300,0,69136.00,0,6.37
ACAP,221500,200200,941312.00,831290.00,6.72
ACAP-W2,15100,89700,8606.00,53347.00,0.32
ADVANC,399500,491900,71738750.00,88319600.00,21.78
AEONTS,51300,31200,9279600.00,5658800.00,18.71
AGE,2000,0,2020.00,0,0.35
AH,69800,133300,1651730.00,3162760.00,5.37
AIT,300,4300,6290.00,90300.00,2.33
AJA,153900,2252600,41553.00,608202.00,21.03
AKR,352000,204000,328130.00,193740.00,0.82
AMA,4100,0,18152.00,0,0.52
AMANAH,176500,77400,299491.00,131807.00,8.20
AMATA,1004300,528500,22497990.00,11844540.00,12.83
AMATAV,3700,0,18056.00,0,6.28
ANAN,248600,274512,906260.00,999909.92,9.85
AOT,1540999,1265850,106946340.75,88004100.00,13.98
AP,625200,992300,4444505.00,7039260.00,14.99
APCS,5000,500,24000.00,2404.00,1.17
APURE,2000,2000,2720.00,2680.00,0.15
AQ,6000700,770800,180028.00,30832.00,24.85
ASAP,403400,172600,1440042.00,605248.00,4.40
ASIAN,1162400,1482100,10325660.00,13008145.00,16.31
ASIMAR,2000,2019,4440.00,4561.42,0.25
ASK,100,0,2440.00,0,0.07
ASP,128600,42400,435654.00,143312.00,4.82
ATP30,0,4600,0,7202.00,2.80
ATP30-W1,62600,0,37560.00,0,20.46
AU,290700,6500,2357970.00,52650.00,21.96
AUCT,6400,5800,36585.00,33295.00,1.83
AYUD,100,0,4000.00,0,0.28
AYUD-W1,5400,6200,24096.00,27904.00,0.13
B,2000,161900,1040.00,78626.00,0.32
B52,69000,23000,27680.00,9250.00,0.22
BA,87300,120700,1065780.00,1462250.00,22.55
BAFS,7700,2200,262375.00,74875.00,2.09
BANPU,1350300,1425300,22861870.00,24114490.00,7.85
BAY,1800,3100,69300.00,119225.00,3.51
BBL,465901,541100,99314412.00,115173300.00,35.05
BCH,919200,1615000,14855560.00,26053830.00,9.24
BCP,186900,157900,6209125.00,5253075.00,10.44
BCPG,214000,313300,3595110.00,5263100.00,18.58
BCT,0,1200,0,57375.00,0.49
BDMS,4479230,6074148,106546701.00,144489657.20,15.70
BEAUTY,2393200,7125130,18152690.00,53937173.00,9.38
BEC,1267100,1148500,8049890.00,7226780.00,4.13
BEM,2454100,971506,25192270.00,9986031.80,12.96
BFIT,200,14700,4100.00,303460.00,4.95
BGC,300,68000,3630.00,822180.00,0.99
BGRIM,850200,350200,24886500.00,10255425.00,10.86
BH,55600,101200,10367950.00,18854750.00,29.72
BIG,263200,540400,369447.00,756419.00,8.92
BJC,438000,439000,21564875.00,21602375.00,9.18
BKD-W2,0,5304600,0,1007871.00,34.55
BLA,48600,128800,1385475.00,3680525.00,13.70
BLAND,767000,807800,1290345.00,1363468.00,17.21
BPP,77100,280700,1767190.00,6437660.00,38.52
BR,50600,0,208460.00,0,2.95
BROOK,116600,0,54802.00,0,5.64
BTS,5313800,3830706,52656090.00,37960079.40,19.78
BTS-W4,136000,11,82750.00,6.49,0.24
B-W4,31000,191000,6240.00,36400.00,0.32
BWG,2512600,940400,3294274.00,1224828.00,2.75
BWG-W4,0,27000,0,810.00,0.33
CAZ,20300,40300,79576.00,160806.00,0.22
CBG,101900,162100,4017325.00,6373775.00,10.77
