Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,0,200,0,964.00,0.02
2S-W1,700,50600,455.00,32900.00,0.66
7UP,616500,120100,389560.00,77461.00,1.23
7UP-W3,350000,0,17500.00,0,0.29
AAV,4000,64700,23200.00,376735.00,0.74
ABICO,500,600,4475.00,5340.00,0.37
ACAP,5200,119600,67530.00,1545730.00,4.44
ACAP-W2,3000,4200,20865.00,29625.00,1.70
ADB,334500,78400,528277.00,124534.00,0.66
ADVANC,1332039,1418331,259522042.50,275715722.50,11.70
AEONTS,27000,6200,3980300.00,926400.00,2.47
AF,0,3700,0,3288.00,0.56
AGE,34600,11400,63255.00,20692.00,0.52
AH,10600,150856,349050.00,4989457.00,17.51
AHC,0,100,0,2290.00,1.43
AIT,20500,21700,640775.00,679675.00,3.04
AJ,6900,20400,93150.00,274760.00,4.70
AJA,107500,0,57975.00,0,0.88
AJA-W1,5800,0,1276.00,0,1.00
AKR,48600,34000,53946.00,38910.00,0.16
ALT,13000,44000,55180.00,187200.00,3.59
ALT-W1,0,50,0,31.00,0.00
AMA,67600,51500,1099380.00,849600.00,1.16
AMANAH,223100,26500,385925.00,45372.00,3.41
AMARIN,3900,2900,20175.00,14935.00,0.50
AMATA,2133700,3022530,55130675.00,78238551.00,12.54
AMATAV,300,300,2715.00,2730.00,0.29
ANAN,673800,460500,3888180.00,2659875.00,11.92
AOT,4553740,1127800,320435315.00,79198525.00,12.57
AP,5481100,2295980,51015025.00,21333900.50,28.63
APCS,1100,4200,7070.00,26880.00,0.62
APEX,0,3400,0,1496.00,0.05
APURE,0,64600,0,128288.00,1.88
AQ,10300000,50000,312000.00,1500.00,4.25
AQUA,174700,282700,105261.00,166825.00,0.19
AQ-W4,100000,0,1000.00,0,0.50
ARIP,21400,0,14766.00,0,0.10
ASAP,167700,184625,1528420.00,1696970.00,7.11
ASEFA,0,21700,0,130200.00,2.54
ASIAN,132700,249000,1364640.00,2546120.00,4.37
ASIMAR,10000,35100,32400.00,113928.00,1.03
ASK,7900,4400,185650.00,103400.00,3.55
ASP,297600,557400,1239372.00,2314266.00,7.24
ATP30-W1,14700,0,12495.00,0,1.36
AU,13500,8000,171800.00,104000.00,0.55
AUCT,38800,104400,231365.00,636300.00,1.45
AYUD,2800,3000,92775.00,99000.00,2.75
B,0,100,0,87.00,0.01
B52,2000,0,1320.00,0,0.06
BA,1004000,317000,14911290.00,4748050.00,7.02
BAFS,7300,17500,314775.00,753250.00,5.11
BANPU,13603900,13801300,287151110.00,292244130.00,15.91
BAY,208100,110000,10125075.00,5387650.00,5.90
BBL,0,1498290,0,320437304.00,13.24
BCH,3527200,860900,55418890.00,13677470.00,9.04
BCP,1405859,1410731,59031161.25,59181227.00,23.54
BCPG,624900,2030600,16463625.00,53691025.00,5.85
BCT,3300,200,199150.00,12150.00,0.88
BDMS,3931100,2731200,82719900.00,57496210.00,19.86
BEAUTY,15261825,13571844,338222445.00,300778236.80,20.81
BEC,49900,221500,606970.00,2674960.00,2.20
BEM,19499758,19152600,150463509.50,147563505.00,28.01
BFIT,6000,53600,222000.00,1977175.00,6.86
BGRIM,418600,269100,12688900.00,8199425.00,2.42
BGT,4300,0,5375.00,0,0.17
BH,433500,505564,84770750.00,98848862.00,26.45
BIG,197300,205400,575362.00,600104.00,3.70
BJC,1043450,1054900,61001850.00,61637450.00,17.02
BJCHI,24010,50900,81099.20,172012.00,0.92
BKD,62400,26900,193842.00,83928.00,1.70
BKI,100,0,36900.00,0,1.99
BLA,51900,179300,1958025.00,6749550.00,6.31
