Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,300,306.00,922.00,0.16
2S-W1,2100,0,298.00,0,0.08
7UP,113200,700,53476.00,334.00,0.79
AAV,1593302,3894400,6710874.64,16376348.00,19.85
ABICO,85000,0,549500.00,0,8.73
ACAP,228100,5000,1503350.00,33450.00,5.14
ACC,30000,0,13800.00,0,4.94
ADB,40100,140000,50326.00,178000.00,0.73
ADVANC,1471260,3346843,293477540.00,668001873.50,29.49
AEC,0,2400,0,1176.00,5.48
AEONTS,225700,113800,37772850.00,18991900.00,33.37
AF,42100,0,31996.00,0,18.40
AGE,10000,0,14000.00,0,0.37
AH,74500,50700,2459425.00,1658500.00,16.33
AIT,2400,176900,56240.00,4144010.00,31.35
AJA,0,76900,0,30253.00,0.22
AJA-W1,7000,0,1330.00,0,2.16
AKR,981400,178600,954880.00,176494.00,3.70
ALLA,8000,0,12240.00,0,1.66
AMA,200,12400,1150.00,70975.00,1.88
AMANAH,211700,421100,402807.00,804303.00,2.08
AMATA,795118,1877600,15779433.60,37239590.00,14.82
AMATAV,0,720100,0,4788665.00,34.54
AMC,1050000,0,2747826.00,0,34.96
ANAN,1559830,1951531,8018183.00,10000823.10,9.00
AOT,5185800,2413681,337538375.00,157118424.50,16.66
AP,3594501,3489996,33680634.25,32826459.70,11.91
APCS,1500,0,7800.00,0,0.48
APURE,2500,1000,3300.00,1370.00,0.12
AQ,2943500,3032006,88305.00,120880.18,15.18
AQUA,0,158400,0,77616.00,0.91
ARIP,5100,0,2601.00,0,0.55
ASAP,5900,49600,36875.00,308880.00,1.55
ASEFA,1200,31100,5764.00,150594.00,2.59
ASIA,100,0,670.00,0,0.14
ASIAN,164900,346050,1249740.00,2623220.50,7.75
ASIMAR,62200,50900,170814.00,138890.00,2.57
ASK,10100,7100,231280.00,162040.00,10.50
ASN,0,400,0,1392.00,6.90
ASP,278300,1011261,1072202.00,3890597.02,15.73
ATP30,100,0,174.00,0,0.00
AU,18100,27100,153550.00,228625.00,0.97
AUCT,18800,4100,114855.00,25215.00,2.11
AYUD,300,3600,11700.00,140625.00,12.04
AYUD-W1,37600,73100,91232.00,179226.00,2.04
B52,0,301800,0,130142.00,7.16
BA,167600,346500,1984830.00,4096280.00,8.16
BAFS,2900,32000,102225.00,1125000.00,14.78
BANPU,6695100,6595042,136464160.00,133939895.80,13.61
BAY,6500,92700,264200.00,3765050.00,6.13
BBL,788878,1559300,161098412.00,318289500.00,36.07
BCH,4792700,4187028,85070760.00,74397548.60,24.67
BCP,599238,894200,21141574.00,31536975.00,30.60
BCPG,900600,587700,16342860.00,10703490.00,12.16
BCT,4800,0,271200.00,0,14.27
BDMS,13989800,6840700,369579100.00,180289725.00,22.88
BEAUTY,37245601,19088600,275009547.30,140466260.00,13.93
BEC,440700,525000,3396830.00,4091035.00,5.39
BEM,5836700,6436470,47269280.00,52020208.00,13.70
BGRIM,1243900,1385010,30981560.00,34473379.00,12.39
BGT,33600,1000,34828.00,1090.00,3.88
BH,870700,353319,155577200.00,63334365.50,22.44
BIG,1215300,30100,2331796.00,57795.00,2.62
BIZ,0,28000,0,78960.00,17.70
BJC,1744670,1337582,95909275.00,73429205.50,23.86
BJCHI,100,13191,236.00,31122.94,0.60
BKD,0,27000,0,83700.00,3.95
BLA,29200,33600,955175.00,1102825.00,6.28
BLAND,5664600,13296917,10253084.00,24077709.80,31.57
BM,28800,4900,93438.00,15760.00,2.17
BPP,733200,635895,18254430.00,15793661.00,30.05
BR,10800,60005,60480.00,333682.25,4.34
BROOK,4500,152400,2610.00,86916.00,1.81
BSBM,0,100,0,115.00,0.14
BTS,9249100,5443650,85155230.00,50199780.00,22.81
BTS-W3,100000,0,1500.00,0,0.17
BTW,1700,0,3128.00,0,0.37
BWG,178400,1348700,175159.00,1323690.00,2.69
BWG-W4,200,0,14.00,0,0.01
