Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,200,50000,606.00,150296.00,20.62
2S-W1,10400,0,1149.00,0,1.09
AAV,4963900,2698900,24366994.00,13258894.00,23.99
ABICO,1500,1000,8550.00,5750.00,2.52
ABM,0,50000,0,60000.00,0.40
ACAP,8300,12700,51075.00,77800.00,1.68
ACC,10000,0,5000.00,0,0.40
ADVANC,966200,973320,185700650.00,186991400.00,19.35
AEONTS,73200,24600,12435150.00,4183950.00,14.97
AH,29400,13600,968725.00,448825.00,16.23
AIRA,0,5000,0,10200.00,0.29
AIT,6400,6600,151680.00,156580.00,5.39
AJ,3100,11200,32260.00,116460.00,14.47
AJA,54500,94700,23367.00,40522.00,0.16
AKP,200,100,325.00,161.00,0.21
AKR,4341000,2488600,7297187.00,4268696.00,7.15
AMA,7700,11400,46525.00,68045.00,2.68
AMANAH,50900,553400,94880.00,1038574.00,6.75
AMATA,1774300,3902000,35101890.00,76879510.00,15.44
AMATAV,1100,2300,7370.00,15410.00,5.23
AMC,0,20000,0,49200.00,5.85
ANAN,1775100,2692600,8807578.00,13388670.00,26.48
AOT,7164930,8289900,480719760.75,555872725.00,21.55
AP,550400,1530600,4749230.00,13242505.00,14.52
APEX,50000,0,9000.00,0,0.39
APURE,10000,814500,13200.00,1084164.00,27.65
APURE-W2,125000,5000,30400.00,850.00,0.25
AQ,0,15500,0,620.00,0.01
AQUA,76000,0,38000.00,0,1.60
ASAP,83600,193700,456905.00,1074890.00,4.15
ASIAN,1238200,58900,6607650.00,310170.00,15.29
ASIMAR,13100,3000,36480.00,8460.00,7.85
ASK,700,0,15400.00,0,1.14
ASP,79000,71988,294680.00,268004.08,7.86
AU,48600,101400,457840.00,956615.00,16.56
AUCT,12800,11700,74560.00,68715.00,1.76
AYUD-W1,9000,29000,32400.00,102412.00,0.42
B,5000,0,2750.00,0,0.63
B52,9400,26800,4184.00,11790.00,0.97
BA,96000,207100,1154270.00,2490990.00,16.78
BAFS,2000,12500,65050.00,408450.00,3.56
BANPU,4652000,7161000,93192400.00,143519690.00,14.99
BAY,19700,19000,781725.00,749950.00,10.93
BBL,1016915,1339693,200232220.00,263771949.50,19.72
BCH,1172200,1170500,19028290.00,18969580.00,14.06
BCP,684600,1576400,22587775.00,52012250.00,39.53
BCPG,90200,642500,1480300.00,10535890.00,7.52
BCT,1300,0,68525.00,0,19.70
BDMS,7093950,7095300,183387912.50,182884300.00,25.53
BEAUTY,99900650,128395354,1058719665.00,1331784903.35,10.76
BEC,336300,525700,2727210.00,4234735.00,8.99
BEM,3521900,9671500,27690070.00,75971630.00,20.45
BFIT,4800,1100,140175.00,32575.00,1.01
BGRIM,154400,1123400,3649400.00,26631160.00,9.93
BH,678500,472000,116371900.00,80988350.00,27.12
BIG,208900,74700,422432.00,151004.00,2.75
BJC,1724600,2697400,89484400.00,139769800.00,35.58
BJCHI,0,11164,0,25011.52,5.32
BKD,20000,0,63200.00,0,3.80
BLA,30000,51700,921475.00,1585775.00,16.94
BLAND,12195900,17291500,22916970.00,32460901.00,29.68
BM,263400,146900,885042.00,496012.00,17.59
BPP,211000,692213,4818690.00,15793653.80,11.23
BR,68600,70736,394435.00,406469.80,15.79
BROOK,29000,50000,15660.00,27000.00,3.78
BTS,6537102,12321800,59056063.50,111237600.00,31.26
BTS-W3,525000,0,31750.00,0,0.97
BWG,1167100,2451100,1085325.00,2288989.00,7.56
BWG-W4,0,300,0,15.00,0.01
CBG,276500,771000,13412150.00,37612075.00,7.44
CCET,7656200,461600,16089496.00,969590.00,40.91
CEN,0,20300,0,25578.00,4.49
CENTEL,1683900,434300,76939150.00,19790425.00,44.44
CFRESH,44100,0,189630.00,0,41.60
CGD,54000,0,74925.00,0,1.22
CHAYO,940500,935800,3602230.00,3572516.00,4.48
CHEWA,0,100,0,101.00,0.00
CHG,4528600,5132800,9785800.00,11057400.00,27.99
CHO,0,11000,0,12545.00,1.27
CI,0,10000,0,15800.00,24.81
CIMBT,0,7,0,6.09,0.00
CITY,4500,0,11520.00,0,8.40
CK,427100,1231600,10769350.00,30984075.00,23.13
CKP,3258800,3461100,12698442.00,13496646.00,25.52
CM,4200,0,17028.00,0,2.31
CMAN,40000,30000,114200.00,85200.00,0.85
CMO,0,800,0,1216.00,0.56
CNS,0,400,0,1030.00,0.14
COL,13300,12300,385750.00,356300.00,3.61
COM7,738100,761604,12770760.00,13285329.20,18.47
CPALL,3852900,6796350,293609875.00,519019550.00,16.54
CPF,1260700,5983816,31056190.00,147506498.80,20.12
CPN,1723800,3085900,124490100.00,223889467.00,23.85
CPT,1216700,455700,3026930.00,1135510.00,7.64
CRD,50000,600,52500.00,624.00,6.03
CSL,0,7000,0,50105.00,2.12
CSS,30500,0,61000.00,0,2.66
CTW,0,5000,0,40250.00,10.00
CWT,200,14500,628.00,45706.00,4.02
CWT-W4,1000,1000,550.00,540.00,0.04
D,4200,37600,43260.00,387270.00,3.59
DCC,371300,446600,852412.00,1026140.00,15.49
DCC-W1,85000,483400,62450.00,355676.00,2.85
DCON,45500,0,23865.00,0,0.72
DDD,62600,0,3420800.00,0,0.82
DELTA,718100,410700,43321650.00,24720100.00,40.36
DEMCO,200,0,716.00,0,0.02
DIMET,5000,92900,5200.00,97043.00,0.72
DOD,56900,87700,745090.00,1144000.00,0.41
DTAC,3522600,3610100,142050432.50,145891975.00,30.13
DTC,14500,36000,175090.00,436490.00,6.57
EA,3321500,4229700,106431475.00,135958050.00,26.87
EASON,5000,0,16320.00,0,37.88
EASTW,79600,12100,860250.00,130680.00,13.67
ECF,251900,350100,1726945.00,2404685.00,18.50
ECF-W2,10000,0,36400.00,0,5.58
ECF-W3,41800,0,112320.00,0,9.18
ECL,66600,340500,117533.00,593390.00,6.29
EE,9600,77600,7104.00,58024.00,0.95
EFORL,10000,0,700.00,0,0.08
EGCO,263200,134400,60102100.00,30420900.00,22.65
EIC,404000,404000,20200.00,24240.00,34.52
EKH,2300,3800,11730.00,19380.00,2.25
EMC,0,5210100,0,1146222.00,26.73
EPCO,273500,1095100,1436125.00,5783430.00,10.23
EPG,1088900,620500,8010680.00,4569160.00,18.15
ERW,2107400,1170398,14219380.00,7876357.00,6.87
ESSO,764000,1673000,8776340.00,19157340.00,23.40
ESTAR,41700,16900,27105.00,10985.00,1.50
EVER,50000,350000,18000.00,126000.00,6.61
FE,400,0,62000.00,0,28.53
FLOYD,526600,454600,1410018.00,1219592.00,3.54
FN,0,8400,0,21000.00,2.39
FNS,1000,28100,4360.00,124024.00,30.76
FORTH,0,10000,0,68200.00,7.35
FPT,0,1458,0,23719.60,1.98
FSMART,30600,196800,277905.00,1789425.00,10.92
FSS,0,500,0,1210.00,0.42
GBX,400,700,265.00,462.00,17.74
GCAP,1000,7900,4560.00,35544.00,0.78
GEL,162000,162000,53460.00,53472.00,13.81
GENCO,210000,0,166000.00,0,20.07
GFPT,2728600,218400,34448950.00,2742710.00,36.25
GGC,125500,351500,1200640.00,3351180.00,1.66
GIFT,1800,4000,7848.00,18402.00,0.30
GJS,516000,529400,161063.00,169408.00,4.33
GL,194800,34000,1030180.00,180200.00,15.25
GLAND,350200,469800,834940.00,1124012.00,21.13
GLOBAL,572400,1546800,9797950.00,26482970.00,29.67
GLOW,1046600,919000,99326625.00,87067450.00,25.17
GOLD,497300,330300,5539660.00,3667830.00,8.22
GPSC,389200,849400,26844225.00,58520050.00,15.10
GREEN,190300,213100,272258.00,327690.00,0.57
GULF,184300,93577,11907375.00,6050316.50,8.10
GUNKUL,583100,543800,1706394.00,1581412.00,4.54
