Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,1200,700,3314.00,1934.00,0.68
2S-W1,900,200,45.00,8.00,2.05
7UP,4800,79700,2365.00,37809.00,0.19
A,0,3,0,20.10,0.01
AAV,2414200,892450,9774596.00,3593161.00,2.88
ACAP,49400,90200,197782.00,361918.00,4.41
ACAP-W2,23300,17000,17128.00,12580.00,0.30
ACC-W1,1200,0,24.00,0,9.52
ADB,120000,0,118089.00,0,12.00
ADVANC,1465940,419900,260458270.00,74652500.00,19.53
AEONTS,3331,38400,623868.50,7189500.00,13.13
AH,410600,17900,8887420.00,382670.00,16.70
AIT,1300,27400,25870.00,545260.00,9.32
AJA,100,100,35.00,36.00,0.00
AKP,100,0,180.00,0,0.16
AKR,21300,13200,17143.00,10560.00,1.48
AMA,5600,4600,28510.00,23256.00,6.87
AMANAH,231200,168100,369082.00,263773.00,5.74
AMATA,751900,505500,17251980.00,11585640.00,4.99
ANAN,303000,799500,1192948.00,3157364.00,14.17
AOT,3807093,4034490,240444833.25,254795025.00,29.78
AP,119300,2156767,832660.00,15139810.65,24.97
APURE,0,10000,0,13200.00,0.13
APURE-W2,60000,60000,12600.00,13200.00,1.53
AQ,32000,32000,960.00,960.00,1.69
AQUA,91000,54700,40040.00,24068.00,2.08
ARROW,16100,0,126385.00,0,23.82
ASAP,278900,291000,1106506.00,1139354.00,6.05
ASIAN,408000,129300,3226355.00,1017405.00,5.41
ASIMAR,0,100,0,228.00,0.19
ASK,1000,1000,23700.00,23590.00,4.35
ASP,79600,349200,269774.00,1185848.00,16.60
AU,17300,231300,117410.00,1582020.00,3.78
AUCT,41600,8400,259180.00,52245.00,8.55
AYUD,100,600,4150.00,25350.00,1.19
AYUD-W1,78200,163400,365552.00,779832.00,0.78
B52-W2,300000,0,3000.00,0,39.64
BA,104300,19700,1249620.00,235660.00,5.52
BAFS,3200,1400,102525.00,45150.00,5.24
BANPU,4251300,3620900,70907470.00,60434650.00,19.12
BAY,9800,0,396900.00,0,13.62
BBL,446600,205200,92837300.00,42492200.00,25.22
BCH,1517901,3367150,27785988.10,61530821.00,21.50
BCP,599100,798900,19424875.00,25948575.00,28.80
BCPG,331300,716500,5751120.00,12415850.00,13.66
BCT,6100,0,291325.00,0,25.21
BDMS,6313700,2194400,164888200.00,57061525.00,22.71
BEAUTY,5679400,8177300,49435485.00,70749215.00,7.19
BEC,42100,59400,223505.00,315870.00,1.04
BEM,6804200,1643179,58235340.00,14089648.95,19.20
BFIT,1500,1000,32250.00,21400.00,2.52
BGC,0,26800,0,285570.00,0.30
BGRIM,272800,750710,7073625.00,19441435.00,26.63
BH,220401,222845,41753139.00,42140579.50,30.65
BIG,736900,186600,1009210.00,254591.00,8.36
BJC,585800,1413938,30221575.00,72994413.00,6.98
BJCHI,1200,12100,2514.00,25568.00,1.19
BKD-W2,1000,1237200,240.00,296928.00,14.88
BLA,41100,32600,1294650.00,1026650.00,22.20
BLAND,5597200,9493100,9308050.00,15798438.00,27.72
BM,2000,0,6260.00,0,29.41
BOL,0,25000,0,51014.00,7.11
BPP,63200,24400,1493590.00,574120.00,11.95
BR,72500,39100,294300.00,157502.00,8.34
BROOK,0,10200,0,4968.00,1.16
BSBM,500,0,465.00,0,1.04
BTS,5964900,604164,55865460.00,5636171.55,27.51
BWG,511100,2125100,605070.00,2518465.00,8.12
BWG-W4,5400,1549000,197.00,56481.00,13.25
CBG,404801,169400,18619972.00,7771175.00,18.33
CCET,31600,167400,57638.00,304637.00,17.86
CCP,400,0,144.00,0,0.09
CENTEL,42900,97000,1748975.00,3944875.00,19.88
CGD,3100,19600,4154.00,26095.00,1.33
CHAYO,230400,853500,922040.00,3367880.00,6.85
CHEWA,39000,112600,43675.00,126112.00,2.74
CHG,2460500,5599800,5123354.00,11646442.00,23.26
CHO,215990,381800,354527.60,635869.00,1.83
CI,0,900,0,1125.00,9.38
CK,1086188,475675,27596638.00,12074612.50,13.21
CKP,1037600,4159800,5190604.00,20821763.00,10.03
CM,500,0,2020.00,0,1.18
CMC,60500,500,129260.00,1070.00,0.12
CMR,800,0,2064.00,0,0.27
CNS,0,1500,0,3530.00,2.84
CNT,1500,0,3140.00,0,0.83
COL,11200,19400,255140.00,438300.00,12.69
COM7,814000,1292800,15238790.00,24199550.00,13.28
COMAN,2000,5000,6840.00,17260.00,3.09
COTTO,0,3700,0,8438.00,1.49
CPALL,3764005,992239,258728693.75,68189022.75,16.45
CPF,2469700,1876336,61816435.00,46824441.40,33.52
CPN,1208000,1381388,91560125.00,104502422.00,32.47
CPT,47100,316500,42390.00,283407.00,3.76
CSS,24900,800,47885.00,1543.00,3.02
CTW,0,300,0,2460.00,1.19
CWT,4000,4000,11200.00,11280.00,0.74
D,1500,1900,14625.00,18430.00,0.57
DCC,115300,295500,239258.00,613906.00,14.00
DCC-W1,0,200,0,141.00,0.00
DCON,500,0,255.00,0,0.10
DCORP,241200,69600,201573.00,59772.00,0.95
DDD,132800,22300,3745050.00,626925.00,6.19
DELTA,75800,50200,5193350.00,3440100.00,11.32
DIMET,2400,2400,2376.00,2424.00,0.05
DOD,33100,21300,461280.00,298200.00,2.59
DRT,0,151200,0,831540.00,41.86
DTAC,1487600,946100,68735775.00,43809975.00,17.07
DTC,0,400,0,3980.00,0.21
EA,1754006,1033800,83463234.50,48666900.00,11.59
EASTW,18800,27100,208680.00,300360.00,14.65
ECF,375700,482400,2278370.00,2949455.00,5.62
ECF-W2,700,0,2166.00,0,0.26
ECF-W3,35900,0,77162.00,0,8.51
ECL,2100,0,3864.00,0,0.50
EFORL,38400,0,2344.00,0,0.88
EGCO,274800,48000,64352600.00,11241200.00,22.21
EKH,3400,21700,20400.00,130050.00,2.28
EPCO,1800,18000,5616.00,56216.00,1.73
EPG,326300,248300,2374360.00,1804560.00,18.48
ERW,287900,141500,1835565.00,908970.00,9.69
ESSO,514883,856400,6492592.40,10799830.00,16.86
ESTAR,0,20000,0,11600.00,0.43
EVER,181400,1535100,90700.00,762602.00,5.31
FN,21600,30000,39224.00,58200.00,0.31
FNS,90000,200,363600.00,808.00,30.93
FORTH,0,300,0,1920.00,1.27
FSMART,16200,9700,107650.00,64270.00,3.59
GBX,1700,1800,918.00,961.00,1.74
GCAP,0,4000,0,11320.00,0.26
GEL,0,1100,0,297.00,0.03
GFPT,120100,99300,1691640.00,1399900.00,14.23
GGC,52800,40800,551410.00,424290.00,15.97
GL,190100,9100,1138940.00,54870.00,33.39
GLAND,700,5800,2394.00,20606.00,0.09
GLOBAL,882900,1005200,17404640.00,19801580.00,28.77
GLOW,261800,200900,22854900.00,17499725.00,32.49
GOLD,637600,874900,5217145.00,7149930.00,24.87
GPI,40000,0,91200.00,0,15.53
GPSC,173400,256000,9725125.00,14308650.00,11.01
GRAND,20000,50000,16800.00,42800.00,3.37
GULF,1932301,1661300,147014576.75,126159950.00,27.23
GUNKUL,214100,1653400,663710.00,5115632.00,14.25
HANA,605900,442000,20199550.00,14753800.00,33.48
HMPRO,4313900,1610002,64446060.00,24021449.60,31.27
HTC,0,2000,0,31180.00,5.52
HTECH,11700,6200,74345.00,39460.00,1.90
HUMAN,49900,88500,457870.00,807850.00,7.82
ICHI,312500,700,1178356.00,2562.00,29.71
ICN,0,400,0,749.00,0.44
IHL,1200,6000,9780.00,48775.00,1.53
III,2700,67300,15390.00,387550.00,12.24
ILINK,0,10200,0,50320.00,2.14
INET,100,2300,348.00,8004.00,0.31
INOX,2000,700,2000.00,701.00,2.36
INTUCH,1374200,1569101,68710550.00,78250625.00,34.32
IRPC,26577100,19560983,155381860.00,115038290.55,19.24
ITD,369900,606500,946644.00,1549360.00,10.84
IVL,1590196,4944834,86175203.00,267964536.00,21.22
JAS,673200,499800,3317038.00,2460286.00,14.34
JCK,580000,110000,969600.00,184100.00,3.30
JCKH,66400,0,39639.00,0,36.93
JKN,1100,7400,12760.00,85840.00,0.55
JMART,253200,117000,1212458.00,556160.00,9.14
JMT,338500,160500,4054240.00,1925640.00,2.21
JSP,10000,0,5200.00,0,0.06
JTS,4400,300,6340.00,432.00,7.01
JUTHA,1800,0,1386.00,0,3.24
JWD,87800,50700,632660.00,365210.00,6.41
KAMART,39200,8300,158582.00,33698.00,3.83
KBANK,1662620,1766900,321679310.00,341358384.50,18.85
KCE,186500,943100,5269400.00,26549150.00,12.74
KGI,225800,133300,981922.00,581080.00,8.33
KIAT,200000,0,96000.00,0,7.06
KKP,217448,170200,15391694.00,12058025.00,22.04
KOOL,27000,0,35639.00,0,8.42
KSL,12200,9300,38466.00,29332.00,2.52
KTB,5867505,8306867,117767540.50,166687065.90,20.81
KTC,1853800,1722000,63390550.00,58823925.00,25.00
KWG,100,3500,191.00,6895.00,10.34
KWM,0,400,0,396.00,0.04
LALIN,0,2500,0,13750.00,1.16
LANNA,0,12601,0,158503.50,3.43
LEE,0,25000,0,64500.00,12.40
LH,7376200,3915700,74099290.00,39261820.00,27.28
LHFG,46900,158200,67089.00,226784.00,5.29
LHK,5000,0,21300.00,0,0.56
LIT,0,5000,0,33000.00,1.24
LOXLEY,3600,3600,6732.00,6762.00,2.23
LPH,1400,1400,8415.00,8500.00,0.16
LPN,2677300,667300,21473350.00,5324735.00,24.46
LST,4100,0,17220.00,0,4.79
M,26010,2810,1892350.00,203705.00,11.99
MACO,39300,367700,60915.00,563349.00,8.46
MACO-W2,0,1000000,0,170000.00,17.97
MAJOR,89900,213600,1924830.00,4562250.00,15.09
MAKRO,3600,2200,115200.00,70400.00,8.46
MALEE,161300,16200,1342565.00,133375.00,8.56
MBK,7100,189709,169710.00,4530426.70,20.83
MBKET,2500,3300,26400.00,34680.00,1.42
MC,1500,4800,17250.00,55200.00,3.49
MCOT,400,0,3700.00,0,0.67
MCS,0,2400,0,16920.00,1.24
MDX,100,0,414.00,0,0.02
MEGA,127500,144800,3995850.00,4514275.00,13.36
META,180000,2500,363600.00,5100.00,11.75
MFC,50000,1200,815000.00,19560.00,39.32
MFEC,600,0,1874.00,0,0.31
MIDA,100,0,59.00,0,0.06
MILL,0,50400,0,83813.00,1.34
MINT,1588900,2332534,55820900.00,81860117.25,34.78
MK,100,84000,392.00,332144.00,10.20
MM,16200,0,64152.00,0,16.75
MODERN,0,1600,0,6476.00,1.14
MONO,2839000,20600,5035983.00,36242.00,24.29
MOONG,40900,2100,281725.00,14385.00,7.15
MORE,165700,68700,75222.00,31789.00,1.59
MSC,3500,600,24675.00,4110.00,6.19
MTC,3857698,2687200,186874351.50,130024375.00,29.80
NER,934400,1098500,1770128.00,2080905.00,1.03
NETBAY,1520,900,45219.25,26775.00,10.15
NEWS,4700,0,47.00,0,0.06
NEX,16000,0,63780.00,0,0.34
NFC,0,4200,0,36995.00,2.31
NINE,50000,0,78500.00,0,23.41
NOBLE,0,9700,0,128220.00,3.35
NOK,0,2400,0,5888.00,0.49
NOK-W1,2600,0,1014.00,0,2.32
NPPG,88300,114800,104874.00,135590.00,2.29
NTV,10,0,575.00,0,0.03
NUSA,1197500,1539800,677101.00,878817.00,0.76
NUSA-W3,516500,165500,201480.00,64000.00,3.00
NVD,2800,38100,9296.00,128816.00,5.01
NWR,49400,300,38826.00,236.00,0.45
NYT,54500,7900,288585.00,41690.00,4.10
OCEAN,313200,37700,1611190.00,197965.00,5.49
OISHI,1900,0,159600.00,0,41.13
ORI,7738701,3461600,57491687.35,25282145.00,12.48
ORI-W1,105100,701,42038.00,285.21,0.14
OSP,1075000,642500,26904800.00,16124500.00,4.90
OTO,60000,0,138000.00,0,4.57
PACE,219800,51600,110050.00,25800.00,1.56
PATO,5000,1500,66120.00,19800.00,36.11
PCSGH,0,3800,0,26790.00,2.83
PDI,10000,2300,120000.00,27660.00,8.77
PF,77200,299600,71004.00,275632.00,6.03
PIMO-W1,29400,0,88788.00,0,1.10
PK,0,5000,0,11300.00,6.58
PLANB,1455700,2155300,9086070.00,13428445.00,26.41
PLAT,17100,1300,126540.00,9685.00,4.20
PLE,30600,21300,35802.00,24934.00,0.90
PM,7200,9500,64080.00,84625.00,3.77
POST,0,100,0,240.00,7.14
PR9,0,1014,0,11762.50,0.03
PREB,1000,4400,9850.00,43245.00,1.67
PRINC,618100,0,3015902.00,0,28.57
PRM,438200,102400,2656475.00,611040.00,4.06
PSH,42400,72100,793010.00,1346140.00,14.24
PSL,926600,162200,9358690.00,1646350.00,14.34
PSTC,52800,81100,34022.00,51904.00,0.47
PT,400,0,2210.00,0,0.11
PTG,3327600,2419500,28767480.00,20797135.00,9.76
PTL,5400,11100,83050.00,170960.00,6.11
PTT,3318310,6062320,161019960.00,293702895.00,16.96
PTTEP,1119000,2122631,143549100.00,272342534.00,12.22
PTTGC,2162000,2913612,165786500.00,223233746.50,16.08
PYLON,36800,133400,271110.00,987065.00,10.90
QH,7400500,3137796,21847254.00,9265377.60,28.98
RATCH,118400,360300,5776500.00,17551100.00,27.19
RCI,140400,409800,520288.00,1517958.00,17.34
RCL,200,3000,984.00,14930.00,1.02
RICHY,0,34400,0,55650.00,1.35
RJH,0,400,0,8640.00,0.77
RML,0,3200,0,4160.00,0.45
ROBINS,540500,317300,35713825.00,20943550.00,31.86
ROJNA,41000,109300,214900.00,566980.00,7.24
RPH,600,0,2990.00,0,0.02
RS,798800,815400,12303340.00,12521270.00,9.97
RS-W3,6000,240220,24240.00,988470.00,21.78
S,901000,1360000,2874644.00,4316114.00,17.84
S11,3300,1200,24905.00,9000.00,4.50
SABINA,800,4401,24675.00,136355.75,7.49
SAMART,9000,45300,59850.00,298095.00,4.97
SAMCO,1000,30000,1970.00,61000.00,4.27
SAPPE,200,200,3440.00,3460.00,0.18
SAT,299100,117900,5431520.00,2137850.00,31.54
SAWAD,3331887,917500,157952529.00,43465775.00,22.25
SC,63800,600,208054.00,1968.00,5.54
SCB,1943400,953377,265401050.00,130576610.50,33.84
SCC,763000,724135,342202600.00,324349430.00,17.63
SCCC,0,2200,0,514500.00,15.41
SCG,0,200,0,916.00,1.96
SCN,4700,2800,19608.00,11704.00,0.66
SCP,2900,0,25230.00,0,1.65
SDC,23900,6900,7409.00,2139.00,5.14
SEAFCO,431900,304170,4084750.00,2873485.00,12.79
SEAOIL,360600,40900,1475000.00,163860.00,2.62
SELIC,700,4200,1526.00,8932.00,0.52
SENA,20515,34800,73447.70,125280.00,13.91
SF,15000,89300,114335.00,682080.00,8.89
SGF,348300,93000,511518.00,136669.00,2.51
SGP,342200,676707,3179585.00,6276240.45,14.91
SIRI,12210500,24076300,16696080.00,32967224.00,12.56
SIS,2500,0,24875.00,0,0.40
SITHAI,0,500,0,585.00,0.23
SKE,50000,0,53000.00,0,7.74
SKR,0,2600,0,10088.00,0.51
SKY,4900,600,66990.00,8240.00,0.72
SMIT,14200,0,88590.00,0,7.68
SMPC,0,100,0,1300.00,0.08
SMT,0,1400,0,2856.00,0.20
SNC,8100,18700,114760.00,265500.00,4.00
SNP,0,100,0,2000.00,50.00
SOLAR,20900,800,45144.00,1728.00,5.30
SONIC,0,26000,0,36000.00,0.15
SPA,1200,456000,14640.00,5550470.00,14.94
SPALI,153100,301527,3047710.00,5994914.60,10.84
SPC,0,100,0,5200.00,0.62
SPCG,9400,55200,180030.00,1057760.00,18.35
SPI,400,0,26600.00,0,8.00
SPRC,1809000,3118100,21754790.00,37457360.00,26.78
SPVI,1100,16000,1381.00,19695.00,1.42
SQ,106500,121800,227122.00,260754.00,10.87
SSP,1200,8900,9305.00,68950.00,12.23
SSSC,36,0,108.00,0,0.10
SST-W2,106100,91100,176807.00,151999.00,0.27
STA,2463800,1607300,39686920.00,25927660.00,23.97
STANLY,100,300,23500.00,70900.00,8.70
STEC,1116251,950400,26637208.90,22637050.00,9.56
STPI,85600,33100,370414.00,142780.00,4.66
SUPER,3359100,3044400,1989641.00,1811298.00,2.80
SUSCO,26100,100,67730.00,260.00,1.70
SVH,130,0,60290.00,0,3.11
SVI,784800,557800,4027555.00,2855810.00,16.84
SVI-W3,0,20300,0,37370.00,13.46
SVOA,0,400,0,492.00,0.11
SWC,6500,0,143500.00,0,1.33
SYNEX,6200,115800,77520.00,1449490.00,8.28
SYNTEC,67900,158600,200902.00,466762.00,4.07
TAE,35000,30000,74110.00,63600.00,7.89
TAKUNI,41900,0,35201.00,0,20.03
TAPAC,0,1100,0,6400.00,2.36
TASCO,1806900,369500,27687850.00,5630600.00,9.21
TCAP,359200,375000,18679250.00,19476625.00,16.96
TCC,177700,712200,90054.00,361780.00,4.18
TCCC,0,2500,0,71250.00,13.99
TCC-W3,4100,0,820.00,0,1.02
TCC-W4,29100,0,5820.00,0,5.00
TCMC,500,10300,940.00,19452.00,0.41
TEAM,300,700,306.00,714.00,0.28
TFG,33400,9200,120728.00,33352.00,6.97
THAI,1946000,331400,27157670.00,4629850.00,19.54
THANA,0,5000,0,11300.00,12.50
THANI,576400,629400,4769625.00,5240070.00,16.06
THCOM,61100,39300,492575.00,316490.00,10.85
THE,88400,485700,184656.00,1023428.00,17.32
THIP,5000,11000,132500.00,289950.00,27.49
THMUI,1000,0,1320.00,0,4.20
THRE,100,25700,98.00,25042.00,2.45
THREL,5600,7000,39480.00,49360.00,3.39
TIGER,750000,70200,2728660.00,255532.00,39.22
TIP,16100,13700,369600.00,314890.00,17.19
TIPCO,1600,1600,13680.00,13660.00,0.13
TISCO,725200,1053100,57944100.00,84124475.00,40.40
TITLE,0,43900,0,341505.00,8.80
TK,1000,0,9550.00,0,0.32
TKN,1277700,391900,12835070.00,3909030.00,7.67
TKS,83400,129400,750705.00,1161685.00,13.36
TMB,15055600,6760200,34390658.00,15437092.00,16.83
TMT,0,300,0,3930.00,1.33
TNH,600,0,23100.00,0,0.85
TOA,206400,46000,7538525.00,1679000.00,13.47
TOP,1081650,771376,80081475.00,57108374.00,29.82
TPCH,20700,19000,215060.00,197600.00,4.21
TPIPL,2654101,234700,4931041.84,435635.00,13.52
TPIPP,572300,416000,3466310.00,2516785.00,18.70
TPOLY,5000,104500,15300.00,319370.00,24.80
TR,0,100,0,4350.00,50.00
TRC,0,150600,0,70894.00,6.42
TRITN,75400,1033300,30914.00,423653.00,14.53
TRT,5000,0,9900.00,0,0.39
TRU,3800,350000,17280.00,1572950.00,18.85
TRUBB,300,1500,460.00,2316.00,1.01
TRUE,9571900,3129490,55896035.00,18336286.40,18.69
TSE,0,4900,0,12792.00,1.61
TSR,100,0,190.00,0,0.01
TSTH,0,54800,0,38991.00,3.05
TTA,110500,77000,643875.00,450565.00,18.77
TTCL,0,500,0,3875.00,0.07
