Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,100,0,474.00,0,0.04
2S-W1,153100,0,84709.00,0,5.79
7UP,5300,2204000,3127.00,1303360.00,10.35
AAV,201700,242300,1122535.00,1337075.00,4.51
ABM,15000,52900,26186.00,91216.00,0.13
ACAP,7700,6100,87010.00,71370.00,0.25
ADB,107700,0,145315.00,0,1.54
ADVANC,999930,1484600,197329445.00,292609450.00,21.43
AEONTS,105900,277900,17987100.00,47081600.00,20.44
AF,0,9700,0,8823.00,6.37
AGE,99200,56800,147344.00,84475.00,4.09
AH,4293434,722554,154205591.00,26085167.00,26.39
AIRA,0,1500,0,3150.00,0.32
AIT,3700,152400,108225.00,4458425.00,22.06
AJ,9100,2800,128250.00,39480.00,0.66
AJA,16500,102100,8745.00,54113.00,0.87
AJA-W1,1000,0,250.00,0,0.14
AKP,16500,0,32725.00,0,3.99
AKR,50000,0,50500.00,0,0.53
ALT,14600,9400,55688.00,36222.00,2.48
ALUCON,100,0,24900.00,0,2.27
AMA,1600,46200,26720.00,770080.00,8.17
AMANAH,1540900,428400,2532445.00,716412.00,16.66
AMARIN,0,7200,0,36780.00,0.65
AMATA,3200500,3176900,79432205.00,78981790.00,24.08
AMATAV,33100,0,255965.00,0,5.09
AMC,30000,20000,87200.00,58000.00,5.20
ANAN,2100500,3521100,10483982.00,17579251.00,21.00
AOT,7682818,4269600,535487627.75,297685975.00,15.11
AP,1102500,947664,9205565.00,7913526.30,21.50
APCS,179701,30200,1362942.50,227460.00,1.33
APEX,189200,189500,73790.00,75795.00,3.00
APURE,19100,439100,30177.00,691567.00,17.62
AQ,1300,210100,52.00,6303.00,0.34
AQUA,145300,145400,85173.00,83192.00,0.44
ARROW,300,0,3660.00,0,0.07
ASAP,145300,280200,1704100.00,3307560.00,7.57
ASIA,9900,0,665775.00,0,28.95
ASIAN,787300,274800,6877180.00,2427530.00,9.17
ASIMAR,4500,30500,14830.00,100292.00,0.69
ASK,20900,52300,471660.00,1180220.00,12.15
ASP,526107,575751,2114550.00,2312740.98,14.70
ATP30,7500,0,13425.00,0,0.32
AU,230000,158300,2991150.00,2052170.00,13.49
AUCT,2300,24200,12290.00,131600.00,0.47
AYUD,3200,3200,125500.00,124600.00,0.21
B,166600,167500,161510.00,159700.00,1.27
B52,800,10000,504.00,6300.00,0.75
BA,102100,41100,1521290.00,612580.00,14.09
BAFS,1900,21458,74050.00,835933.00,3.51
BANPU,9861600,10879352,227165870.00,251015056.00,11.78
BAT-3K,200,0,45400.00,0,50.00
BAY,900,88100,39925.00,3907025.00,12.86
BBL,0,848600,0,177602700.00,15.28
BCH,4642900,1530500,76183740.00,25058970.00,22.69
BCP,819901,1200300,33128890.75,48586175.00,17.68
BCPG,4882369,6046000,110372294.10,136062480.00,13.19
BCT,305200,21700,15429275.00,1096600.00,15.42
BDMS,16718000,4076100,374625760.00,91424320.00,32.44
BEAUTY,11179302,6291800,235423102.00,132372830.00,32.24
BEC,5814200,6080300,63301420.00,66793040.00,18.79
BEM,7736018,14822200,54980108.20,105848865.00,12.64
BFIT,92700,30400,3859400.00,1269800.00,4.14
BGRIM,310335,173400,8913615.00,5007950.00,1.97
BH,366959,419100,76295991.00,87098400.00,20.69
BIG,417600,304600,1246476.00,909092.00,1.98
BJC,2850500,1489190,170147700.00,88976197.50,15.73
BJCHI,6000,87126,15030.00,218284.48,3.07
BKD,80300,60000,260172.00,194602.00,6.99
BKI,1,200,368.00,73200.00,1.82
BLA,184600,99737,6275225.00,3375608.00,11.20
BLAND,5033100,7694700,8747199.00,13360441.00,16.72
BOL,3000,300,6060.00,612.00,5.63
BPP,382806,174973,9670103.00,4428768.25,16.70
BR,195900,310506,1509730.00,2390145.00,3.57
BROCK-W1,200000,172700,6000.00,6908.00,4.34
BROOK,29400,11600,20284.00,7985.00,0.31
BRR,17400,600,147320.00,5070.00,0.87
BSM,0,43300,0,31609.00,2.04
BTS,17311806,6618500,141399618.60,54025010.00,39.35
BTS-W3,200000,0,10000.00,0,1.43
BTW,0,14000,0,29680.00,0.10
BWG,243700,775500,306688.00,978237.00,3.51
BWG-W4,1100,0,132.00,0,0.04
CBG,385501,412200,25170340.25,27036425.00,9.60
CCET,1474700,269600,3188224.00,582336.00,9.88
CEN,7900,0,10911.00,0,1.20
CENTEL,377200,260239,18901650.00,13077484.75,30.70
CGD,194900,352000,309911.00,563778.00,4.50
CHEWA,20000,0,23400.00,0,0.49
CHG,1975800,2532800,4012438.00,5164604.00,11.08
CHO,0,52500,0,91995.00,1.95
CHOW,1000,3400,5200.00,18190.00,0.39
CI,0,27000,0,45630.00,7.88
CIMBT,1000,58750,1110.00,64622.00,1.75
CK,664500,1978700,16517860.00,49193760.00,20.90
CKP,525200,590400,2134058.00,2399072.00,8.38
CM,3000,100300,16050.00,536605.00,30.09
CMO,200,58600,428.00,124016.00,2.72
CMR,0,700,0,2422.00,0.14
CNS,5000,10000,14900.00,29800.00,0.48
CNT,43200,0,122012.00,0,3.42
COL,1000,3500,54500.00,191250.00,2.30
COLOR,3300,0,3922.00,0,0.82
COM7,3421000,1427300,63673030.00,26565570.00,10.91
CPALL,6244519,8645050,526718776.25,728333187.50,26.34
CPF,2296011,2690000,52124639.70,61051290.00,15.71
CPI,200,0,424.00,0,0.04
CPL,10000,0,32200.00,0,6.10
CPN,1949501,983900,162171058.25,81744925.00,24.54
CPR,0,2200,0,12870.00,0.13
CPT,83200,1,191480.00,2.40,0.26
CRANE,0,2500,0,8552.00,0.37
CRD,0,100,0,129.00,0.01
CSL,0,40000,0,306000.00,9.53
CSS,173800,110600,491888.00,312912.00,4.97
CWT,736100,49900,2522880.00,169392.00,5.82
D,2400,15200,22060.00,139840.00,4.49
DCC,104403,158500,359018.38,543448.00,8.80
DCON,200000,325600,132000.00,211640.00,1.01
DCON-W1,0,1000,0,4880.00,6.23
DCORP,57000,28200,170090.00,84604.00,5.91
DDD,18600,26600,1842450.00,2637400.00,4.33
DELTA,767900,120300,52915400.00,8309825.00,18.18
DEMCO,23000,0,121300.00,0,1.35
DRT,0,200000,0,1170000.00,8.95
DTAC,1738274,925900,80306611.00,42684400.00,45.59
DTC,0,400,0,3880.00,0.10
EA,1891716,3525100,121736938.25,228781600.00,8.21
EASTW,3800,110200,46090.00,1337900.00,2.50
ECF,935800,194500,6256675.00,1300745.00,9.75
ECF-W2,0,200,0,692.00,0.04
ECF-W3,56200,9600,174504.00,29944.00,2.80
ECL,182600,388100,550994.00,1159310.00,1.53
EE,18400,132100,11595.00,84131.00,0.66
EGCO,343800,523207,80387100.00,122235050.00,35.30
EIC,100000,0,6000.00,0,0.60
EKH,49500,1700,284625.00,9860.00,1.30
EMC,0,4700000,0,423000.00,19.73
EPCO,4200,65400,17304.00,269498.00,3.14
EPG,896200,424800,6412600.00,3037730.00,8.31
ERW,1262600,1219900,10457060.00,10148595.00,21.98
ESSO,996900,4455616,17398860.00,77787843.60,20.54
ESTAR,1245300,1414100,996240.00,1131280.00,8.39
EVER,72000,0,26660.00,0,0.34
FC,1500000,0,690000.00,0,40.07
