Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,25100,0,124296.00,0,0.23
2S-W1,88900,60100,70430.00,51390.00,0.21
7UP,0,84800,0,58512.00,1.35
AAV,11700,305200,73710.00,1916055.00,2.01
ACAP,10000,26000,145010.00,376980.00,1.79
ACAP-W2,500,2400,4275.00,20640.00,0.80
ACC,0,3000,0,1470.00,0.32
ADB,1059900,1566600,1960697.00,2796648.00,3.42
ADVANC,1188400,1261378,213474200.00,226809945.00,21.85
AEC,0,136400,0,80476.00,7.85
AEONTS,10100,0,1060400.00,0,9.10
AGE,1212600,360000,2270246.00,677176.00,4.96
AH,87900,219700,3276075.00,8130025.00,9.68
AHC,36000,0,813600.00,0,35.29
AIRA,58900,0,141330.00,0,25.30
AIRA-W1,151100,0,40440.00,0,13.49
AIT,41500,7700,1175250.00,219450.00,12.83
AJ,45400,27700,678850.00,404630.00,1.77
AJA,115500,43700,49667.00,18771.00,0.74
AJA-W1,1000,0,210.00,0,0.02
AKP,100,0,220.00,0,0.00
AKR,79500,153000,90801.00,179454.00,0.32
ALLA,400,0,896.00,0,0.10
ALT,21200,53300,124380.00,318840.00,0.68
AMA,0,600,0,10210.00,0.03
AMANAH,10000,440000,16500.00,704900.00,0.50
AMARIN,0,4000,0,21200.00,0.76
AMATA,4023700,5290000,92969880.00,122206240.00,9.59
AMATAV,22900,40200,212790.00,369445.00,2.60
AMC,55000,1800,168600.00,5508.00,0.67
ANAN,545100,3414500,3255100.00,20466355.00,8.70
AOT,5544851,3767784,318108757.50,216114459.00,13.37
AP,58500,967700,528270.00,8706385.00,10.62
APCO,500000,20000,619000.00,25000.00,6.51
APEX,1119700,267500,526259.00,125725.00,6.34
APURE,145100,332600,282794.00,674341.00,1.28
AQ,7957500,11131100,318300.00,539216.00,27.37
AQUA,200,0,140.00,0,0.00
ARROW,2400,5100,31270.00,66410.00,0.58
AS,0,10000,0,17700.00,0.30
ASAP,135400,71900,1176125.00,621235.00,3.12
ASEFA,6300,0,39060.00,0,0.23
ASIAN,999600,654700,11935880.00,7792200.00,23.10
ASIMAR,7100,59900,24504.00,208066.00,0.82
ASK,0,700,0,16730.00,0.11
ASP,58400,95200,235390.00,382826.00,2.76
AS-W1,16000,0,12000.00,0,0.10
ATP30,300,45500,525.00,79927.00,1.51
AU,833700,164100,9780820.00,1907720.00,2.69
AUCT,3900,53800,25545.00,355050.00,4.21
AYUD,1500,0,44250.00,0,0.39
B,194100,159100,224147.00,184127.00,7.58
B52,1000,0,720.00,0,0.02
BA,20200,259700,356400.00,4598040.00,2.57
BAFS,100,9200,4725.00,437725.00,4.47
BANPU,8173960,1107700,142339755.70,19293590.00,19.16
BAY,11300,38200,431525.00,1457325.00,10.69
BBL,0,145508,0,27851510.50,3.32
BCH,1486400,3177000,24208210.00,51797550.00,20.86
BCP,3083802,2995295,116962050.50,113373813.75,14.66
BCPG,922700,1785400,21260780.00,40818680.00,3.53
BCT,37600,105200,1994800.00,5600800.00,47.60
