Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,3600,20800,16768.00,96528.00,2.31
2S-W1,2917,0,3240.87,0,0.20
7UP,117600,150200,51747.00,66088.00,1.42
7UP-W3,0,306333,0,39886.29,1.46
AAV,1325100,1274700,8182805.00,7864085.00,10.04
ABICO,6000,4600,58550.00,45195.00,1.74
ACAP,500,11300,9150.00,205710.00,0.16
ACAP-W2,20800,23400,249340.00,281340.00,2.87
ACC,20000,17000,10200.00,8840.00,2.08
ADVANC,3813833,2198519,735321661.50,422955272.00,16.89
AEONTS,0,3100,0,325500.00,32.98
AH,2500,4600,62000.00,114400.00,0.41
AIRA,300,0,726.00,0,1.63
AIT,145900,3800,4048925.00,106200.00,11.32
AJ,5600,0,78400.00,0,0.63
AKP,173300,0,447114.00,0,1.21
AMA,0,7300,0,133620.00,0.32
AMANAH,74000,3100,96257.00,4108.00,0.91
AMATA,2313800,508100,47565000.00,10378980.00,5.22
AMATAV,2100,0,16245.00,0,0.57
ANAN,1433600,2663400,7503335.00,13965595.00,24.59
AOT,16930027,7836745,935906550.75,433836016.25,23.48
AP,1618300,1196900,12477810.00,9205680.00,17.16
APCS,20500,0,136350.00,0,4.69
APEX,100600,1563800,46276.00,719348.00,20.36
APURE,280600,50900,762128.00,137430.00,3.22
AQUA,859100,718000,584188.00,488572.00,12.54
ARIP,500,0,400.00,0,0.04
ARROW,9300,1700,139390.00,25330.00,0.52
AS,10000,0,20000.00,0,2.19
ASAP,134800,537000,973640.00,3896045.00,7.28
ASEFA,26000,28300,180475.00,196625.00,0.74
ASIAN,5338600,2094000,105928070.00,42153720.00,3.97
ASIMAR,80500,30000,264230.00,100200.00,1.04
ASK,4200,3000,89190.00,63600.00,1.35
ASP,710000,354100,2614000.00,1298706.00,14.30
ATP30,50400,301700,84492.00,512367.00,0.77
ATP30-W1,38200,0,31906.00,0,0.13
AU,15300,11000,128290.00,92950.00,0.83
AUCT,700,50400,4550.00,325080.00,4.56
B,183300,163300,132929.00,118529.00,7.63
B52,30900,26700,27179.00,24033.00,0.13
BA,105800,537400,1977440.00,10069250.00,1.82
BAFS,1900,14900,83675.00,658550.00,1.79
BANPU,9412141,4372510,164043197.50,76154142.00,8.16
BAY,51051,8000,1952050.00,306000.00,7.10
BBL,2679600,1755666,503872500.00,330068492.00,29.14
BCH,1275800,1782900,19056540.00,26617500.00,19.70
BCP,3756400,1469400,143873500.00,56310225.00,17.22
BCPG,952000,1146100,15107100.00,18181400.00,12.00
BCT,12000,12200,517000.00,524600.00,18.91
BDMS,8593702,6790165,178931771.40,141146471.00,23.21
BEAUTY,6645900,4131400,97938360.00,60595370.00,18.61
BEC,5680500,2658000,99761490.00,47184220.00,9.45
BEM,10072360,6590199,79165662.30,51765292.25,22.95
BFIT,11500,27000,215790.00,504200.00,0.74
BGRIM,824300,962900,18809010.00,22107090.00,2.41
BGT,2300,2300,3496.00,3519.00,0.28
BH,560200,431702,120730800.00,92998030.00,21.18
BIG,374900,106700,1385944.00,392780.00,0.57
BIGC,0,1300,0,280300.00,7.31
BJC,2563650,1780499,130816700.00,90751899.00,6.82
BJCHI,6200,37000,24316.00,146090.00,1.10
BKD,63700,286000,208976.00,938080.00,3.32
BKI,0,200,0,69600.00,1.47
BLA,1041600,432600,46369425.00,19276225.00,14.19
BLAND,7393400,4874900,13563724.00,8925693.00,11.97
BM,50000,55000,181000.00,200700.00,6.47
BOL,480500,177100,1171494.00,424780.00,1.42
BPP,2348602,1532700,65263780.00,42648225.00,14.95
BR,32900,135700,239170.00,995530.00,2.16
BROOK,330000,0,254100.00,0,7.42
BRR,500,23300,5400.00,254080.00,0.82
BSBM,100000,12300,146000.00,18066.00,1.03
BTS,7665881,5549609,66601803.60,48140467.40,23.21
BTS-W3,100300,400,35105.00,140.00,3.55
BTW,3000,0,8660.00,0,0.33
BWG,10465900,482000,19254177.00,886302.00,16.22
BWG-W4,540000,60000,178200.00,20400.00,5.23
CBG,400200,839400,29032800.00,60783925.00,15.60
CCET,50800,255717,160560.00,809031.98,4.04
CCP,0,30000,0,16500.00,0.70
CENTEL,75500,169200,3072700.00,6890300.00,4.46
CFRESH,0,5000,0,35250.00,0.47
CGD,4000,0,4000.00,0,0.06
CGH,210500,0,307025.00,0,3.01
CHG,1855300,1774100,4688132.00,4505512.00,4.52
CHO,5900,9700,10266.00,16878.00,0.66
CHOW,39100,29100,206325.00,160375.00,0.81
CIG,48100,0,26455.00,0,0.65
CIMBT,738700,559444,828144.00,630729.84,10.53
CITY,21000,0,65100.00,0,2.66
CK,2541500,2085300,72097325.00,59198350.00,15.21
CKP,4552900,2499000,16128182.00,8839724.00,10.38
CM,43200,48100,300185.00,334975.00,0.40
CMO,5000,12600,9600.00,24948.00,0.17
CMR,1800,0,7280.00,0,0.23
CNS,0,1000,0,2640.00,0.29
COL,4800,0,292650.00,0,0.30
COM7,692900,360800,9392250.00,4876410.00,5.19
CPALL,16324719,9279629,1023995314.00,581164694.00,19.72
CPF,7415288,5620376,204225008.00,154956546.00,16.76
CPN,3773430,1004744,271183002.50,72241693.00,27.36
CPR,3800,17200,23940.00,108385.00,1.91
CRANE,73300,36100,290444.00,143502.00,0.98
CRANE-W1,0,21700,0,40579.00,0.17
CSL,108300,88700,715450.00,583655.00,0.80
CSP,200,10700,542.00,29078.00,0.36
CSS,116300,106700,360560.00,338766.00,0.63
CWT,208000,50900,665440.00,162340.00,4.16
DCC,132600,266900,526736.00,1060356.00,9.21
DCORP,50200,60800,212654.00,257460.00,2.93
DELTA,843600,180644,75797100.00,16233819.00,34.80
