Symbol,Volume Buy,Volume Sell,Value Buy,Value Sell,Percentage
2S,1526,800,5550.68,2928.00,0.40
7UP,63100,34200,31550.00,17100.00,0.38
AAV,207300,742100,1221465.00,4342845.00,5.38
ABM,757700,762800,1082166.00,1114320.00,2.61
ACAP,11700,25200,130960.00,276950.00,2.26
ACC,0,1169900,0,584950.00,28.94
ACC-W1,100,0,6.00,0,0.00
ADB,100000,0,141000.00,0,0.43
ADVANC,450218,752539,92536344.00,154397749.00,12.58
AEONTS,46500,47600,7724550.00,7923000.00,9.95
AGE,0,28800,0,43104.00,1.66
AH,11100,64200,387650.00,2244175.00,25.03
AIRA,0,5400,0,11270.00,0.06
AIT,500,8100,13475.00,218700.00,1.41
AJ,0,37600,0,496050.00,6.41
AKP,0,4300,0,8256.00,1.70
AMA,20100,29100,200495.00,290065.00,5.19
AMANAH,831000,254900,1445159.00,439042.00,6.58
AMARIN,0,20000,0,118000.00,14.22
AMATA,445300,1296052,9186510.00,26807086.40,6.72
AMATAV,2000,2300,14600.00,16890.00,2.91
AMC,0,26500,0,68900.00,3.47
ANAN,4946500,1079500,19668074.00,4287746.00,8.97
AOT,3271300,3453022,229105875.00,241861545.50,12.36
AP,571400,1636301,4942660.00,14154083.85,11.32
APCS,0,100,0,595.00,0.06
APEX,0,40000,0,8780.00,0.46
APURE,0,193700,0,322097.00,20.37
AQ,10000200,642800,300006.00,25140.00,15.58
AQUA,10200,0,5100.00,0,0.17
ARROW,0,500,0,5950.00,0.17
AS,0,176800,0,307377.00,12.51
ASAP,24000,213200,201200.00,1782770.00,7.47
ASEFA,3600,74000,19440.00,399600.00,13.96
ASIAN,10900,63800,74955.00,439235.00,3.42
ASIMAR,150100,160009,432286.00,461228.10,14.42
ASK,20000,106000,448000.00,2373700.00,13.94
ASP,518900,279600,1982198.00,1068010.00,27.06
AS-W1,0,13500,0,10395.00,0.38
ATP30,0,46700,0,83643.00,0.25
AU,1500,31300,18300.00,381860.00,1.91
AUCT,20200,10000,103020.00,51500.00,5.09
AYUD,0,1700,0,71300.00,1.91
B,35000,20000,29050.00,16600.00,0.37
B52,1200,0,672.00,0,0.02
BA,183300,276700,2746130.00,4140830.00,14.55
