Date,Open,High,Low,Close,Adj Close,Volume
2017-01-04,1.000000,1.000000,0.990000,1.000000,1.000000,3488300
2017-01-05,0.990000,1.000000,0.990000,0.990000,0.990000,2876100
2017-01-06,0.990000,1.010000,0.990000,1.000000,1.000000,7494200
2017-01-09,1.000000,1.060000,1.000000,1.030000,1.030000,27569000
2017-01-10,1.040000,1.050000,1.020000,1.030000,1.030000,11072900
2017-01-11,1.030000,1.050000,1.030000,1.030000,1.030000,9262400
2017-01-12,1.040000,1.090000,1.040000,1.050000,1.050000,21644000
2017-01-16,1.060000,1.070000,1.050000,1.050000,1.050000,6030000
2017-01-17,1.050000,1.070000,1.040000,1.040000,1.040000,4680000
2017-01-18,1.030000,1.050000,1.010000,1.010000,1.010000,10158500
2017-01-19,1.010000,1.020000,1.000000,1.010000,1.010000,6750800
2017-01-20,1.000000,1.020000,1.000000,1.010000,1.010000,5438700
2017-01-23,1.010000,1.030000,1.010000,1.020000,1.020000,2703900
2017-01-24,1.020000,1.040000,1.010000,1.020000,1.020000,4128500
2017-01-25,1.010000,1.030000,1.010000,1.010000,1.010000,2451600
2017-01-26,1.010000,1.020000,1.010000,1.010000,1.010000,2661700
2017-01-27,1.010000,1.050000,1.010000,1.040000,1.040000,19557000
2017-01-30,1.040000,1.050000,1.030000,1.040000,1.040000,4252300
2017-01-31,1.040000,1.050000,1.030000,1.030000,1.030000,3412600
2017-02-01,1.030000,1.060000,1.030000,1.030000,1.030000,9536000
2017-02-02,1.030000,1.050000,1.030000,1.030000,1.030000,17158200
2017-02-03,1.030000,1.040000,1.030000,1.030000,1.030000,10615600
2017-02-06,1.030000,1.050000,1.030000,1.030000,1.030000,15152400
2017-02-07,1.030000,1.040000,1.020000,1.020000,1.020000,10998100
2017-02-08,1.020000,1.030000,1.010000,1.020000,1.020000,10316000
2017-02-09,1.020000,1.030000,1.010000,1.020000,1.020000,16889600
2017-02-10,1.020000,1.030000,1.010000,1.010000,1.010000,17795400
2017-02-14,1.010000,1.030000,1.010000,1.010000,1.010000,13490500
2017-02-15,1.010000,1.030000,1.010000,1.010000,1.010000,16555800
2017-02-16,1.010000,1.030000,1.010000,1.010000,1.010000,16755600
2017-02-17,1.020000,1.030000,1.010000,1.030000,1.030000,14206700
2017-02-20,1.030000,1.040000,1.020000,1.020000,1.020000,3200900
