Date,Open,High,Low,Close,Adj Close,Volume
2017-01-04,1.040000,1.070000,1.040000,1.070000,1.070000,252700
2017-01-05,1.070000,1.080000,1.060000,1.060000,1.060000,241900
2017-01-06,1.060000,1.090000,1.060000,1.080000,1.080000,311200
2017-01-09,1.090000,1.090000,1.040000,1.070000,1.070000,238400
2017-01-10,1.060000,1.070000,1.060000,1.060000,1.060000,248000
2017-01-11,1.040000,1.070000,1.040000,1.070000,1.070000,770200
2017-01-12,1.070000,1.180000,1.060000,1.160000,1.160000,13346900
2017-01-16,1.120000,1.120000,1.080000,1.110000,1.110000,446400
2017-01-17,1.110000,1.130000,1.100000,1.110000,1.110000,1057300
2017-01-18,1.100000,1.120000,1.080000,1.110000,1.110000,523700
2017-01-19,1.110000,1.120000,1.080000,1.120000,1.120000,1117500
2017-01-20,1.120000,1.150000,1.110000,1.130000,1.130000,902500
2017-01-23,1.130000,1.140000,1.110000,1.110000,1.110000,459600
2017-01-24,1.130000,1.130000,1.090000,1.090000,1.090000,775400
2017-01-25,1.080000,1.110000,1.080000,1.080000,1.080000,264400
2017-01-26,1.080000,1.100000,1.080000,1.090000,1.090000,404800
2017-01-27,1.100000,1.100000,1.070000,1.090000,1.090000,640300
2017-01-30,1.080000,1.100000,1.080000,1.080000,1.080000,282600
2017-01-31,1.080000,1.080000,1.060000,1.060000,1.060000,783100
2017-02-01,1.060000,1.120000,1.060000,1.060000,1.060000,1171600
2017-02-02,1.060000,1.090000,1.060000,1.070000,1.070000,323700
2017-02-03,1.060000,1.080000,1.060000,1.060000,1.060000,191200
2017-02-06,1.070000,1.070000,1.060000,1.060000,1.060000,164400
2017-02-07,1.080000,1.080000,1.060000,1.080000,1.080000,695400
2017-02-08,1.090000,1.090000,1.060000,1.060000,1.060000,411500
2017-02-09,1.050000,1.060000,1.050000,1.060000,1.060000,215800
2017-02-10,1.060000,1.070000,1.050000,1.060000,1.060000,970900
2017-02-14,1.070000,1.070000,1.060000,1.060000,1.060000,291800
2017-02-15,1.070000,1.070000,1.050000,1.050000,1.050000,552100
2017-02-16,1.050000,1.060000,1.040000,1.050000,1.050000,404600
2017-02-17,1.050000,1.070000,1.050000,1.070000,1.070000,529500
2017-02-20,1.080000,1.080000,1.050000,1.070000,1.070000,464900
2017-02-21,1.070000,1.070000,1.040000,1.070000,1.070000,389600
2017-02-22,1.050000,1.060000,1.050000,1.060000,1.060000,576200
2017-02-23,1.060000,1.070000,1.050000,1.060000,1.060000,376900
2017-02-24,1.040000,1.120000,1.040000,1.120000,1.120000,1423000
2017-02-27,1.130000,1.150000,1.090000,1.140000,1.140000,5016000
2017-02-28,1.160000,1.240000,1.120000,1.230000,1.230000,17796200
2017-03-01,1.230000,1.340000,1.220000,1.290000,1.290000,20132800
2017-03-02,1.300000,1.350000,1.270000,1.280000,1.280000,8873700
2017-03-03,1.300000,1.400000,1.290000,1.350000,1.350000,26790700
2017-03-06,1.350000,1.550000,1.330000,1.510000,1.510000,27487000
2017-03-07,1.530000,1.590000,1.440000,1.440000,1.440000,22374500
2017-03-08,1.460000,1.500000,1.290000,1.430000,1.430000,14286500
2017-03-09,1.370000,1.490000,1.370000,1.400000,1.400000,12621800
2017-03-10,1.390000,1.440000,1.370000,1.370000,1.370000,7103300
2017-03-13,1.400000,1.400000,1.280000,1.370000,1.370000,5704900
2017-03-14,1.400000,1.480000,1.380000,1.480000,1.480000,9272800
2017-03-15,1.510000,1.740000,1.460000,1.630000,1.630000,64638500
2017-03-16,1.750000,1.750000,1.680000,1.690000,1.690000,20522700
2017-03-17,1.710000,1.800000,1.690000,1.730000,1.730000,39089300
2017-03-20,1.750000,1.790000,1.730000,1.760000,1.760000,13707300
2017-03-21,1.750000,1.890000,1.750000,1.890000,1.890000,37018200
2017-03-22,1.880000,1.920000,1.770000,1.810000,1.810000,40290800
2017-03-23,1.770000,1.810000,1.730000,1.730000,1.730000,11237100
2017-03-24,1.730000,1.750000,1.630000,1.680000,1.680000,11323700
2017-03-27,1.660000,1.780000,1.660000,1.760000,1.760000,20847600
2017-03-28,1.760000,1.790000,1.690000,1.690000,1.690000,12250000
2017-03-29,1.720000,1.740000,1.650000,1.680000,1.680000,10159800
2017-03-30,1.680000,1.710000,1.650000,1.670000,1.670000,5383000
2017-03-31,1.660000,1.760000,1.660000,1.760000,1.760000,14368900
2017-04-03,1.800000,1.820000,1.770000,1.800000,1.800000,13809500
2017-04-04,1.810000,1.810000,1.770000,1.770000,1.770000,7746900
2017-04-05,1.780000,1.870000,1.770000,1.850000,1.850000,28657400
2017-04-07,1.870000,2.000000,1.860000,1.930000,1.930000,68269500
2017-04-10,1.950000,1.970000,1.850000,1.890000,1.890000,30945600
2017-04-11,1.900000,1.930000,1.880000,1.900000,1.900000,9559500
2017-04-12,1.890000,1.920000,1.890000,1.890000,1.890000,5736200
2017-04-17,1.900000,1.930000,1.880000,1.900000,1.900000,9046500
2017-04-18,1.920000,1.950000,1.810000,1.830000,1.830000,28352800
2017-04-19,1.820000,1.860000,1.560000,1.580000,1.580000,29878600
2017-04-20,1.530000,1.620000,1.510000,1.530000,1.530000,19822400
2017-04-21,1.570000,1.600000,1.540000,1.540000,1.540000,9957400
2017-04-24,1.530000,1.580000,1.530000,1.550000,1.550000,5129200
2017-04-25,1.590000,1.650000,1.590000,1.620000,1.620000,19939100
2017-04-26,1.620000,1.640000,1.600000,1.600000,1.600000,6450600
2017-04-27,1.600000,1.660000,1.600000,1.630000,1.630000,6012100
2017-04-28,1.640000,1.700000,1.630000,1.700000,1.700000,11572600
2017-05-02,1.710000,1.720000,1.680000,1.690000,1.690000,4543300
